TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio,survive
RL,海皇粥店,"SHOP NO 4, LEVEL 2, FANLING TOWN CENTRE, FANLING, NEW TERRITORIES",#D,114.13936,22.492410000000064,1379.0,11,3,5,0,0,1,0,0,0,48.95919243986255,34260,2.631103074141049,0.4879725085910653,0.981786941580756,0.4965635738831615,0.798372513562387,0.192,1
RL,McDonald's,"SHOP NOS 2A & 2B, G/F, UNION PLAZA, 9 WO MUK ROAD, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14149000000008,22.500280000000032,1385.0,9,1,0,6,8,1,0,0,0,35.90629984051037,41380,2.957547169811321,0.5215311004784688,0.9625199362041468,0.492822966507177,0.375,0.046,1
RL,明園,"SHOP NO 4 & 5A, G/F, BLOCK 23, SHA TAU KOK CHUEN, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.13184101420076,22.49389153090021,1403.0,0,0,0,1,1,0,0,0,0,53.19080044469149,47380,4.203271028037383,0.2996108949416342,0.9610894941634242,0.3590883824346859,0.719626168224299,0.274,1
RL,得苑,"G/F, BLOCK A KAM TONG BUILDING, 1 SHUN ON STREET, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.02600867395569,22.44315763117892,1270.0,41,0,0,1,11,1,0,2,0,50.41146677471637,18500,2.2936802973977697,0.4627228525121556,0.7690437601296597,0.4457050243111831,0.5241635687732342,0.365,1
RL,生記牛什粉麵茶餐廳,"G/F, 21 WO LUNG STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14228981088024,22.4992931645826,1389.0,47,0,0,3,1,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,英發茶餐廳,"G/F, 77 SAN FUNG AVENUE, SHEUNG SHUI, NEW TERRITORIES",,114.12698143819672,22.50434321933628,1364.0,14,2,0,0,3,2,0,3,4,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,NICE GLOBAL CATERING,"G/F, 23 WO LUNG STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14233088220578,22.499335283646047,1389.0,48,0,0,3,1,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,明珠冰室,"G/F, 27 LUEN ON STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14332883159784,22.499684557551376,1388.0,47,1,0,0,1,0,0,3,0,50.74149507609668,15040,2.135755258126195,0.3939122649955237,0.9239033124440466,0.4798567591763653,0.3518164435946462,0.4,1
RL,滿記,"SHOP NO 1, G/F, WING HAY COURT, 9 WO FUNG STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14209000000004,22.498280000000022,1389.0,29,0,0,1,2,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,Yiu Kee Delicious,"G/F, 103 PO SHING FONG, KWAN TEI, FANLING, NEW TERRITORIES",,114.16088813730843,22.50783789875965,1425.0,0,0,0,0,3,0,0,0,0,50.58652564956695,20070,2.4789430222956232,0.4786808794137241,0.891072618254497,0.4760159893404397,0.467382328654005,0.247,1
RL,輕鬆美食,"SHOP 3E, G/F, BLOCK 3, SUNNINGDALE GARDEN, CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13209171692472,22.50155803863963,1370.0,6,0,0,1,4,0,0,0,0,52.27637130801688,30140,2.7068527918781724,0.5199249882794187,0.9845288326300984,0.4519456165025785,0.9467005076142132,,1
RL,新大眾樂,"SHOP G4-G5, DAWNING VIEWS, 23 YAT MING ROAD, FANLING, NEW TERRITORIES",,114.14433013375115,22.48740410548048,1405.0,6,0,0,3,0,0,0,0,0,38.06342733873514,36390,2.5642201834862384,0.5383563085341471,0.954645901294328,0.4576449542249816,0.7671343766864543,0.275,1
RL,WING CHEUNG,"G/F AND THE OUTSIDE SEATING ACCOMMODATIONAT SHOP FRONT,STT NO 1268, DD 91, NO 1A LIN TONG MEI, SHEUNG SHUI, NEW TERRITORIES",#A,114.12701682600004,22.504391042000066,1364.0,15,2,0,0,2,2,0,3,4,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,MAY MOON RESTAURANT,"G/F, 33 WO TAI STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",#G#H,114.14189954946836,22.49947128002508,1389.0,29,0,0,3,1,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,0
RL,ROXY RESTAURANT & NOODLES CO,"SHOP NO 5, G/F, WING HAY COURT, 3-13 WO FUNG STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",,114.14201094496156,22.49835736700257,1389.0,32,0,0,1,2,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,銀龍粉麵茶餐廳,"SHOP NO 5, G/F, YUNG SHING SHOPPING CENTRE, YUNG SHING COURT, FANLING, NEW TERRITORIES",,114.13871467771878,22.482677131184687,1410.0,3,1,0,4,3,1,0,0,0,49.4433817062445,27780,3.082136080238547,0.5075637642919965,0.9824098504837292,0.4703605980650835,0.5069124423963134,0.11,1
RL,九里香,"G/F, 89 SAN SHING AVENUE, SHEUNG SHUI, NEW TERRITORIES",,114.12920465419496,22.504985985581285,1365.0,34,0,0,0,3,0,0,6,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,1
RL,三兩碗米線,"SHOP G37, G/F, DAWNING VIEWS, 23 YAT MING ROAD, FANLING, NEW TERRITORIES",,114.14433013375115,22.48740410548048,1405.0,6,0,0,3,0,0,0,0,0,38.06342733873514,36390,2.5642201834862384,0.5383563085341471,0.954645901294328,0.4576449542249816,0.7671343766864543,0.275,0
RL,KFC,"SHOP NO 27A, LEVEL 2, FANLING TOWN CENTRE, 18 FANLING STATION ROAD, FANLING, NEW TERRITORIES",,114.13936,22.492410000000064,1379.0,11,3,5,0,0,1,0,0,0,48.95919243986255,34260,2.631103074141049,0.4879725085910653,0.981786941580756,0.4965635738831615,0.798372513562387,0.192,1
RL,Cafe De Coral,"SHOP NO 102, 1/F, YUNG SHING SHOPPING CENTRE, FANLING, NEW TERRITORIES",,114.13903000000003,22.48301000000004,1410.0,3,1,0,4,3,1,0,0,0,49.4433817062445,27780,3.082136080238547,0.5075637642919965,0.9824098504837292,0.4703605980650835,0.5069124423963134,0.11,1
RL,Cafe De Coral,"SHOP A, LEVEL 2, FANLING TOWN CENTRE, FANLING, NEW TERRITORIES",,114.13936,22.492410000000064,1379.0,11,3,5,0,0,1,0,0,0,48.95919243986255,34260,2.631103074141049,0.4879725085910653,0.981786941580756,0.4965635738831615,0.798372513562387,0.192,1
RL,CHUN YUEN NOODLES SHOP,"G/F AND COCKLOFT (PORTION), 148-B JOCKEY CLUB ROAD, SHEUNG SHUI, NEW TERRITORIES",#G#H,114.12974134745532,22.50474236556549,1366.0,45,0,0,0,5,0,0,6,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,0
RL,Tung Nam Restaurant,"NO 38, G/F, PING CHE NEW VILLAGE, PING CHE ROAD, TA KWU LING, FANLING, NEW TERRITORIES",,114.16064735230088,22.528054533772192,1436.0,0,0,0,0,2,0,0,0,0,38.0165528113505,23310,2.5509383378016084,0.5076195480819758,0.9632159747766684,0.4703100367840252,0.4436997319034853,0.247,1
RL,德興餐廳,"SHOP NOS 26-28, LEVEL 2, SHEUNG SHUI TOWN CENTRE, 9 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13148,22.50156000000004,1371.0,3,0,0,0,5,0,0,0,0,37.27893518518519,28880,2.8421052631578947,0.4864969135802469,0.9783950617283952,0.4695216049382716,0.6195175438596491,0.443,1
RL,Fairwood,"SHOP NO 23, G/F, PHASE 1 REGENTVILLE, 8 WO MUN STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14390978130696,22.50110453576832,1391.0,5,3,0,1,2,1,0,0,0,38.01675907258064,40170,2.710382513661202,0.5607358870967742,0.9422883064516128,0.4231350806451613,0.7315573770491803,0.387,1
RL,McDonald's,"SHOP NOS 12-16, PODIUM LEVEL 2, SHEUNG SHUI TOWN CENTRE, 9 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13148,22.50156000000004,1371.0,3,0,0,0,5,0,0,0,0,37.27893518518519,28880,2.8421052631578947,0.4864969135802469,0.9783950617283952,0.4695216049382716,0.6195175438596491,0.443,1
RL,狂潮美食坊,"G/F, 28 LUEN SHING STREET, FANLING, NEW TERRITORIES",,114.14251109312404,22.49946432304543,1387.0,47,0,0,3,1,0,0,1,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,Golden Durian Tai Restaurant,"SHOP G2, G/F, DAWNING VIEWS, 23 YAT MING ROAD, FANLING, NEW TERRITORIES",#G,114.14433013375115,22.48740410548048,1405.0,6,0,0,3,0,0,0,0,0,38.06342733873514,36390,2.5642201834862384,0.5383563085341471,0.954645901294328,0.4576449542249816,0.7671343766864543,0.275,1
RL,花溪原湯牛肉米線,"SHOP NO 40, G/F, ROYAL JUBILEE, FSSTL 183, 88 SAN SHING AVENUE, SHEK WU HUI, SHEUNG SHUI, NEW TERRITORIES",,114.12883000000012,22.504860000000065,1366.0,30,0,0,0,2,0,0,6,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,正宗山東餃子店,"SHOP B, G/F, YAU HING BUILDING, 2-4 LUEN SHING STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14331000000004,22.49872000000005,1387.0,40,0,0,0,5,1,0,2,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,眾興,"LOT NO 2212, BO SHING FONG, KWANTI, FANLING, NEW TERRITORIES",,114.14248132000012,22.496935979000057,1387.0,10,0,0,1,5,0,0,1,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,McDonald's,"SHOP 122, G/F, TIN PING SHOPPING CENTRE, TIN PING ESTATE, SHEUNG SHUI, NEW TERRITORIES",,114.13362000000006,22.503310000000056,1372.0,4,1,0,2,3,1,0,1,0,51.58775626083319,23180,2.758160237388724,0.4885541808618732,0.9813519813519812,0.4763014763014763,0.86630398944939,0.089,1
RL,辣辣屋,"G/F, 4 LUEN SHING STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14338691818688,22.49873694148788,1387.0,38,0,0,0,5,1,0,2,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,牡丹金閣,"SHOP 1 & 5, 1/F, ROYAL JUBILEE, 88 SAN SHING AVENUE, SHEK WU HUI, SHEUNG SHUI, NEW TERRITORIES",,114.12883000000012,22.504860000000065,1366.0,30,0,0,0,2,0,0,6,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,樂滿門快餐廳,"G/F, 26 LUEN SHING STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",,114.14255258354478,22.499429202871127,1387.0,46,0,0,0,1,1,0,1,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,廣城,"10 SAN SHING AVENUE, SHEK WU HUI, SHEUNG SHUI, NEW TERRITORIES",,114.12751938874254,22.50601930660476,1365.0,9,0,0,0,0,0,0,5,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,1
RL,T CAFE,"G/F & COCKLOFT, 47-49 LUEN ON STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14291778306614,22.50003999215552,1388.0,23,2,0,1,3,0,0,1,0,50.74149507609668,15040,2.135755258126195,0.3939122649955237,0.9239033124440466,0.4798567591763653,0.3518164435946462,0.4,0
RL,三餐四季,"SHOP 2, 172 JOCKEY CLUB ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13023361719726,22.504381970216148,1366.0,32,0,0,0,12,0,0,1,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,蓬萊食堂,"SECTION F, DD 94, LOT 399, HANG TAU VILLAGE, SHEUNG SHUI, NEW TERRITORIES",,114.10388610982515,22.49274761066434,1354.0,0,0,0,0,1,1,0,0,0,48.544652463955245,24040,2.850920245398773,0.4525500322788896,0.9106950720895202,0.4336130837099203,0.6049079754601226,0.32,1
RL,龍威,"DD 77, N.T.I.L. 1000, PING CHE, FANLING, NEW TERRITORIES",,114.14248132000012,22.496935979000057,1387.0,10,0,0,1,5,0,0,1,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,Deluxe Restaurant,"G/F & C/L (PORTION), 23-25 WO FUNG STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",,114.1424687098294,22.49859933487993,1389.0,43,0,0,0,2,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,美心MX,"CONCOURSE LEVEL (PORTION) OFSHEUNG SHUI MTR STATION, SHEUNG SHUI, NEW TERRITORIES",,114.12701682600004,22.504391042000066,1364.0,15,2,0,0,2,2,0,3,4,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,馬仔記客家菜館,"G/F, 57-59 SAN HONG STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12853988545412,22.50454824068796,1366.0,25,0,0,0,3,0,0,2,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,成發,"G/F, 24 SAN HONG STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12789774785188,22.50480518792979,1367.0,23,0,0,0,2,0,0,2,0,36.86181818181818,15790,2.876569037656904,0.3636363636363636,0.9454545454545454,0.4654545454545454,0.3138075313807531,0.35,1
RL,明記,"G/F, 11 SAN HONG STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12750991719196,22.50543366302989,1365.0,12,0,0,0,0,0,0,2,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,0
RL,杜記,"G/F, 15 SAN KIN STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12760915892552,22.50575607293554,1365.0,10,0,0,0,0,0,0,4,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,1
RL,協成,"TEMPORARY STRUCTURE AT NO 103, LAI TAU TSUI, CHIU KENG, SHEUNG SHUI, NEW TERRITORIES",,114.12701682600004,22.504391042000066,1364.0,15,2,0,0,2,2,0,3,4,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,勝記粥麵美食,"SHOP NO 8 & 9, G/F, SAN KAN BLDG, 28-30 SAN KAN STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12767311284676,22.50442238641177,1367.0,12,0,0,0,3,0,0,3,4,36.86181818181818,15790,2.876569037656904,0.3636363636363636,0.9454545454545454,0.4654545454545454,0.3138075313807531,0.35,1
RL,錦益,"DD 95, LOT 735, KWU TUNG, SHEUNG SHUI, NEW TERRITORIES",,114.12701682600004,22.504391042000066,1364.0,15,2,0,0,2,2,0,3,4,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,石頭吧,"G/F, 299 JOCKEY CLUB ROAD, FANLING, NEW TERRITORIES",,114.14025099675185,22.49574036919313,1384.0,1,0,0,4,0,0,0,0,1,38.60497529992943,24230,2.9337474120082816,0.4530698659139026,0.9576570218772054,0.4502470007057163,0.4989648033126294,0.36,1
RL,華樂,"G/F, 29 SAN FUNG AVENUE, SHEUNG SHUI, NEW TERRITORIES",#G#H,114.127148405708,22.50584441819501,1365.0,9,0,0,0,2,0,0,3,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,1
RL,Cafe De Coral,"G/F (PORTION), 140-140A SAN FUNG AVENUE, SHEUNG SHUI, NEW TERRITORIES",,114.12645958090502,22.50338080921368,1364.0,4,3,0,0,5,2,0,1,3,40.01342147435898,15000,2.8493150684931505,0.4543269230769231,0.9655448717948718,0.5256410256410257,0.4200913242009132,0.342,1
RL,Fairwood,"STALL NO 1-6, COOKED FOOD CENTRE, TIN PING ESTATE, SHEUNG SHUI, NEW TERRITORIES",,114.13309915031856,22.50328654911021,1372.0,3,1,0,3,3,1,0,1,0,51.58775626083319,23180,2.758160237388724,0.4885541808618732,0.9813519813519812,0.4763014763014763,0.86630398944939,0.089,1
RL,新蘭芳,"DD 76, 1836B, LING TSUI VILLAGE, MA MEI HA, FANLING, NEW TERRITORIES",,114.14248132000012,22.496935979000057,1387.0,10,0,0,1,5,0,0,1,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,特適,"G/F, 148C JOCKEY CLUB ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.12974134745532,22.50474236556549,1366.0,45,0,0,0,5,0,0,6,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,合成茶餐廳,"G/F, 14 SAN SHING AVENUE, SHEUNG SHUI, NEW TERRITORIES",,114.12761871429512,22.506003129531635,1365.0,9,0,0,0,0,0,0,5,0,50.14505231037489,18630,2.740740740740741,0.3796861377506539,0.983435047951177,0.4847428073234525,0.3548387096774194,0.284,1
RL,鴻運餐廳小廚,"SHOP NO 16-19, G/F, COMMERCIAL COMPLEX, TSUI LAI GARDEN, SHEUNG SHUI, NEW TERRITORIES",,114.12894911600006,22.50819375100008,1374.0,0,1,0,3,1,0,0,0,0,51.42719003885553,30290,2.909558067831449,0.5317908866125044,0.9890498057223596,0.4318262098198516,0.868448098663926,0.245,1
RL,福滿庭酒家,"SHOP 73-80 & 83, G/F, FLORA PLAZA, 88 PAK WO ROAD, FSSTL 113, FANLING, NEW TERRITORIES",,114.14104836720088,22.485950096736644,1408.0,18,1,0,0,3,0,0,0,0,37.70187969924813,36480,2.619141394249705,0.5129323308270677,0.9586466165413534,0.4658646616541353,0.7814100039385585,0.325,1
RL,TSUKIJI RYOURI,"BLOCK A, G/F, NO.10, FU HING STREET, SHEK WU HUI, SHEUNG SHUI, NEW TERRITORIES",#G#H,114.12910742411816,22.5044762820492,1366.0,48,0,0,0,3,0,0,6,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,Pisces Restaurant,"SHOP 1037-1038, SHEUNG SHUI CENTRE, 3 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.12964168662654,22.50085643143433,1369.0,11,1,0,3,5,0,0,0,0,49.413655886811526,25630,2.614266842800528,0.4070237493683679,0.9684183931278424,0.4373420919656392,0.6611624834874504,0.485,1
RL,Yoshinoya,"SHOP NOS. 20 & 21, LEVEL 2, FANLING TOWN CENTRE, FANLING, NEW TERRITORIES",,114.13936,22.492410000000064,1379.0,11,3,5,0,0,1,0,0,0,48.95919243986255,34260,2.631103074141049,0.4879725085910653,0.981786941580756,0.4965635738831615,0.798372513562387,0.192,1
RL,Fairwood Fast Food,"SHOP NO. 51B, 52C, 86-88 ON LEVEL 2, FANLING TOWN CENTRE, FANLING, NEW TERRITORIES",,114.13936,22.492410000000064,1379.0,11,3,5,0,0,1,0,0,0,48.95919243986255,34260,2.631103074141049,0.4879725085910653,0.981786941580756,0.4965635738831615,0.798372513562387,0.192,1
RL,Tao Heung,"G/F, SHOP 13-18 27,28 AND 30 AVON PARK SHOPPING ARCADE, 15 YAT MING ROAD, FANLING, NEW TERRITORIES",,114.14253000000008,22.487450000000024,1405.0,2,0,0,2,0,1,0,0,0,38.06342733873514,36390,2.5642201834862384,0.5383563085341471,0.954645901294328,0.4576449542249816,0.7671343766864543,0.275,1
RL,德記茶餐廳,"SHOP NOS. 11, 12, 13, 14, 15 & 16, G/F, COMMERCIAL COMPLEX, WING FOK CENTRE, NO. 1 LUEN CHIT STREET, FANLING, NEW TERRITORIES",,114.14157416398712,22.50112678972125,1383.0,4,2,0,6,6,1,0,0,0,50.74720554750569,32650,3.013724266999376,0.5330159387290416,0.9660525771061892,0.4568412336990271,0.9588271990018716,0.288,1
RL,金味小廚茶餐廳,"G/F, 37 WO TAI STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.1419790937295,22.49955359031425,1389.0,29,0,0,3,2,1,0,1,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,庭軒一敘,"G/F, HOP FUNG BUILDING, 52 WO FUNG STREET, LUEN WO HUI, FANLING, NEW TERRITORIES",#F#G#H,114.1430869298722,22.49906006385528,1387.0,50,0,0,0,2,1,0,2,0,36.66960623461854,21930,2.5853658536585367,0.5094339622641509,0.9786710418375718,0.4811320754716981,0.3711558854718982,0.418,1
RL,Yashinoya,"SHOP SHS 10, MTR SHEUNG SHUI STATION, SHEUNG SHUI, NEW TERRITORIES",,114.12794000000008,22.50126000000006,1395.0,0,3,12,1,3,1,0,0,0,53.22959685349066,26240,2.534053156146179,0.4844313339888561,0.9537856440511308,0.4490331039003605,0.9003322259136213,0.399,1
RL,海山樓,"G/F & 1/F, 4 CHUNG YING STREET, 9 CHE PING STREET, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.2256649370425,22.546095700257496,1438.0,3,0,0,0,1,1,0,0,0,38.48559077809799,20890,2.997840172786177,0.4438040345821326,0.9711815561959656,0.4578530259365994,0.4028077753779697,0.187,1
RL,海山樓,"G/F & 1/F, 4 CHUNG YING STREET, 9 CHE PING STREET, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.2256649370425,22.546095700257496,1438.0,3,0,0,0,1,1,0,0,0,38.48559077809799,20890,2.997840172786177,0.4438040345821326,0.9711815561959656,0.4578530259365994,0.4028077753779697,0.187,1
RL,海山樓,"G/F & 1/F, 4 CHUNG YING STREET, 9 CHE PING STREET, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.2256649370425,22.546095700257496,1438.0,3,0,0,0,1,1,0,0,0,38.48559077809799,20890,2.997840172786177,0.4438040345821326,0.9711815561959656,0.4578530259365994,0.4028077753779697,0.187,1
RL,海山樓,"G/F & 1/F, 4 CHUNG YING STREET, 9 CHE PING STREET, SHA TAU KOK, FANLING, NEW TERRITORIES",,114.2256649370425,22.546095700257496,1438.0,3,0,0,0,1,1,0,0,0,38.48559077809799,20890,2.997840172786177,0.4438040345821326,0.9711815561959656,0.4578530259365994,0.4028077753779697,0.187,1
RL,Roxy Restaurant,"G/F, 19 LUEN HING STREET, FANLING, NEW TERRITORIES",,114.14193911205138,22.49856435810149,1389.0,30,0,0,1,2,1,0,0,0,36.304039059032405,15040,2.327479338842976,0.3936972924988903,0.9871282734132268,0.4997780736795384,0.2045454545454545,0.385,1
RL,PIZZA HUT,"SHOP 56A, G/F, UNION PLAZA, 9 WO MUK ROAD, LUEN WO HUI, FANLING, NEW TERRITORIES",,114.14149000000008,22.500280000000032,1385.0,9,1,0,6,8,1,0,0,0,35.90629984051037,41380,2.957547169811321,0.5215311004784688,0.9625199362041468,0.492822966507177,0.375,0.046,1
RL,樂樂冰室,"G/F, 23 SAN CHEUNG STREET, SHEUNG SHUI, NEW TERRITORIES",,114.12940548459504,22.50374160823587,1366.0,37,0,0,3,3,1,0,1,0,38.63044914134743,14580,2.329230769230769,0.4438573315719947,0.9887714663143988,0.5191545574636723,0.4153846153846154,0.389,1
RL,小廚知味,"SHOP 3A, G/F, SUNNINGDALE GARDEN, 8 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13270912791262,22.50157492817453,1370.0,4,0,0,1,3,0,0,0,0,52.27637130801688,30140,2.7068527918781724,0.5199249882794187,0.9845288326300984,0.4519456165025785,0.9467005076142132,,1
RL,富園特色粥麵餐廳,"SHOP CX 14, G/F, CHING HO SHOPPING CENTRE, PHASE 1A, CHING HO ESTATE, SHEUNG SHUI, NEW TERRITORIES",,114.12718218477778,22.494253419569816,1401.0,1,2,0,0,0,1,0,0,0,38.51904890570116,17000,2.652286082843629,0.4593353147797892,0.9916238854363686,0.5026209132666847,0.0,0.109,1
RL,CABLE CAR RESTAURANT,"SHOP 20-21, 3/F, CHOI YUEN SHOPPING CENTRE, CHOI YUEN ESTATE, SHEUNG SHUI, NEW TERRITORIES",,114.12650000000008,22.50016000000005,1396.0,14,1,0,2,3,1,0,0,0,51.57234006591735,14850,2.430772391125719,0.4089410969323079,0.9866475111974984,0.4479844502662047,0.0,0.092,1
RL,富金海鮮酒家,"SHOP CX15, G/F, CHING HO SHOPPING CENTRE, CHING HO ESTATE, SHEUNG SHUI, NEW TERRITORIES",,114.12718218477778,22.494253419569816,1401.0,1,2,0,0,0,1,0,0,0,38.51904890570116,17000,2.652286082843629,0.4593353147797892,0.9916238854363686,0.5026209132666847,0.0,0.109,1
RL,好運燒臘茶餐廳,"SHOP 1, G/F, PO CHEUNG BUILDING, 49 LUEN ON STREET, LUEN WO MARKET, FANLING, NEW TERRITORIES",,114.14291778306614,22.50003999215552,1388.0,23,2,0,1,3,0,0,1,0,50.74149507609668,15040,2.135755258126195,0.3939122649955237,0.9239033124440466,0.4798567591763653,0.3518164435946462,0.4,1
RL,潮州王牛什粉麵,"G/F, AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE OF, 75 LUEN WO ROAD, LUEN WO HUI, FANLING, NEW TERRITORIES",#A,114.14402084152402,22.499159808503062,1388.0,25,0,0,0,5,1,0,2,0,50.74149507609668,15040,2.135755258126195,0.3939122649955237,0.9239033124440466,0.4798567591763653,0.3518164435946462,0.4,1
RL,回味餐廳,"SHOP 5E, G/F, SHOPPING CENTRE, SUNNINGDALE GARDEN, 8 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",,114.13270912791262,22.50157492817453,1370.0,4,0,0,1,3,0,0,0,0,52.27637130801688,30140,2.7068527918781724,0.5199249882794187,0.9845288326300984,0.4519456165025785,0.9467005076142132,,0
