TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio
RR,LO YAU KEE,"SHOP 44 & 49, 1/F, WALDORF CENTRE, 170-184 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1196076740074,22.3721366128687,1002,6,1,0,0,1,3,0,0,0,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,EUROPA TEA FOUNDRY,"UNIT 118, 1/F, THE MILLS, 45 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES",[],114.11017236956872,22.374950355093432,988,15,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,VICI,"SHOP B, G/F & C/L, STAGE 6, TAK YAN HOUSE, 325-331 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11856801906532,22.36890528461379,1013,6,0,0,9,0,0,0,2,0,35.807063851181496,17250,2.4616336633663365,0.4072398190045249,0.918552036199095,0.48366013071895425,0.2264851485148515,0.365
RR,Comebuy Tea,"OPEN CAFE C, LEVEL 4, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11080629290586,22.37086882925168,998,31,1,0,3,4,1,0,0,0,49.816964285714285,39130,2.966887417218543,0.5416666666666666,0.9553571428571429,0.5379464285714286,0.8013245033112583,0.214
RR,JULY COFFEE & CO.,"G/F, 92 SHAM TSENG VILLAGE , CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",[],114.0593100000001,22.366900000000044,1064,3,2,0,0,1,1,0,0,0,49.12039624079248,46560,2.9646084337349397,0.539497078994158,0.9283718567437135,0.4699009398018796,0.891566265060241,0.343
RR,XOLO,"FRONT PORTION OF G/F, 67 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11531022475816,22.368458529174543,999,7,1,0,2,4,1,0,0,3,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,Pacific Coffee Company,"SHOP 108 AND LICENCE AREA  A, LEVEL 1, NINA MALL 1, 8 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11295155720455,22.36877188662476,1014,6,2,0,0,2,0,0,0,2,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,THE LITTLE TURTLE,"SHOP S46, UG/F, TSUEN WAN CENTRE, 87-105 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.1072735721745,22.37821766286073,979,3,1,0,4,2,0,0,1,0,39.093134524834184,31900,2.6611425491781193,0.5120247076097413,0.9548883600830338,0.4730899701280948,0.7631366208569119,0.325
RR,Espresso Alchemy,"SHOP NO. G02, G/F, NINA MALL I, NO. 8 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11295155720455,22.36877188662476,1014,6,2,0,0,2,0,0,0,2,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,MEET FRESH,"SHOP NO. G46, G/F, CITYWALK, 1 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11340761655634,22.369975905106383,999,26,0,0,0,1,0,0,0,0,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,One Small Step,"PORTION OF A & B, 9/F , CHAU'S COMMERCIAL CENTRE, 282-284 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11648142808885,22.369606808000057,999,8,3,0,0,6,2,0,0,10,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,SUN KEE CAFE,"SHOP D, G/F, TSUEN KING BUILDING, 83-93 HOI PA STREET, 3-5 TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990,26,0,0,3,5,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,日全食,"SHOP NO. 109, PODIUM FLOOR,  PODIUM B, RIVIERA GARDENS, NOS. 2-12 YI HONG STREET, TSUEN WAN, NEW TERRITORIES",[],114.112804873899,22.360936106350707,1008,0,0,0,2,3,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RR,EMPEROR CINEMAS,"SHOPS 109, 120 & 121, 1/F, CITYWALK 2, 18 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11452190676448,22.36796009930221,1014,12,0,0,0,5,1,0,0,1,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,Starbucks Coffee,"SEATING AREA IN FRONT OF SHOP G17 & SHOP G17, G/F, OP MALL, 100 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11016490967484,22.367655375212266,1012,25,4,10,0,0,1,0,0,0,35.66749758764876,70000,2.9722753346080304,0.5918301704728208,0.864425860405275,0.4630106143454487,0.6376673040152964,0.347
RR,千味手工餃子,"SHOP NO. G021-G022, G/F, KOLOUR‧TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",[],114.11759387427828,22.37057868967325,1005,20,2,0,0,5,0,0,0,3,53.18856655290102,19040,3.7684887459807075,0.3250853242320819,0.9223549488054608,0.4641638225255973,0.3247588424437299,0.3
RR,milksha,"SHOP NO. 111, 1/F, NINA MALL 2, NO. 98 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11140668863032,22.368845563553663,1010,18,4,0,0,0,0,0,0,0,35.68124456048738,61910,2.7820823244552058,0.5883376849434291,0.9347258485639687,0.448651000870322,0.7263922518159807,0.399
RR,NO. 7 NOODLE HOUSE,"SHOP 7-10, G/F, CHEONG ON BUILDING, TSUEN CHEONG CENTRE, 186-200 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1199242109991,22.371355859735687,1002,12,0,0,0,1,0,0,0,1,51.67946058091286,30150,3.055790363482671,0.49017980636237896,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448
RR,潮龍園,"G/F, NO. 47 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",[],114.11754182265958,22.37166443950109,993,11,7,0,0,2,2,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RR,MILK TOP,"SHOP NO. 110, 1/F, NINA  MALL 2, NO. 98 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11140668863032,22.368845563553663,1010,18,4,0,0,0,0,0,0,0,35.68124456048738,61910,2.7820823244552058,0.5883376849434291,0.9347258485639687,0.448651000870322,0.7263922518159807,0.399
RR,DIFF. CAFE COMPANY LIMITED,"SHOP D, G/F & COCKLOFT, KA WAH BUILDING, NO. 16-22 HEUNG WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.1109840730722,22.371931025931573,997,16,0,0,1,0,0,0,1,0,36.811619718309856,21300,2.837162837162837,0.4524647887323944,0.9846830985915493,0.47746478873239434,0.4125874125874126,0.282
RR,HABITŪ,"SHOP NO. G21, G/F, OP MALL, 100 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11016490967484,22.367655375212266,1012,25,4,10,0,0,1,0,0,0,35.66749758764876,70000,2.9722753346080304,0.5918301704728208,0.864425860405275,0.4630106143454487,0.6376673040152964,0.347
RR,美食軒,"SHOP NO. 24, 1/F, RIVIERA MARKET, TOWER 16-19, PODIUM D, RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES",[],114.1136727371666,22.36340260956819,1008,12,1,0,2,1,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RR,侍元拉麵,"SHOP NOS. G32, G/F, OP MALL, 100 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11016490967484,22.367655375212266,1012,25,4,10,0,0,1,0,0,0,35.66749758764876,70000,2.9722753346080304,0.5918301704728208,0.864425860405275,0.4630106143454487,0.6376673040152964,0.347
RR,小方糖,"SHOP A, G/F, TSUEN KING BUILDING, NOS. 83-89 HOI PA STREET, NOS. 3-5 TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990,26,0,0,3,5,1,0,0,6,49.59867629362214,21140,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316
RR,Hoi Hoi Pancake House,"SHOP 117, 1/F, CITYWALK, 1 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11340761655634,22.369975905106383,999,26,0,0,0,1,0,0,0,0,37.50052410901468,23520,2.846911369740376,0.509748427672956,0.9410901467505242,0.4329140461215933,0.41539838854073413,0.312
RR,No Record,"PORTION OF UNIT 115, 1/F, THE MILLS, NO. 45 PAK TIN PAR STREET, TSUEN WAN, NEW TERRITORIES",[],114.11017236956872,22.374950355093432,988,15,0,0,0,0,0,0,0,0,36.55153917910448,14630,2.977777777777778,0.4216417910447761,0.9169776119402985,0.5,0.17222222222222222,0.211
RR,NINA PATISSERIE,"PORTION A OF G/F AND ADJACENT SEATING AREA, TOWER 2, NINA HOTEL TSUEN WAN WEST, 8 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11354725906324,22.368507018484408,1014,3,1,0,0,7,0,0,0,2,37.40216787103947,60500,2.669139465875371,0.6281267370761534,0.896609227348527,0.44691495275152865,0.7752225519287834,0.32
RR,Life Toast,"SHOP NO. 1005, 1/F, OP MALL, 100 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11016490967484,22.367655375212266,1012,25,4,10,0,0,1,0,0,0,35.66749758764876,70000,2.9722753346080304,0.5918301704728208,0.864425860405275,0.4630106143454487,0.6376673040152964,0.347
RR,NIOMON SARYO,"SHOP NOS. G22 & G23, G/F, OP MALL, 100 TAI HO ROAD, TSUEN WAN, NEW TERRITORIES",[],114.11016490967484,22.367655375212266,1012,25,4,10,0,0,1,0,0,0,35.66749758764876,70000,2.9722753346080304,0.5918301704728208,0.864425860405275,0.4630106143454487,0.6376673040152964,0.347
RR,No Record,"G/F, 335 MA WAN MAIN STREET VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05940687007244,22.35328418312281,1742,0,1,0,0,2,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,No Record,"G/F, 335 MA WAN MAIN STREET VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05940687007244,22.35328418312281,1742,0,1,0,0,2,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,No Record,"G/F, 335 MA WAN MAIN STREET VILLAGE NORTH, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.05940687007244,22.35328418312281,1742,0,1,0,0,2,0,0,0,0,37.75284512617516,40280,2.764705882352941,0.5556655121227115,0.731321128154379,0.4715487382483919,0.4774281805745554,0.339
RR,No Record,"PORTION A OF SHOP D101, G/F, PODIUM D OF RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES",[],114.1134657548984,22.36310471386344,1008,12,2,0,1,2,0,0,0,0,49.34173783996608,42630,3.0197548929943294,0.5439457265733842,0.9420316191168454,0.4377006481313223,0.7987927565392354,0.192
RR,MAN HUNG KEE,"G/F, 32 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",[],114.11760393256208,22.371861539954253,993,12,7,0,0,2,2,0,0,3,39.74262339055794,18530,2.341708542713568,0.43508583690987124,0.9721030042918455,0.47585836909871243,0.49120603015075376,0.324
RR,海景餐廳,"NO. 10, YAT KING HOUSE, LAI KING ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12679251009916,22.349979827343475,1055,1,0,0,0,9,0,0,0,0,52.87786864725027,18500,2.602171552660152,0.44170908787448887,0.941166652758074,0.45497788533756156,0.10206297502714441,0.103
RR,新香冰室,"G/F., 58 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13996835897676,22.36911692766897,1041,4,0,0,1,7,0,0,5,3,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,俊記麵家,"16B, G/F, KAM PUI BUILDING, SHEK MAN PATH, TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.135996426519,22.365009459836884,1041,6,0,0,2,9,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,創記小食店,"10A, G/F, KING PO BUILDING, 19 SHING FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12774134153858,22.35957995632644,1033,3,1,0,0,5,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RR,好輝煌餐廳,"18B SHEK MAN PATH, TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13816269706804,22.365377977593088,1045,6,0,0,3,11,0,0,3,0,51.36833505331957,18990,2.6728576682603897,0.4505675954592363,0.9647746818025456,0.48572411420708633,0.11658698050753953,0.117
RR,祥裕茶餐廳,"FLAT I, G/F, WANG WAH MANSION, DD 443, LOT 465, TEXACO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12273742916187,22.368499977685744,1023,4,0,0,6,1,0,0,1,0,37.62180008126778,23190,2.793416572077185,0.4550995530272247,0.9861844778545307,0.48760666395774077,0.4108967082860386,0.284
RR,ELEPHANT KITCHEN,"SHOP NO. 3, L/G, KWAI PO BUILDING, 102-116 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13812769303944,22.370775664397883,1041,9,1,0,1,9,1,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,安業快餐店,"SHOP NO. 23A, G/F, TAK CHEONG BUILDING, 1001 KWAI CHUNG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13326836849252,22.367191897876182,1026,10,0,0,0,3,1,0,5,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,太香麵家,"SHOP 3, G/F., VICTORY GARDEN, 153 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13878827082868,22.3666811885157,1041,7,0,0,1,7,0,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,洪發,"SHOP NO. 4A, G/F, CHEONG LEE BUILDING, 11-13 KWONG FAI CIRCUIT, KWAI CHUNG, NEW TERRITORIES",[],114.13258960197334,22.367587230339453,1026,14,0,0,3,4,1,0,6,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,為食來車仔麵,"SHOP 34, G/F, YEE FAT BUILDING, 186-218 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13600884470048,22.365436526642387,1046,6,0,0,2,7,0,0,6,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RR,新苑記牛腩粉麵專家,"G/F, 119D WO TONG TSUI STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13273217814634,22.36730945406822,1026,12,0,0,0,4,1,0,9,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,雲南小鍋米線,"SHOP 5, LG/F, KWAI PO BUILDING, 112 LEI MUK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13812769303944,22.370775664397883,1041,9,1,0,1,9,1,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,有口福,"SHOP NO. 2, G/F, VICTORY GARDEN, 153 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13878827082868,22.3666811885157,1041,7,0,0,1,7,0,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,金輝麵食,"G/F, 82 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13933904568631,22.367426130160425,1041,5,0,0,3,3,0,0,4,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,一嵐,"SHOP NO. 24, G/F, TAK CHEONG BUILDING, 1001 KWAI CHUNG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13326836849252,22.367191897876182,1026,10,0,0,0,3,1,0,5,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,AMPORN THAI FOOD,"SHOP NO. 6, G/F, PO SING CENTRE, 5-27 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13576860639068,22.366414266809088,1046,3,0,0,0,2,0,0,0,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RR,一品香,"SHOP NO. A08, G/F, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RR,小雨天,"2/F, SHOP C33A, C35 ,C36 AND C37, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RR,八方雲集鍋貼水餃專門店,"UNIT 10-11, 1/F., SUN KWAI HING SHOPPING ARCADE, 166-174 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13156189682502,22.363058278506188,1029,5,3,6,3,3,6,0,0,0,49.30263783269962,40090,2.8128342245989306,0.5175855513307985,0.9591254752851711,0.44866920152091255,0.8516042780748663,0.4
RR,富國雲吞麵,"SHOP B, G/F., YAU MING BUILDING, TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13840111072102,22.36572255024953,1041,6,1,0,1,11,2,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,地道館,"SHOP NO. A09, G/F, KWAI CHUNG PLAZA, KWAI CHUNG, NEW TERRITORIES",[],114.12762000000008,22.357830000000035,1035,2,6,3,1,2,4,0,0,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RR,翠苑牛雜粉麵專家,"SHOP NO. 4, G/F, CHEONG FAT BUILDING, 21 KWONG FAI CIRCUIT, KWAI CHUNG, NEW TERRITORIES",[],114.13256780902508,22.36794551479069,1026,7,0,0,3,4,1,0,6,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,鄧媽媽,"2/F, SHOP NOS. C39A(1) & C41, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RR,街粥,"SHOP NO. 4, G/F, KWAI DAO BUILDING, 129-137 & 141-151, TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.13883303019162,22.366393395870176,1041,8,1,0,1,6,2,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,棠記,"G/F., KWAI FOOK BUILDING, 19 LAI FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12678010488249,22.35956344397718,1033,17,1,0,2,7,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RR,潘記麵家,"SHOP 7A & 13A, G/F, KWAI PO BUILDING, 135-147 SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13812769303944,22.370775664397883,1041,9,1,0,1,9,1,0,3,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,麥呂號冰廳,"SHOP 19B, G/F, 5-11, KWAI FUNG HOUSE, PING LAI PATH, KWAI CHUNG, NEW TERRITORIES",[],114.1353288079311,22.367541046052963,1046,10,0,0,0,1,0,0,1,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RR,珍味泉,"SHOP A15 & A16, G/F, KWAI CHUNG CENTRE ARCADE, 100 KWAI HING ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13174000000004,22.36388000000005,1029,4,3,3,1,5,4,0,0,0,49.30263783269962,40090,2.8128342245989306,0.5175855513307985,0.9591254752851711,0.44866920152091255,0.8516042780748663,0.4
RR,德寳美食,"SHOP NO. 13, G/F, PO KAI MANSION, 410 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13591420004884,22.36515283229069,1041,8,0,0,2,9,0,0,6,0,49.80904607278519,22430,2.959564823209429,0.4419188824898909,0.9620144590123759,0.4818037005268962,0.5309156844968268,0.323
RR,Bar Pacific,"SHOP NOS. C, D & E, G/F, YAU SHING BUILDNG, 501-503&  507-511 CASTLE PEAK ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.13363557967062,22.36869418638232,1026,5,0,0,3,3,0,0,4,0,40.080427446569175,19910,2.9423167848699765,0.475976217258557,0.9389362044030211,0.4456050136590069,0.5839243498817966,0.325
RR,百味川,"SHOP A13A, G/F, KWAI CHUNG PLAZA, 7-11 KWAI FOO ROAD, KWAI CHUNG, NEW TERRITORIES",[],114.12717346759848,22.358296686950283,1035,14,0,0,0,1,2,0,2,0,52.04620410703174,31870,2.634426229508197,0.5059116365899191,0.9464841319228375,0.4268823895457374,0.8639344262295082,1.0
RR,Star Kitchen,"SHOP NO. 4, G/F, KWAI FOOK BUILDING, 5-23 LAI FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.12678010488249,22.35956344397718,1033,17,1,0,2,7,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RR,滋味棧,"SHOP F2, G/F, TAK TAI BUILDING, 8 TAK TAI PATH, KWAI CHUNG, NEW TERRITORIES",[],114.12310640053964,22.36905955354173,1023,9,0,0,1,4,0,0,1,0,37.62180008126778,23190,2.793416572077185,0.4550995530272247,0.9861844778545307,0.48760666395774077,0.4108967082860386,0.284
RR,T & TEA FOOD,"SHOP 104, 1/F, THE HOUSEHOLD CENTRE, 8 KING LAI PATH, KWAI CHUNG, NEW TERRITORIES",[],114.1443716464368,22.343671709816807,1043,0,0,0,0,0,0,0,0,0,50.72647456100856,44320,3.035535307517084,0.5060783430886988,0.8832357796788234,0.4274350892991145,0.7457858769931663,0.454
RR,Bar Pacific,"SHOP D, G/F AND C/L, KWAI LOK BUILDING, 77-85 WING FONG ROAD, KWAI FONG, KWAI CHUNG, NEW TERRITORIES",[],114.12688655505276,22.36043872421628,1033,5,0,0,3,6,0,0,1,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RR,喜洋洋,"SHOP NO. 5, G/F, KWAI SHING EAST SHOPPING CENTRE, KWAI SHING EAST ESTATE, KWAI CHUNG, NEW TERRITORIES",[],114.12731000000008,22.364640000000065,1031,6,1,0,1,3,1,0,2,0,50.7336359292881,19040,2.7654381084840054,0.43780018608393895,0.9638142178187945,0.46136243619081146,0.021001390820584144,0.124
RR,潮汕錦豐粉麵,"SHOP 5, 1/F, PO SING CENTRE, 1-25 TA CHUEN PING STREET, KWAI CHUNG, NEW TERRITORIES",[],114.135951499518,22.36611209919961,1046,4,0,0,1,7,0,0,3,0,38.880566657151014,20050,2.5569343065693433,0.5047102483585498,0.9521838424207821,0.47830431059092204,0.5109489051094891,0.323
RR,譚仔雲南米線,"MINOR PORTION OF M/F & G/F, KWAI FUNG BUILDING, 198-200 HING FONG ROAD, KWAI FONG, KWAI CHUNG, NEW TERRITORIES",[],114.1274060654116,22.359146737660826,1033,8,1,0,0,5,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
RR,川味美食,"SHOP 2, G/F, FOON TAK BUILDING, 1 LAI FONG STREET, 38-44 SHING FONG STREET, KWAI CHUNG, NEW TERRITORIES",[],114.1269546999256,22.35932543983651,1033,16,1,0,0,7,0,0,3,0,39.21996215704825,26040,2.7200205867215645,0.49441816461684013,0.9581835383159887,0.44295175023651845,0.6181163149768399,0.349
