TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE,lat,lng,census_subnit
RL,92,2292000010,東江,"290, G/F., 290-292, M/F, SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36932735534819,114.117078387233,[1006]
RL,92,2292000047,海蓮,"15-16, WING KA HOUSE, FUK LOI ESTATE, G/F., TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.373866994108013,114.1124345614167,[989]
RL,92,2292000056,裕記,"NO. 9 SAN TSUEN MAIN STREET, G/F & 1/F, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.353245961644333,114.10051331580638,[1072]
RL,92,2292000065,能記飯店,"13 MAIN STREET, SAN TSUEN, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37008224800008,114.05948684100008,[1061]
RL,92,2292000074,圓玄學院,"YUEN YUEN INSTITUTE, LO WAI, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.383020000000045,114.12272000000009,[973]
RL,92,2292000092,都好,"NO. 12-14 HOI PA STREET, G/F, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.3738310357434,114.11179569275669,[991]
RL,92,2292000108,新記粥粉麵,"16 HOI PA STREET, G/F & C/L, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37378950341315,114.11188973771031,[991]
RL,92,2292000117,莎樂美,"NO. 294 SHA TSUI ROAD, G/F & M/F, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36930552049041,114.1171164410734,[1006]
RL,92,2292000135,Ho Choi Seafood Restaurant,"NO. 43-59, 1F AND NO. 59, G/F (PORTION), HEUNG WO STREET, TSUEN WAN, NEW TERRITORIES",#G,2022-06-30,22.37172110116656,114.11213800968238,[997]
RL,92,2292000214,寶星咖啡餐廳,"NO. 12, WING TAI HOUSE G/F., FUK LOI ESTATE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37310520483792,114.1138445651689,[989]
RL,92,2292000232,鴻記點心茶樓,"NO.49, PHASE I, G/F., SHAM TSENG VILLAGE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.367501860655608,114.0587738687446,[1061]
RL,92,2292000241,金坊泰國菜,"SHOP A, G/F, TSUEN FAT BUILDING, TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.372521824376904,114.11547233076556,[990]
RL,92,2292000250,金坊泰國美食,"7-11 TSUEN HING PATH, G/F., TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.3723882587498,114.11539555253243,[990]
RL,92,2292000278,MCDONALD'S,"NO. 10-16 MARKET STREET, G/F & M/F,22 CHUEN LUNG STREET ON G/F & WHOLE 1/F OF TWTL 81, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37172801623668,114.11667546914737,[995]
RL,92,2292000287,彩龍,"NO.2, CHUEN LUNG TSUEN, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.39506646170983,114.10856488817768,[970]
RL,92,2292000296,聯發燒臘飯麵家,"17, MARKET STREET, G/F., & NO.14 CHUEN LUNG STREET, G/F., REAR PORTION, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37203684745917,114.11686238558816,[993]
RL,92,2292000302,彩龍船中西美食坊,"SHOP NO.6 &12, G/F, ALLWAY GARDENS, ON YUK ROAD, TWTL 236, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.378003755963032,114.10379351784457,[981]
RL,92,2292000311,灣岸餐廳,"FLAT C ON GROUND FLOOR, NO. 333-335 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36885998042713,114.11868796409976,[1013]
RL,92,2292000320,端記茶樓,"LOT 353 AND 354 IN D.D. 360, CHUEN LUNG VILLAGE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.39506440814354,114.10829792456155,[970]
RL,92,2292000454,彬記,"NO. 4, G/F & NO. 6A, G/F & C/L, TAI PEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37094001256439,114.11649001953958,[995]
RL,92,2292000542,新盛粉麵美食,"G/F & C/L, 54 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37109966686512,114.11550988169176,[995]
RL,92,2292000551,Good Taste Restaurant,"G/F, 65-67 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.370704963044588,114.11632569232783,[995]
RL,92,2292000612,獅子吧,"G/F, 180-182 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.371751485565568,114.112435315788,[997]
RL,92,2292000700,金溪海鮮火鍋,"SHOP NO. 6 & 7, CAR PARK BLOCK 1, SHEK WAI KOK ESTATE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36843032407036,114.1195904436147,[1000]
RL,92,2292000719,妙法齋,"79 G/F., HO PUI STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36832701711372,114.11654077196334,[1006]
RL,92,2292000782,誠信茶餐廳,"G/F., NO. 206 YAU MA HOM ROAD, KWAI CHUNG, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37133584415009,114.13358790537316,[1019]
RL,92,2292000816,冠華粥麵店,"SHOP NO. 7, G/F, SHEK FONG HOUSE, SHEK WAI KOK ESTATE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37466377782387,114.12404441932404,[1022]
RL,92,2292000825,Wedding Banquet Specialist,"4/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37376947066457,114.11634329432452,[1001]
RL,92,2292000843,MCDONALD'S,"SHOP NO. 1-9, 1A, 2B, 3A, 3B, 9A, 9B &9C, PODIUM A, G/F, WEALTHY GARDEN SHOPPING ARCADE, TEXACO ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36616023319632,114.12110254553826,[1000]
RL,92,2292000913,全記餐廳,"NO. 54, G/F, SHAM TSENG CHUNG KIN VILLAGE (SHAM TSENG RE-SITE VILLAGE) AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A,2022-06-30,22.374444478000044,114.10723583900004,[988]
RL,92,2292000922,陳記海鮮酒家,"G/F, NO. 63 SHAM TSENG VILLAGE AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT AND SHOP SIDE, TSUEN WAN, NEW TERRITORIES",#A,2022-06-30,22.367432626135383,114.0593405692183,[1061]
RL,92,2292000931,Cafe'de Coral,"SHOP NOS. 52-70, UPPER G/F, BLOCK 15-17, TSUEN WAN CENTRE, PHASE II, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37912722508382,114.18686074865371,[1614]
RL,92,2292000940,新裕記飯店有限公司,"G/F & 1/F, NO. 33-36 SHAM TSENG NEW VILLAGE MAIN STREET, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.370005786591207,114.0579454852538,[1061]
RL,92,2292000959,翠河餐廳,"SHOP A80-A84 & GA38, TSUEN FUNG CENTRE, 144-172 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.371670432561857,114.11858235211974,[994]
RL,92,2292000977,Tak Wah Restaurant,"G/F, NO. 10 TAK WAH STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.369381502442707,114.118150013554,[1013]
RL,92,2292001077,美景茶餐廳,"SHOP NO. 2 (MAJOR PORTION), 1/F, COMMERCIAL COMPLEX, CLAGUE GARDEN ESTATE, 28 HOI SHING ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37240435252833,114.10730135798732,[988]
RL,92,2292001110,大八方中國料理,"1/F, COMMERCIAL COMPLEX, HONG KONG GARDEN, TSING LUNG TAU, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36148172633792,114.04291153608028,[1067]
RL,92,2292001156,Holly Restaurant,"G/F TO 3/F, NO. 1 CHEONG TAI STREET, LO TAK COURT, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37249936087639,114.11579050781012,[990]
RL,92,2292001183,和食快餐,"SHOP NO.22-24, G/F, CHEONG NING BUILDING, TSUEN CHEONG CENTRE, SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",#G#H,2022-06-30,22.3709512652694,114.12033056566509,[1002]
RL,92,2292001217,德發粥店,"9B, G/F., SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.369787270375426,114.11763259867098,[1005]
RL,92,2292001244,Cafe' de Coral,"SHOP 201, ON 2/F., NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, 64-98 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37376947066457,114.11634329432452,[1001]
RL,92,2292001262,富都,"G/F, 75 & 77 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.36919500509705,114.11625059047536,[999]
RL,92,2292001323,Indian Curry Hot Pot Restaurant,"DD 390, LOT 257, SHAM TSENG VILLAGE AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT  AND SHOP SIDE, TSUEN WAN, NEW TERRITORIES",#A,2022-06-30,22.374444478000044,114.10723583900004,[988]
RL,92,2292001341,Tso Kung Tam Outdoor Recreation Centre,"PORTION OF 6/F, TSO KUNG TAM OUTDOOR RECREATION CENTRE, ROUTE TWISK, TSO KUNG TAM, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.38596547506096,114.10604579099736,[979]
RL,92,2292001369,滾得棧,"G/F, AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, NO.84, SHAM TSENG VILLAGE, TSUEN WAN, NEW TERRITORIES",#A,2022-06-30,22.36656388378077,114.05840104169135,[1061]
RL,92,2292001387,海王潮州樓(金富),"SHOP UG1-UG12, UG/F, & SHOP G9A, G/F., WATERSIDE PLAZA, 38 WING SHUN STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.363620000000022,114.11430000000009,[971]
RL,92,2292001439,Panda Hotel,"3/F (PORTION), 4/F (PORTION) AND 5/F (PORTION), PANDA HOTEL, TWTL 312, TSUEN WAN, NEW TERRITORIES",#F#G#H,2022-06-30,22.36910355853341,114.1206700327437,[996]
RL,92,2292001457,新香城,"SHOP NO.2, G/F, PHASE I, BELVEDERE GARDEN, 530 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.373147281991848,114.10258708247102,[982]
RL,92,2292001466,MCDONALD'S,"G/F,  AND COCKLOFT(PORTION), NO.266, 270, & 276, SHA TSUI ROAD AND, 1/F., NO.260-276 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.369764052503623,114.11628260934556,[999]
RL,92,2292001475,素食家,"SHOP 52 &55, 1/F, CHEONG ON BUILDING, TSUEN CHEONG CENTRE, 186-200 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.371355859735687,114.1199242109991,[1002]
RL,92,2292001518,福利來,"SHOP NO. S70 & S72, UPPER G/F, TSUEN WAN CENTRE, TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.37748013920033,114.1113827163872,[979]
RL,92,2292001536,KEDAI KOPI SEMUA SEMUA,"G/F., NO. 65 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-30,22.371259677396736,114.11184506216637,[997]
RL,92,2292001545,雲貴川風味,"SHOP 13, SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2023-01-03,22.369643269278868,114.11754618124922,[1005]
RL,92,2292001581,唯一麵家,"SHOP 2A, 1/F., FOU WAH CENTRE, 210 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-04-21,22.372918288397106,114.11831631051297,[1002]
RL,92,2292001606,歌德餐廳,"UNIT 1, 1/F, MUTUAL HOUSE, NO. 26 - 40 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-09-28,22.371039945804995,114.11778196418555,[1005]
RL,92,2292001615,漢都,"G/F, 162 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",,2023-01-11,22.36962290125416,114.12069031694938,[1004]
RL,92,2292001633,No Meat No Life,"G/F, NO. 53 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",,2022-05-14,22.371259677396736,114.11184506216637,[997]
RL,92,2292001679,桂香台式燒味茶餐廳,"G/F, NO. 62 HO PUI STREET, TSUEN WAN, NEW TERRITORIES",,2022-07-06,22.36855035292384,114.1155798705833,[999]
RL,92,2292001703,Cafe' de Coral,"1/F, CHEONG YIU MANSION, NOS. 163-174, CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2023-01-29,22.371670432561857,114.11858235211974,[994]
RL,92,2292001730,喜喜雞煲火鍋,"G/F, 87 SHAM TSENG TSUEN, CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",,2022-07-24,22.366759559310395,114.05847270696351,[1061]
RL,92,2292001749,3E小廚,"SHOP NO. 6, G/F, BLOCK B, JOYFUL BUILDING, TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",,2022-10-22,22.376640817325864,114.10590053261537,[977]
RL,92,2292001758,Pokka Cafe,"NO. 1-6, G/F, KOLOUR TSUEN WAN II, TWTL 301, TSUEN WAN, NEW TERRITORIES",#F,2022-12-22,22.37057868967325,114.11759387427828,[1005]
RL,92,2292001837,Ping Kee Restuarant,"G/F, 102 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-26,22.369277063929133,114.11668041447024,[1006]
RL,92,2292001864,新瑞丰,"SHOP 47-48, 1/F., MARKET, PODIUM D, RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES",,2022-10-27,22.36310471386344,114.1134657548984,[1008]
RL,92,2292001873,金莎堡,"SHOP NO. 121, PODIUM FLOOR, PODIUM A, TOWER 1-4, RIVIERA GARDENS, 1-7 YI HONG STREET, TSUEN WAN, NEW TERRITORIES",,2022-12-15,22.36328739782948,114.11395847523306,[1008]
RL,92,2292001891,MCDONALD'S,"SHOP NO. 6, G/F, TSUEN WAN CENTRE, PHASE II, 94-98 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",,2022-12-30,22.37899256980932,114.10734909312208,[979]
RL,92,2292001907,Maxim's Palace,"SHOP NO. G27, LUK YEUNG GALLERIA, 22-26 WAI TSUEN ROAD, TSUEN WAN, NEW TERRITORIES",#G,2023-01-12,22.373025744395804,114.11922893213074,[1003]
RL,92,2292002113,Delifrance,"SHOP NO. 36-37, LEVEL 1, DISCOVERY PARK SHOPPING CENTRE, 398 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-11-01,22.37610592617472,114.11182117374231,[978]
RL,92,2292002122,上海冰室,"G/F, 86 SHAM TSENG TSUEN, AND THE OUTSIDE SEATING AREA AT SHOP FRONT, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A#G#H,2022-11-24,22.36671689542324,114.05843507221827,[1061]
RL,92,2292002201,火狐爐端燒,"G/F., NGA CHI BUILDING, 12 SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2022-04-18,22.36968031729092,114.11757023731133,[1005]
RL,92,2292002256,傅記粥麵茶餐廳,"G/F, NO. 56 SHAM TSENG TSUEN, SHAM TSENG, AND THE OUTSIDE SEATING ACCOMMODATION AT FRONT, TSUEN WAN, NEW TERRITORIES",#A,2022-07-13,22.36726599390026,114.05898425451431,[1061]
RL,92,2292002265,Ciao Ristorante Italiano,"G/F, NO. 85 SHAM TSENG TSUEN AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, TSUEN WAN, NEW TERRITORIES",#A,2022-07-13,22.366606966763086,114.0584390955318,[1061]
RL,92,2292002274,Mei Chun Kok,"SHOP D1, G/F, TSUEN KAM CENTRE, 346-350 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-07-15,22.37438499291434,114.11426680127188,[978]
RL,92,2292002283,鴻輝記,"G/F, 8 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",,2022-07-26,22.372236881578445,114.11687981994676,[993]
RL,92,2292002308,MCDONALD'S,"SHOP NO. 324, PODIUM LEVEL, SHEK WAI KOK SHOPPING CENTRE, SHEK WAI KOK ESTATE, TSUEN WAN, NEW TERRITORIES",,2022-12-02,22.37938190500006,114.12529420600004,[973]
RL,92,2292002344,灶頭家,"G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, NO. 93 SHAM TSENG TSUEN, CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A,2023-01-17,22.36704965697929,114.05879138692228,[1061]
RL,92,2292002362,新港潮洲粉麵,"G/F., NO. 62 SHAM TSENG TSUEN  AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, TSUEN WAN, NEW TERRITORIES",#A,2023-01-18,22.367390381343384,114.05930259919694,[1061]
RL,92,2292002380,永騰潮州鹵水鵝店,"G/F, NO. 6 CHUEN LUNG STREET, TSUEN WAN, NEW TERRITORIES",,2023-03-19,22.372236881578445,114.11687981994676,[993]
RL,92,2292002414,Tao Heung Tea House,"SHOP 4A, 4/F, KOLOUR TSUEN WAN I, 68 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-07,22.37057868967325,114.11759387427828,[1005]
RL,92,2292002423,Wan Kwai Heung,"G/F, TSUEN ON HOUSE, 22 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",,2022-08-06,22.37266431673088,114.11531391279556,[990]
RL,92,2292002450,普洱,"SHOP NO.3, G/F, 59 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",,2022-10-24,22.371976330118244,114.1105037062012,[997]
RL,92,2292002539,Cafe' de Coral,"RESTAURANT UNIT ON PODIUM FLOOR, PODIUM A, RIVIERA GARDENS, 1-7 YI HONG STREET, TSUEN WAN, NEW TERRITORIES",,2023-03-05,22.363470000000063,114.11358000000008,[1008]
RL,92,2292002566,KFC,"SHOP NO. 302, 3/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2023-03-13,22.37376947066457,114.11634329432452,[1001]
RL,92,2292002575,McDonald's,"SHOP NO. 301, 3/F., NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2022-04-19,22.37376947066457,114.11634329432452,[1001]
RL,92,2292002636,Hon Wo Korean Restaurant,"9/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",#G#H,2022-07-19,22.370066220113102,114.1167183844916,[995]
RL,92,2292002706,Satay King,"2/F-3/F, CHAU HOP SHING BUILDING, 2-8 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",#D,2022-10-25,22.371896953495167,114.11831329302782,[994]
RL,92,2292002733,VERY GOOD JOYFUL BANQUET,"SHOP B, 5/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",,2023-02-10,22.37376947066457,114.11634329432452,[1001]
RL,92,2292002788,SOUP PLUS,"SHOP NO. 8, G/F, SMARTLAND, 16 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-27,22.368777081983136,114.12126410281586,[996]
RL,92,2292002858,KCAL,"G/F., NO. 88 SHAM TSENG RESITE VILLAGE AND THE OUTSIDE SEATING AREA AT SHOP FRONT, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A,2023-04-08,22.370309176000035,114.06104892500002,[1061]
RL,92,2292002919,肥仔記麵食,"G/F, NO. 246 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-06-13,22.37014890758793,114.11556989611852,[999]
RL,92,2292002928,CANAAN GOURMET,"NO. 79, G/F, SHAM TSENG VILLAGE, TSUEN WAN, NEW TERRITORIES",,2022-06-23,22.366995551794304,114.05853523596124,[1061]
RL,92,2292002964,深井陳記燒鵝魚蛋粉麵,"G/F, NO. 27 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",,2022-09-18,22.371826880784624,114.11722498671952,[993]
RL,92,2292003000,MO-IKKEN Cafe,"SHOP NOS. P6 & P7  ON LEVEL 1, PARK ISLAND-PIER, MA WAN, TSUEN WAN, NEW TERRITORIES",,2023-02-02,22.352853814304268,114.0643214313613,[1741]
RL,92,2292003091,山西刀削麵皇,"G/F, KWAN TAK BUILDING, 245 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",,2022-07-07,22.370199869559244,114.11620063433249,[995]
RL,92,2292003116,松板日本料理,"SHOP 108-109, G/F., HOI SAN MANSION AND HOI NGAN MANSION, RIVIERA GARDENS, TSUEN WAN, NEW TERRITORIES",#G#H,2022-08-01,22.36235474346316,114.11330602788983,[1008]
RL,92,2292003231,銀龍粉麵茶餐廳,"G/F, 22&20 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-12-08,22.37144902458948,114.11802830831988,[994]
RL,92,2292003310,VERY GOOD JOYFUL BANQUET,"SHOP A, 5/F, NAN FUNG CENTRE, 264-298 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",#G#H,2023-01-24,22.37376947066457,114.11634329432452,[1001]
RL,92,2292003356,惠比壽居食屋,"G/F, NO. 33 TIN LIU NEW VILLAGE, LOT NO. 593 IN MA WAN, TSUEN WAN, NEW TERRITORIES",#G#H,2023-02-24,22.351942575700548,114.05952304325046,[1742]
RL,92,2292003374,Rhine Garden Restaurant,"RESTAURANT A, SHOP A, B & C OF RHINE GARDEN AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, 38 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A,2022-09-14,22.368407190017592,114.06080966538786,[1063]
RL,92,2292800085,華記,"G/F, NO. 23 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",,2022-06-09,22.352654576465795,114.05887093118338,[1742]
RL,92,2292800094,Cafe de Coral,"SHOP NO. 104, LEI MUK SHUE SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES",,2022-06-13,22.378480000000025,114.13575000000004,[1018]
RL,92,2292800340,綠園茶餐廳,"SHOP NO. 103, 1/F, LEI MUK SHUE SHOPPING CENTRE, LEI MUK SHUE ESTATE, KWAI CHUNG, NEW TERRITORIES",,2022-08-11,22.3781367774951,114.13655155996634,[1018]
RL,92,2292800377,HK Diner,"RESTAURANT 3 ON G/F, HONG KONG GARDEN COMMERCIAL CENTRE, 100 CASTLE PEAK ROAD, TSING LUNG TAU, TSUEN WAN, NEW TERRITORIES",,2022-08-10,22.361802711320024,114.04011130986744,[1067]
RL,92,2292800401,金馬餐廳,"NO. 46, G/F, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",,2022-09-28,22.35237726119924,114.05952270797434,[1742]
RL,92,2292800474,FOOD JOURNEY,"G/F, NO. 13 TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",,2022-10-18,22.35225631033641,114.05887160173565,[1742]
RL,92,2292800492,LI MUK SHU RESTAURANT,"SHOP NO. 1, G/F., LEI MUK SHUE SHOPPING CENTRE, LEI MUK SHUE ESTATE, PHASE 3, TSUEN WAN, NEW TERRITORIES",,2022-11-04,22.3781367774951,114.13655155996634,[1018]
RL,92,2292800508,樂意茶餐廳,"G/F, LOT 504, TIN LIU NEW VILLAGE, MA WAN, TSUEN WAN, NEW TERRITORIES",,2022-11-14,22.35219257400007,114.05922999600013,[1742]
RL,92,2292800739,THAI chef,"SHOP G31-G32A, G/F, PANDA PLACE, PANDA HOTEL, NO. 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",#G#H,2023-02-05,22.36910355853341,114.1206700327437,[996]
RL,92,2292800748,馬灣輝記海鮮飯店有限公司,"G/F, 211 & 214 MAIN STREET VILLAGE CENTRAL, MA WAN ISLAND, TSUEN WAN, NEW TERRITORIES",,2023-03-02,22.351984066121275,114.05825284964322,[1742]
RL,92,2292800757,Captain Restaurant,"SHOP A, 2/F, JADE PLAZA, 298 SHA TSUI ROAD, TSUEN WAN, NEW TERRITORIES",#G#H,2023-03-22,22.36905431485225,114.11735867807516,[1006]
RL,92,2292800827,Olive Cafe & Bar,"SHOP NO. G4, G/F, GRAND CITY PLAZA, 1-17 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",#F,2022-05-08,22.37482169287969,114.11428612382817,[978]
RL,92,2292800863,新東記潮州粉麵專家,"FLAT 6 ON G/F, TAK YAN HOUSE STAGE 16, NOS. 53, 57, 59, 63, 65, 69, 71 AND 75 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",,2022-05-25,22.371259677396736,114.11184506216637,[997]
RL,92,2292800906,真味日本料理,"SHOP NO. 11, G/F, BRIGHTON PLACE, 23 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",#G#H,2022-06-21,22.372343289839264,114.11739421734468,[993]
RL,92,2292800924,MO-IKKEN CAFE,"GROUND FLOOR, NO. 34 TIN LIU NEW VILLAGE, LOT NO. 592 IN MA WAN, TSUEN WAN, NEW TERRITORIES",,2022-07-25,22.35200305113196,114.05952304325046,[1742]
RL,92,2292800942,雲米家,"G/F, NO. 17 SZE PEI SQUARE, TSUEN WAN, NEW TERRITORIES",,2022-09-17,22.36984468641218,114.117210402208,[1005]
RL,92,2292800988,Yin Yue,"(PORTION) 30/F, PANDA HOTEL, 3 TSUEN WAH STREET, TSUEN WAN, NEW TERRITORIES",,2022-10-19,22.36910355853341,114.1206700327437,[996]
RL,92,2292800997,四季餐廳,"SHOP 129, LEI MUK SHUE SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES",#G#H,2022-11-19,22.378480000000025,114.13575000000004,[1018]
RL,92,2292801006,兆和茶餐廳,"G/F, 36 SHIU WO STREET, TSUEN WAN, NEW TERRITORIES",,2022-12-10,22.371817157776945,114.11768397973742,[993]
RL,92,2292801033,PIZZA HUT,"SHOP NO. 1035 AND OPEN SEATING AREA,LEVEL 1, DISCOVERY PARK SHOPPING CENTRE, TSUEN WAN, NEW TERRITORIES",,2023-01-16,22.37610592617472,114.11182117374231,[978]
RL,92,2292801051,陳記花園燒鵝,"REAR PORTION, G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE, CHAN KEE COMMERCIAL CENTRE, 48 CASTLE PEAK ROAD, SHAM TSENG, TSUEN WAN, NEW TERRITORIES",#A,2023-03-01,22.36787175404274,114.05990307874043,[1061]
RL,92,2292801088,合利車仔麵,"G/F, NO. 7 TSO KUNG SQUARE, TSUEN WAN, NEW TERRITORIES",,2023-03-20,22.372847419405744,114.11169117042408,[991]
RL,92,2292801097,PIZZA HUT,"SHOP 1 & 2, G/F, BELVEDERE GARDEN SHOPPING CENTRE, BELVEDERE GARDEN, PHASE II, TSUEN WAN, NEW TERRITORIES",,2023-03-28,22.37160602264317,114.09999850751672,[982]
RL,92,2292801103,CO CO DUCK,"G/F, NO. 115-117 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",,2022-04-19,22.36835844925062,114.11570174345547,[999]
RL,92,2292801194,Tao Square,"SHOP 609-613, LEVEL 6, TSUEN WAN PLAZA, 4-30 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",,2022-06-24,22.37086882925168,114.11080629290586,[998]
