TYPE,SS,ADR,INFO,lng,lat,census_subnit,number_of_nearby_restaurants,number_of_bus_stops,number_of_MTR_stations,number_of_schools,number_of_commercial_facilities,number_of_government_facilities,number_of_religious_facilities,number_of_medical_facilities,number_of_hotel_facilities,mean_median_age,median_hs_income,mean_hs_size,labour_force_percent,chinese_percent,pop_m_percent,ten_oc_percent,rent_to_income_ratio,survive
RR,正品蕃茄湯麵店,"SHOP D, G/F, WANSON HOUSE, 115-119 TSUEN WAN MARKET STREET, TSUEN WAN, NEW TERRITORIES",[],114.11957334453224,22.370649642483627,1004.0,2,0,0,5,4,0,0,0,1,37.75467914438502,20900.0,2.5660377358490565,0.4866310160427807,0.911096256684492,0.517379679144385,0.5128644939965694,0.357,0
RR,松記,"SHOP B, G/F, TSUEN KING BUILDING, 83-93 HOI PA STREET, 3-5 TSUEN HING PATH, TSUEN WAN, NEW TERRITORIES",[],114.11527870880218,22.372288136916367,990.0,27,0,0,3,5,1,0,0,6,49.59867629362214,21140.0,2.738958470665788,0.5345367027677497,0.8974729241877256,0.5181708784596871,0.5346077785102176,0.316,1
RR,SOL,"SHOP A, G/F, IAU KEUNG BUILDING, 38-42 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11571683088118,22.3712632397056,995.0,11,0,0,0,6,1,0,5,9,37.48310741425344,18110.0,2.7292600896860986,0.4241117272540562,0.911275415896488,0.4719654959950708,0.3811659192825112,0.335,1
RR,Social Pub,"G/F , MAN SHING BUILDING, 25 TSO KUNG SQUARE, TSUEN WAN, NEW TERRITORIES",[],114.11134424345164,22.37304456176844,991.0,8,1,0,0,4,0,0,1,0,36.88699165797706,17500.0,2.705218617771509,0.4692387904066736,0.8852971845672576,0.4906152241918665,0.3300423131170663,0.308,0
RR,PACIFIC COFFEE COMPANY,"SHOP NOS. S2 & S3, LEVEL 1, PARK ISLAND-PIER, 8 PAK LAI ROAD, MA WAN, TSUEN WAN, NEW TERRITORIES",[],114.0627569491336,22.354128701777256,1741.0,4,1,0,0,0,0,0,0,0,38.2863860187278,56720.0,2.5312627707396813,0.5796738779463998,0.8264449467226348,0.4300936390054892,0.695136902329383,0.246,1
RR,YUE HOME,"G/F, TAK YAN HOUSE, STAGE 12, 20A HOI PA STREET, TSUEN WAN, NEW TERRITORIES",[],114.11179569275669,22.3738310357434,991.0,7,1,0,0,7,0,0,0,0,36.88699165797706,17500.0,2.705218617771509,0.4692387904066736,0.8852971845672576,0.4906152241918665,0.3300423131170663,0.308,1
RR,四川風味小吃,"SHOP 48 & 59, 1/F, CHEONG NING SHOPPING CENTRE, 202-216 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.12033056566509,22.3709512652694,1002.0,10,0,0,3,4,0,0,2,0,51.67946058091286,30150.0,3.055790363482671,0.4901798063623789,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448,1
RR,日陽拉麵,"UNIT 52, 1/F, CHEONG NING BUILDING, 202-216 SAI LAU KOK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.12039000000004,22.37104000000005,1002.0,10,0,0,3,3,0,0,2,0,51.67946058091286,30150.0,3.055790363482671,0.4901798063623789,0.94716459197787,0.4553250345781466,0.7396449704142012,0.448,1
RR,住家福美食,"SHOP 49, UG/F, TSUEN WAN CENTRE SHOPPING ARCADE, PHASE 1, 86 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",[],114.10884375409636,22.378634411086622,979.0,3,0,0,0,2,1,0,3,0,39.09313452483418,31900.0,2.66114254917812,0.5120247076097413,0.9548883600830338,0.4730899701280948,0.7631366208569119,0.325,1
RR,Kitchen Corner,"SHOP 44-45 & 66, G/F, CHEONG NING ARCADE, TSUEN CHEONG CENTRE, 130 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",[],114.1194703309422,22.370795194232272,1004.0,2,0,0,5,3,0,0,0,1,37.75467914438502,20900.0,2.5660377358490565,0.4866310160427807,0.911096256684492,0.517379679144385,0.5128644939965694,0.357,1
