TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE
RL,11,2211178675,逸龍軒,香港北角 英皇道665號 海逸酒店3樓,,2024-09-17
RL,11,2211178684,綠怡廳,香港北角 英皇道665號 海逸酒店2樓,#F#G#H,2024-09-17
RL,11,2211181578,翠園甜品專家,香港北角 北角道11-13號 鴻日大廈地下3號鋪,,2024-11-26
RL,11,2211183699,Mint & Basil Thai Vietnamese Cuisine,香港鯉景灣 A區地下GA4-7鋪,,2024-12-17
RL,11,2211183936,金谷茶餐廳,香港北角 英皇道702號地下,,2024-12-21
RL,11,2211185914,彩福喜宴,香港北角 英皇道243-255號 國都廣場2樓及3樓全層,,2024-02-15
RL,11,2211189493,IBURI,香港鰂魚涌 華蘭路25號 柏克大廈地下G01鋪,#G#H,2024-06-20
RL,11,2211189660,文聚料理,香港鰂魚涌 鰂魚涌街121號 太就樓地下7A及9A號,,2024-06-27
RL,11,2211189758,肯德基,香港北角 明園西街6號 明苑中心地下部份及1樓,,2024-07-02
RL,11,2211191001,和谷茶餐廳,香港北角 七姊妹道187號地下,,2024-08-08
RL,11,2211191010,彩逸漁港,香港柴灣 興華邨購物中心104號鋪,,2024-08-08
RL,11,2211191126,廣麵子,香港筲箕灣 筲箕灣東大街57號地下,,2024-08-09
RL,11,2211191560,泰歡迎,香港鰂魚涌 英皇道1046號 益昌大廈地下22號A鋪,,2024-08-16
RL,11,2211191719,McDonald's,香港愛秩序灣 愛東邨愛東商場地下11號鋪,,2024-08-16
RL,11,2211192253,大叻越南牛肉粉餐廳,香港鰂魚涌 海灣街9-11號 海灣大廈地下 及舖前露天座位,#A#F,2024-09-02
RL,11,2211194666,大家樂,香港筲箕灣 愛東商場6號鋪,,2024-12-04
RL,11,2211198844,宜必思香港北角酒店,香港北角 渣華道136-144號 宜必思香港北角酒店2樓,,2024-03-25
RL,11,2211199874,活水亭,香港西灣河 興民街50-52號 永興閣地下2號,,2024-04-29
RL,11,2211201685,太興,香港筲箕灣 寶文街1號 峻峰花園地下 3號B鋪及5號鋪(部份),,2024-06-26
RL,11,2211201959,大家樂,香港北角 英皇道560號健威坊 地下低層L40-L41及 L53A號鋪及地下高層U2號鋪,,2024-07-09
RL,11,2211202165,W & S Cafe,香港鰂魚涌 海灣街4-6號 嘉榮大廈地下10號鋪,#F,2024-07-17
RL,11,2211203821,樂園魚旦專家,香港杏花邨 盛泰道100號 杏花新城G49號鋪,#G#H,2024-09-09
RL,11,2211203894,浩記餐廳小厨,香港西灣河 聖十字徑38號 鴻恩大廈地下4及5號鋪,,2024-09-11
RL,11,2211204790,濰京坊,香港北角 北角道21A號地下C鋪,,2024-10-09
RL,11,2211204806,McDonald's,香港柴灣 小西灣藍灣半島 廣場地下11B號鋪,,2024-10-09
RL,11,2211209014,蛇王良,香港北角 電氣道298A號地下,,2024-01-22
RL,11,2211209078,祥發茶餐廳小廚,香港 七姊妹道27號 地下D鋪,#G#H,2025-01-21
RL,11,2211209908,安利魚蛋粉麵,香港筲箕灣 筲箕灣東大街22號地下,,2024-02-17
RL,11,2211214010,一葉台灣料理,香港鰂魚涌 芬尼街13號地下B鋪,,2024-07-20
RL,11,2211214320,錦川餐廳,香港筲箕灣 筲箕灣道228號 地下4及5號鋪,,2024-07-28
RL,11,2211216195,大家樂,香港北角 英皇道250號 北角城中心 地下8號鋪,,2024-10-05
RL,11,2211217125,泰金香小廚,香港北角 電氣道233號 城市花園商場 第14座1樓94號鋪,,2024-11-05
RL,11,2211221678,理想店旺旺咖啡座,香港柴灣 小西灣藍灣半島 廣場地下6號鋪,,2024-02-19
RL,11,2211221997,好運燒臘飯店,香港筲箕灣 金華街21號地下,,2024-02-29
RL,11,2211222608,德昌魚蛋粉,香港北角 書局街28號 國賓大廈地下1號鋪,,2024-03-23
RL,11,2211223434,新成業茶餐廳,香港鰂魚涌 英皇道981A-981F號 中興大廈地下7及9號鋪,,2024-04-26
RL,11,2211224233,成記雲吞麵,香港筲箕灣 金華街5號地下,,2024-05-23
RL,11,2211226451,新雲景燒臘茶餐廳,香港北角 寶馬山道45號 賽西湖商場4至5號鋪 及鋪前的露天座位,#A,2024-08-01
RL,11,2211226600,Milk Cafe & R.U.D.,香港鯉景灣 太康街45號 B區地下GB14B-16號鋪,,2024-08-04
RL,11,2211233383,金峰靚靚粥麵,香港鰂魚涌 祐民街2號地下,,2024-03-03
RL,11,2211233392,中意仿,香港鯉景灣 太康街45號 B區GB01-02A舖,,2024-03-03
RL,11,2211233824,太和堂,香港柴灣 柴灣道345號 金源洋樓 地下21號舖,,2024-03-22
RL,11,2211234313,太平燒味,香港 北角道11-13號 地下4號舖,,2024-04-13
RL,11,2211235051,荷里活冰室,香港 英皇道933號 御皇台5及9號舖,,2024-05-04
RL,11,2211235273,雙辣屋,香港 英皇道294號 五洲大廈地下C舖,,2024-05-10
RL,11,2211800297,梅光軒,香港柴灣杏花邨 杏花新城地下G39B舖,#G#H,2024-08-07
RL,11,2211800303,新豪苑餐廳,香港太寧街3號 百利居地下B舖,,2024-08-15
RL,11,2211800446,名家韓國餐廳,香港太古城燕宮閣地下G402號舖及 元宮閣地下G403號舖及1樓1號舖,#E,2024-10-27
RL,11,2211800491,肯德基,香港柴灣小西灣道28號 藍灣廣場G8地舖,,2024-11-10
RL,11,2211800543,君記粥店,香港筲箕灣道312-322號地下B舖,,2024-12-07
RL,11,2211800613,三德素食館,香港北角英皇道395號1樓東翼,,2024-12-21
RL,11,2211800640,大快活,香港鯉景灣太安街25號D地段GD23-26號鋪,,2024-01-24
RL,11,2211800701,粥棧小廚,香港筲箕灣筲箕灣東大街8號東寶大廈地下2B號鋪,,2024-04-27
RL,11,2211800774,百份百餐廳,香港筲箕灣愛東邨愛東商場地下13號鋪,,2024-06-04
RL,11,2211800835,一粥麵,香港柴灣道233號 新翠花園商場四層 9號舖連3A舖及4A舖,,2024-07-05
RL,11,2211800853,I-O-N,香港銅鑼灣英皇道18號1字樓部份,#E#G#H,2024-07-09
RL,11,2211800923,越中意,香港北角英皇道395號僑冠大廈地下G24鋪,,2024-08-20
RL,11,2211800941,永利餐廳,香港柴灣柴灣道333號永利中心地下1-13號鋪,,2024-08-22
RL,11,2211801005,大快活,香港柴灣興華商場1樓113號鋪,,2024-10-31
RL,11,2211801014,甜甜屋,香港西灣河西灣河街110B號地下(部分),,2024-11-05
RL,11,2211801069,日木三分,香港北角丹拿道46號地下,#G#H,2024-01-18
RL,11,2211801078,大快活,香港康山道１號康怡廣場（北）２樓Ｓ３２－Ｓ３６號鋪,,2024-01-18
RL,11,2211801120,金牌冰室,香港魚涌健康東街27-29號英皇道 692-702號北角大廈地下E鋪,,2024-02-11
RL,11,2211801148,TULSI INDIAN RESTAURANT,香港筲箕灣東大街14至22號東旺樓地下B鋪,,2024-03-21
RL,11,2211801157,大家樂,香港鰂魚涌街19-43號及英皇道1028號 海山樓地下低層LG127號鋪,,2024-04-11
RL,11,2211801175,君頤上海小廚,香港太古城寶／順安閣Ｇ５１０－５１１號鋪,,2024-04-17
RL,11,2211801218,爐爸打,"香港西灣河西灣河街82-84號,海寧街1-5號地下1號鋪",,2024-04-25
RL,11,2211801281,合時小廚,香港筲箕灣道39號麗灣大廈地下及閣樓,,2024-07-15
RL,11,2211801315,尚品餐廳,"香港柴灣泰民街16號康翠台商場5樓2A, 1B及2B鋪",,2024-08-22
RL,11,2211801403,泛亞飲食,香港柴灣樂民道3號東區尤德夫人那打素醫院主座大樓三樓 醫院餐廳和LG2層部份,,2024-10-24
RL,11,2211801412,GENKI SUSHI,香港鰂魚涌康山道1號康怡廣塲地下G4號鋪,#G#H,2024-12-03
RL,11,2211801528,埠,香港西灣河太康街西灣河碼頭(部份),#F,2024-02-19
RL,11,2211801546,富軒,香港小西灣小西灣道28號藍灣半島 廣場上層地下11及12號鋪,,2024-03-09
RL,11,2211801591,東泰茶餐廳,香港北角七姊妹道106至110號富邦大廈地下2號鋪,,2024-04-17
RL,11,2211801607,知粥嘗樂,"香港北角福元街8-14號及英皇道165A,167, 167A,169, 169A, 171,171A,173及 175 公主大廈地下5-8及9號(部份)鋪",,2024-04-20
RL,11,2211801689,嚐樂煮意,香港英皇道925號麗池大廈地下A1鋪,,2024-06-17
RL,11,2211801704,生記粥麵,香港北角英皇道955-957號恵芳閣B號鋪地下,,2024-07-13
RL,11,2211801713,鳳城,香港北角 渣華道 62至68號(1樓) 及62號(地下),,2024-07-01
RL,11,2211801722,GENKI SUSHI,"香港北角英皇道560號健威坊商場地下低層L6B,  7, 28 及 29號鋪",#G#H,2024-07-28
RL,11,2211801731,雋園,香港北角寶馬山道45號低層地下13號鋪,,2024-08-20
RL,11,2211801759,京川一絕,香港北角丹拿道52-58號地下D號鋪,#F,2024-09-04
RL,11,2211801786,南北小廚,香港鲗魚涌英皇道1028號海山樓地下C8鋪,,2024-09-28
RL,11,2211801829,泰榮華,香港筲箕灣南安街95號地下B鋪,,2024-11-05
RL,11,2211801926,珍意泰國菜館,香港筲箕灣筲箕灣東大街39號地下,,2024-01-04
RL,11,2211801999,皇后飯店,香港北角英皇道500號港運城地下022鋪,,2024-01-20
RL,11,2211802008,阿一豬扒酸辣米綫,香港北角七姊妹道２－８Ａ號昌苑地下３號鋪,,2024-01-22
RL,11,2211802026,七喜粥麵小廚,"香港北角七姊妹道25,27及31號及琴行街6及6A號嘉蘭大廈 地下B鋪",,2024-03-05
RL,11,2211802035,TULSI INDIAN RESTAURANT,香港鰂魚涌海光街13-15號海光苑地下一號鋪,,2024-03-12
RL,11,2211802132,富興,香港柴灣小西灣道23號富怡花園地下26-27號鋪,,2024-05-10
RL,11,2211802150,無雙,香港北角和富道6C號嘉洋大廈地下A鋪,#F,2024-05-24
RL,11,2211802196,逸泉,香港鰂魚涌海灣街29號地下及鋪前露天座位,#A,2024-06-04
RL,11,2211802202,金膳健康素食,香港筲箕灣筲箕灣道250號御景軒地下F及G號鋪,,2024-06-14
RL,11,2211802211,明記糖水,香港西灣河西灣河街110C號長興大樓地下(前部份),,2024-06-18
RL,11,2211802275,大快活快餐,香港筲箕灣興東商場1樓104號鋪,,2024-07-05
RL,11,2211802284,大戶屋,香港鰂魚涌康山道2號康怡廣場(南)AEON康怡店 地下G07號舖,#G#H,2024-07-09
RL,11,2211802293,金龍泰國菜館,香港鰂魚涌祐民街2-32號及英皇道1048-1056號 益發大廈地下30號舖,,2024-07-30
RL,11,2211802345,Le 188 Restaurant & Bar,香港北角油街23號港島海逸君綽酒店41樓(主要部份),#F#G#H,2024-09-27
RL,11,2211802354,Lobby Lounge,香港北角油街23號港島海逸君綽酒店地下(小部份),#G#H,2024-09-28
RL,11,2211802363,Grand Ballroom,香港北角油街23號港島海逸君綽酒店 一樓(主要部份)及五樓(部分),#G#H,2024-10-01
RL,11,2211802372,君綽軒,香港北角油街23號港島海逸君綽酒店5樓(次部份),,2024-10-01
RL,11,2211802381,Harbour Grand Café,香港北角油街23號港島海逸君綽酒店3樓(主要部份),#F#G#H,2024-10-05
RL,11,2211802406,真 知 味,香港柴灣小西灣道9號富欣花園地下54-56號鋪,,2024-10-18
RL,11,2211802451,樂軒茶餐廳,香港筲箕灣筲箕灣道276號永德大廈地下B室,,2024-11-24
RL,11,2211802497,Chatterbox Express,香港太古城港島東太裕路7號建安閣地下G515號鋪,,2024-12-08
RL,11,2211802549,豐源餐廳小廚,香港北角建華街14至16號俊文樓地下A鋪,,2024-12-22
RL,11,2211802594,紅館,香港鰂魚涌海堤街18號濱海大廈地下D10及D11號鋪,,2024-02-04
RL,11,2211802628,七重天餐廳,香港鰂魚涌英皇道867號地下,,2024-03-08
RL,11,2211802637,The Coffee Academics,香港港島東太古城第五期寧安閣地下G505及508及平台 P502-3鋪,,2024-03-15
RL,11,2211802673,一粥麵,香港小西灣商場3樓307及308號鋪,,2024-03-29
RL,11,2211802682,龍悅,"香港柴灣道233號新翠花園商場第4層1A,6A,7A,8A, 28,53及68號鋪",,2024-03-29
RL,11,2211802761,越順越南餐廳,香港英皇道909號麗池花園大廈D-4座地下鋪,,2024-05-10
RL,11,2211802813,FEAST,香港鰂魚涌太古城道29號東隅一樓(A部份)及二樓(A部份),#E#F#G#H,2024-05-17
RL,11,2211802831,荷里活冰室,香港柴灣小西灣商場2樓211B號鋪,,2024-05-24
RL,11,2211802859,日木三分,香港北角七姊妹道124號地下,,2024-05-26
RL,11,2211802910,安南越式牛肉粉,香港鰂魚涌海堤街16號龍景樓地下2號鋪,,2024-07-25
RL,11,2211802983,MERCI MINNIE,香港筲箕灣東大街28號地下,,2024-09-06
RL,11,2211803029,太興,香港鰂魚涌華蘭路1號地下B及C號舖,,2024-10-11
RL,11,2211803047,木耶餐廳,香港柴灣環翠道11號興華商場1樓109B舖,,2024-10-18
RL,11,2211803074,籠太子點心專門店,香港筲箕灣筲箕灣東大街14-22號東旺樓地下D鋪,,2024-10-21
RL,11,2211803083,新港宴會廳,香港北角馬寶道33號馬寶花園購物商場3樓及2樓(部份),,2024-10-26
RL,11,2211803108,男女角風味坊,"香港華蘭路2-10,12A-12H號 英皇道1025-1037號 惠安苑地下低層SLG2號鋪",,2024-10-31
RL,11,2211803135,Asiri Café,香港鰂魚涌海光街11號漢威大廈地下1A號舖,#F,2024-11-25
RL,11,2211803171,源興美食,香港鰂魚涌海光街11號漢威大廈地下7號舖,,2024-12-30
RL,11,2211803199,泰屋餐廳,香港鰂魚涌基利道7號太吉樓地下3B號鋪,,2025-01-12
RL,11,2211803250,Cull & Pistol,香港鯉景灣A區地下 GA1-3號舖,,2024-03-13
RL,11,2211803278,PHD,香港柴灣小西灣小西灣商場1樓121A及121B號鋪,,2024-03-27
RL,11,2211803287,學利,香港柴灣環翠道11號興華廣場地下G01A號鋪,,2024-03-28
RL,11,2211803302,日常小館,香港小西灣道18號富景花園商場地下3號舖,,2024-03-31
RL,11,2211803366,樂廚茶餐廳,香港北角英皇道692號北角大廈地下D舖,,2024-05-26
RL,11,2211803384,Frites Belgium on Tap,香港港島東英皇道979號太古坊濠豐大廈地下,#E,2024-06-01
RL,11,2211803418,狸屋台屋日本料理,香港太古城太榮路1號天星閣1004-1005號舖,#E#G#H,2024-06-07
RL,11,2211803454,大家樂,香港英皇道683號嘉里中心2樓3號鋪,,2024-06-26
RL,11,2211803490,富嘉閣,香港鰂魚涌英皇道683號嘉里中心2樓1號室,,2024-07-11
RL,11,2211803533,鋒記小炒王,香港筲箕灣6-28愛民街新利大廈地下低層3A舖,,2024-07-24
RL,11,2211803560,金樂軒,香港柴灣柴灣道350號樂軒臺地下215-216號舖,,2024-09-07
RL,11,2211803588,馬六,香港筲箕灣筲箕灣道57-87號太安樓地下G24號鋪,#G#H,2024-10-13
RL,11,2211803603,孖寶小廚,香港筲箕灣筲箕灣東大街59-99號東威大廈地下1號舖,,2024-10-23
RL,11,2211803612,八雲札幌拉麵,香港筲箕灣東大街28-40A號東興大廈地下5號舖,,2024-10-26
RL,11,2211803621,火鍋本色,香港北角丹拿道18號丹拿花園地下3及5號舖,#G,2024-11-20
RL,11,2211803630,新翠雅茶餐廳,香港筲箕灣筲箕灣東大街28-40A號東興大廈地下8及9號舖,,2024-11-27
RL,11,2211803676,KAKI,香港海灣街39、41及43號及 糖廠街29、31及33號地下及店前路面的露天座位,#A,2024-01-02
RL,11,2211803700,名苑酒家,香港柴灣杏花新城1樓133-135號舖,,2024-01-10
RL,11,2211803746,美心 MX,香港鰂魚涌英皇道734號友邦香港大樓地下2A號鋪,,2025-01-15
RL,11,2211803782,大快活快餐,香港小西灣小西灣道28號藍灣廣場1字樓11號舖,,2024-02-08
RL,11,2211803791,鍋心粥底火鍋,香港北角和富道96-110號僑裕大廈地舖1號連閣樓,,2024-02-16
RL,11,2211803807,大紅袍火煱料理,香港北角明園西街19-23號明園閣地下及低層地下D號鋪,#G,2024-02-21
RL,11,2211803816,南記春卷粉麵有限公司,香港北角渣華道78號地下,,2024-02-28
RL,11,2211803825,沒有記錄,香港筲箕灣道80號地下,#G#H,2024-03-26
RL,11,2211803861,ENOTECA,"香港鰂魚涌海灣街31,33,35及37號 及糖廠街35,37,39及41號地下及處所前之行人路露天茶座",#A,2024-05-03
RL,11,2211803889,Champion,香港鰂魚涌海堤街6-16號龍景大廈地下1A號鋪,,2024-05-09
RL,11,2211803922,祥興居川滬麵點小廚,香港柴灣柴灣道111號高威閣地下65-66號鋪,,2024-05-27
RL,11,2211803931,麥當勞餐廳,香港北角英皇道238號康澤花園地下B2及B3號大鋪,,2024-05-27
RL,11,2211803986,太興,香港北角健威坊地下高層U10號鋪,,2024-06-11
RL,11,2211804013,漁家海鮮大排檔,香港筲箕灣廟東街5至11號百寧大廈地下9號鋪,,2024-06-25
RL,11,2211804022,麥當勞餐廳,"香港鰂魚涌海灣街4至6號嘉榮大廈地下11,12及13號舖",,2024-07-08
RL,11,2211804086,翠湖海鮮飯店,"香港西灣河西灣河街82-84號,海寧街1-5號海寧大廈地下 2及3號舖",,2024-08-09
RL,11,2211804101,金城,香港柴灣 漁灣邨漁豐樓 地下9號鋪,,2024-08-06
RL,11,2211804156,Alfafa,香港康山道1號康怡廣場閣樓M2號舖,,2024-08-28
RL,11,2211804165,合發海鮮食家,香港筲箕灣金華街24號金華閣地下,,2024-09-10
RL,11,2211804208,祥囍煲仔小廚有限公司,香港筲箕灣愛民街6至28號新利大廈地下低層4A鋪及5A鋪 (連閣樓),,2024-10-17
RL,11,2211804217,GENKI SUSHI,香港小西灣小西灣道28號藍灣廣場地下17號舖,#G#H,2024-10-21
RL,11,2211804235,茶木。台式休閒餐廳,香港柴灣杏花邨 杏花新城地下G45舖,,2024-11-04
RL,11,2211804253,No Boundary,香港北角和富道84-94號銀輝大廈地下3號舖,,2024-11-07
RL,11,2211804262,芽莊越式料理,香港太古城太裕路3號順安閣G512-G513號舖,,2024-11-12
RL,11,2211804305,譽點,香港柴灣杏花邨盛泰道100號杏花新城地下G57號舖,,2024-12-11
RL,11,2211804314,常會面長今雞煲,香港筲箕灣愛民街6-28號新利大廈地下低層1A舖,,2024-12-19
RL,11,2211804369,GENKI SUSHI,香港柴灣柴灣道233號新翠商場1樓112A舖,#G#H,2025-01-08
RL,11,2211804387,美心MX,香港柴灣新翠商場1樓111號鋪,,2025-01-08
RL,11,2211804396,坐忘,香港鰂魚涌濱海街13號中興大廈地下11號舖,,2025-01-10
RL,11,2211804402,粥麵館,香港鰂魚涌英皇道683號嘉里中心2樓2A號舖,,2024-02-14
RL,11,2211804411,魚鈁,香港筲箕灣南康街18號康華大廈地下高層1號舖,,2024-02-14
RL,11,2211804420,上海小館,香港筲箕灣筲箕灣東大街59-99號東威大廈地下及閣樓 9號舖,,2024-02-17
RL,11,2211804439,渣華茶冰廳,香港北角渣華道82號地下,,2024-02-21
RL,11,2211804457,太興,香港小西灣小西灣道9號富欣花園地下8號舖,,2024-03-14
RL,11,2211804475,爸爸辣菜館,香港北角渣華道61-63號華盛大廈地下B舖,,2024-04-09
RL,11,2211804484,功夫點心,香港北角渣華道98號THE JAVA地下1至2號鋪,,2024-04-09
RL,11,2211804518,阿翁廚房,"香港筲箕灣愛民街30-50號鴻利大廈低層地下 14A,15A及16A舖",#G#H,2024-04-15
RL,11,2211804536,紅星餐廳,香港北角健康村第二期上層地下10號舖,,2024-05-15
RL,11,2211804554,必勝客,香港杏花邨盛泰道100號杏花新城地下G50號舖,,2024-05-22
RL,11,2211804563,TULSI INDIAN RESTAURANT,香港北角七姊妹道5至13號昌輝閣2號舖地下,,2024-06-04
RL,11,2211804581,Mos Burger,"香港北角英皇道560號健威坊地下上層U4,U5及U38號舖",,2024-06-23
RL,11,2211804590,小麥廚房,香港筲箕灣筲箕灣道218號地下B舖,,2024-06-23
RL,11,2211804615,諸勝堂,香港筲箕灣筲箕灣道104號地下,#F#G#H,2024-06-26
RL,11,2211804633,潮樂園,香港北角和富道96-110號僑裕大廈地下4號舖,,2024-07-03
RL,11,2211804642,桻之燒,香港筲箕灣筲箕灣東大街55號地下,,2024-07-04
RL,11,2211804679,南記,香港西灣河筲箕灣道121-131號金寶大廈地下5號舖,,2024-07-15
RL,11,2211804703,越南語角,香港鰂魚涌海堤街10號龍景大廈地下3B舖,,2024-07-21
RL,11,2211804712,蝦麵店,香港鰂魚涌海光街11號漢威大廈地下3號鋪,,2024-07-10
RL,11,2211804758,悅景餐廳,香港筲箕灣道360A號天悅筲箕灣廣場 低層地下L3-L5號鋪,,2024-07-25
RL,11,2211804767,CAFE ITALIANO,香港北角七姊妹道25號嘉蘭大廈地下E舖,#F,2024-08-07
RL,11,2211804800,活一鮮,香港北角錦屏街21號東發大廈地下,#G#H,2024-09-05
RL,11,2211804873,新樂園魚蛋粉,香港鰂魚涌英皇道947及949號地下,,2024-11-20
RL,11,2211804891,甘味(小西灣),香港小西灣小西灣道28號藍灣半島廣場地下 G7號舖,#G#H,2024-11-26
RL,11,2211804907,魚事者,香港北角宏安道14-18號威德閣地下14號舖,#G#H,2024-11-28
RL,11,2211804916,歡樂今燒,香港筲箕灣筲箕灣道273號地下,,2024-12-03
RL,11,2211804952,麥當勞餐廳,香港柴灣盛泰道100號杏花邨杏花新城地下G46舖,,2024-01-27
RL,11,2211804961,好味屋,香港鰂魚涌船塢里16號匯豪峰地下高層G舖,,2024-02-10
RL,11,2211804989,FLAMES,香港鰂魚涌海灣街25號 海灣大廈地下A2號舖 及店前路面的露天座位,#A,2024-02-20
RL,11,2211805016,金樂軒雞煲魚鍋,香港北角和富道114-118及122-126號 康華大廈地下C3舖,,2024-03-09
RL,11,2211805034,人人和平,香港北角堡壘街6-8號地下A號舖,,2024-03-27
RL,11,2211805052,元氣壽司,香港杏花邨 杏花新城地下G51-52號舖,#G#H,2024-04-01
RL,11,2211805061,德昌餐廳,香港鰂魚涌基利路7號太吉樓地下2號舖,,2024-04-03
RL,11,2211805098,ASHOKA INDIAN RESTAURANT,香港筲箕灣筲箕灣道251-261號都城大廈地下 F舖F-02部份,,2024-04-23
RL,11,2211805113,Catch,"香港鰂魚涌海灣街17,19,21號海灣新樓地舖",#E#F,2024-05-07
RL,11,2211805168,為食魚1南石鍋烤魚專門店,香港筲箕灣筲箕灣東大街109號地下,#G#H,2024-06-10
RL,11,2211805186,翠園,香港港島東太古城太古城中心第三期1樓,#G,2024-06-15
RL,11,2211805195,海樂餃子店,香港北角英皇道483-497號東寶大廈地下A舖,,2024-06-16
RL,11,2211805201,必勝客,香港北角道10號北角亞太商業中心1樓,,2024-06-19
RL,11,2211805247,阿詩瑪壹菌,香港太古城太古城道18號 太古城中心地下003-004舖,,2024-06-19
RL,11,2211805283,牛奶冰室,香港小西灣藍灣半島藍灣廣場地下G16號舖,,2024-07-03
RL,11,2211805317,味力冰室,香港鰂魚涌芬尼街2D-2H號僑英大廈地下3號鋪,,2024-07-24
RL,11,2211805326,韓味屋,香港北角丹拿道60號地下D及E鋪,,2024-07-29
RL,11,2211805335,遇見花蓮,香港北角電氣道183號友邦廣場地下14-15號舖,,2024-08-06
RL,11,2211805344,燒烤堂,香港筲箕灣廟東街5-11號百寧大廈地下C號舖,,2024-08-07
RL,11,2211805362,耀東龍順軒海鮮酒家,香港筲箕灣耀東邨耀東商場1樓103-104號舖,,2024-08-14
RL,11,2211805380,功夫點心,香港筲箕灣筲箕灣道347-349號地下,,2024-09-04
RL,11,2211805405,忠記粥品,香港北角道2-4號文瀾樓地下2號鋪,,2024-09-14
RL,11,2211805450,道生麵館,香港北角英皇道560號健威坊地下低層L15號舖,,2024-10-19
RL,11,2211805478,M6冰室,香港鰂魚涌英皇道953號地下,,2024-11-26
RL,11,2211805511,沒有記錄,"香港電器道233號城巿花園1,2及3座部份地平台54-55室",#F,2024-12-04
RL,11,2211805520,Greyhound Cafe,香港太古城太古城道18號  太古城中心地下007號舖,,2024-12-04
RL,11,2211805557,譚仔雲南米線,香港北角英皇道177號利都樓地下B及C鋪,,2024-01-25
RL,11,2211805593,水門泰式海南雞飯專門店,香港筲箕灣筲箕灣道57-87號太安樓地下A38鋪,,2024-02-09
RL,11,2211805636,元氣壽司,"香港北角電氣道183號友邦廣場地下8號鋪(小部分), 9號鋪及10號鋪(主要部分)",#G#H,2024-02-25
RL,11,2211805645,焱一,香港鰂魚涌芬尼街11-17號得發大廈地下A舖,,2024-02-26
RL,11,2211805690,大快活快餐,香港鰂魚涌英皇道971號英皇大廈1樓(部份),,2024-03-11
RL,11,2211805715,太興,香港柴灣盛泰道100號杏花邨杏花新城地下G37號鋪,,2024-03-19
RL,11,2211805724,傷心酸辣粉,香港北角電氣道233號城市花園地下53號鋪,,2024-03-23
RL,11,2211805733,茶東西,香港北角電氣道183號友邦廣場地下3-4號,,2024-03-22
RL,11,2211805751,PUBLIC,香港東區華蘭路18號港島東中心37樓B位,#E#F#G#H,2024-03-25
RL,11,2211805788,吉豚屋(炮台山),香港電氣道254-280號華凱大廈地下E號舖,,2024-04-07
RL,11,2211805812,VILLA VILLA,香港北角錦屏街25A號東發大廈A座地下,,2024-04-29
RL,11,2211805849,港滋味,香港筲箕灣東大街37號地下,#F#G#H,2024-05-18
RL,11,2211805876,嘗樂,香港筲箕灣筲箕灣道295-305號譽都地下1-2號舖,,2024-06-08
RL,11,2211805885,平記餐廳,香港筲箕灣筲箕灣東大街109及111號(1樓)及113號 (地下及1樓),,2024-06-15
RL,11,2211805894,牛涮鍋,"香港小西灣小西灣道28號藍灣半島廣場上層地下8B,9及 10號舖",,2024-06-29
RL,11,2211805900,金味軒,香港筲箕灣筲箕灣東大街107號地下,,2024-07-01
RL,11,2211805919,金味軒燒鵝餐室,香港筲箕灣筲箕灣道328號地下,,2024-07-01
RL,11,2211805928,麵樂日本料理,香港北角英皇道163-163B號地下D號舖,,2024-07-05
RL,11,2211805937,新榮興粥店,香港筲箕灣筲箕灣道152號都寧大廈地下,,2024-07-06
RL,11,2211805946,古月,"香港錦屏街29,29A,31,31A,33,  33A,35及35A號東發大廈B座地下29(29A錦屏街) 號舖",,2024-07-08
RL,11,2211805955,聚潮潮汕地道美食,香港和富道84-94號銀輝大廈地下4號舖,,2024-07-16
RL,11,2211805982,德興隆豆腐舖,香港北角馬寶道1Q-1Y萬寶大廈地下1Q號鋪,,2024-07-21
RL,11,2211805991,PIZZAEXPRESS,香港康山道1號康怡廣場地下G2號舖,,2024-07-23
RL,11,2211806000,星‧韓式小館,"香港鰂魚涌海灣街2A號及海堤街18, 20及22號濱海大廈地 下A2及A5舖",,2024-07-26
RL,11,2211806019,太平飯店,香港北角渣華道124-132號渣華商業中心地下D號舖,,2024-07-26
RL,11,2211806028,新橋美食,香港柴灣小西灣道23號富怡花園地下43號舖,,2024-08-05
RL,11,2211806037,Kas Simply Deli,"香港地段Q.B.M.L. NO.4 SEC. D., 鰂魚涌英皇道877號麗華樓地下",,2024-08-10
RL,11,2211806046,海港薈,香港鰂魚涌康山道1號康怡廣場3樓T3號舖,#G#H,2024-08-12
RL,11,2211806055,翠湖軒,香港西灣河西灣河街100及104號安業大廈地下B1及B2舖,,2024-08-20
RL,11,2211806073,肯德基,香港筲箕灣道283號地下1號舖,,2024-08-30
RL,11,2211806107,食鮮燒烤海鮮日式料理專門店,香港筲箕灣東大街28-40A號東興大廈地下15號鋪,#F#G#H,2024-09-08
RL,11,2211806152,重口味,香港筲箕灣筲箕灣東大街132-136 號好景樓 地下2號舖及閣樓2號舖,,2024-10-05
RL,11,2211806161,滾得囍,香港北角馬寶道33號寶馬花園1樓116-125鋪,#F,2024-10-05
RL,11,2211806170,大家樂,香港太古城太古城道18號太古城中心1樓121及122號鋪,,2024-10-13
RL,11,2211806198,大快活快餐,香港箕筲灣箕筲灣道333號H21地下1號舖,,2024-11-02
