GEONAMEID,ENGLISHNAME,CLASS,TYPE,EASTING,NORTHING
628628,Castle Peak Bay,BUS,BUS,816050,826722
21167512,KWAI SHING WEST ESTATE,BUS,BUS,830665,824674
21167522,Tsang Tsui,BUS,BUS,809760,831227
628586,PUBLIC SQUARE STREET YAU MA TEI,BUS,BUS,835700,818992
21167517,MTR TSUEN WAN STATION,BUS,BUS,830294,825960
21172086,TSIM SHA TSUI BBI - HAIPHONG ROAD,BUS,BUS,835771,817640
21167510,FANLING STATION BBI - FUNG YING SEEN KOON,BUS,BUS,832363,839005
21172085,Sogo Department Store,BUS,BUS,837048,815708
21167509,"NING YUEN STREET, SAN PO KONG",BUS,BUS,838121,821670
21197099,SHA TIN CENTRAL,BUS,BUS,837468,826961
21197102,Kowloon East Regional Police Headquarters,BUS,BUS,838834,821706
21197100,MTR TSUEN WAN WEST STATION,BUS,BUS,829597,825481
21197093,TSEUNG KWAN O TUNNEL INTERCHANGE,BUS,BUS,842826,819593
21197089,FU NING GARDEN,BUS,BUS,845618,819969
21197090,"HUNG FUK ESTATE, HUNG YUEN ROAD",BUS,BUS,817724,833088
21197092,Kai Tak Station,BUS,BUS,838781,821191
21197088,Lam Tin (Ping Tin Street),BUS,BUS,842459,818849
21197087,FU TAI ESTATE,BUS,BUS,816245,830405
21187898,KWAI FONG STATION BUS TERMINUS,BUS,BUS,831311,824224
21187902,TSUEN WAN (BELVEDERE GARDEN),BUS,BUS,828590,825770
21187911,RAVANA GARDEN,BUS,BUS,839281,828070
21187913,PING SHEK BUS TERMINUS,BUS,BUS,839675,821665
21187899,CANTON ROAD,BUS,BUS,835442,817694
21187900,LEI YUE MUN ESTATE,BUS,BUS,842699,817318
21187904,YOHO MALL (YUEN LONG),BUS,BUS,821819,833970
21187906,KWAI TSUI ESTATE,BUS,BUS,831295,824156
21187910,CHUK YUEN ESTATE BUS TERMINUS,BUS,BUS,837842,822929
21187905,ON TAT BUS TERMINUS,BUS,BUS,842211,820112
21187907,SHEUNG WAN BUS TERMINUS,BUS,BUS,833926,816306
21187901,NGAU TAU KOK STATION,BUS,BUS,840780,819524
21187908,Sheung Shui (Po Wan Road),BUS,BUS,830785,840827
21187914,FANLING (FAI MING ROAD),BUS,BUS,832245,838039
21187895,KWUN TONG BBI - KWUN TONG TOWN CENTRE,BUS,BUS,841126,819386
21187897,King Lai House Shan King Estate,BUS,BUS,814628,829087
21187894,RICHLAND GARDENS,BUS,BUS,839357,821508
21187893,Lei Tung Market,BUS,BUS,833993,811413
21156173,Discovery Bay North near Community Hall,BUS,BUS,819689,818841
21152432,HUNG HOM STATION,BUS,BUS,836880,818169
21152431,NORTH KWAI CHUNG MARKET,BUS,BUS,832342,825721
21156168,KORNHILL PLAZA,BUS,BUS,840383,816178
21158788,PAT HEUNG ROAD,BUS,BUS,824469,831230
628066,NORTH POINT (PAK FUK ROAD) BUS TERMINUS,BUS,BUS,839163,816903
21156174,ON TAI (NORTH) (CHI TAI HOUSE),BUS,BUS,841672,820973
628013,Tuen Mun Town Centre,BUS,BUS,815493,828104
21152433,SIU HONG ROAD,BUS,BUS,815731,830632
628009,Yuen Long Industrial Estate,BUS,BUS,820794,835733
628052,Tai Lam,BUS,BUS,820025,824775
21152430,KWUN TONG STATION,BUS,BUS,841475,819159
21153199,Queen's College,BUS,BUS,837836,815790
628002,Caritas Centre,BUS,BUS,833911,815694
627929,Central Pier 5,BUS,BUS,834446,816457
627934,Oi Tung Shopping Centre,BUS,BUS,841543,815802
627939,Causeway Bay (Whitfield Road),BUS,BUS,837692,816362
627871,SHAM SHUI PO (YEN CHOW STREET) BUS TERMINUS,BUS,BUS,834518,821334
627900,Felix Villas,BUS,BUS,830193,815126
21145761,WING KUT STREET,BUS,BUS,833956,816288
21145787,SHUNG TAK WAI,BUS,BUS,842177,817260
627922,KWAI SHING (CENTRAL) BUS TERMINUS,BUS,BUS,830659,824683
21145778,KAM SHEUNG ROAD STATION,BUS,BUS,824717,832801
21145826,Kwai Fong (Metroplaza),BUS,BUS,831103,824194
21145773,Banyan Garden,BUS,BUS,833318,821638
21145772,Mui Wo Police Station,BUS,BUS,817965,813930
21145776,TAI WO STATION,BUS,BUS,834635,834603
21145783,YAN TAT HOUSE,BUS,BUS,842340,819994
627878,Cityplaza,BUS,BUS,840439,816361
627914,EIGHTLAND GARDENS,BUS,BUS,835221,834818
21145765,Fa Yuen Street Market,BUS,BUS,835596,820239
21145766,Man Lok House Tai Hang Sai Estate,BUS,BUS,835516,821397
21145775,Sun Yat Sen Memorial Park,BUS,BUS,832933,816680
21145781,KOWLOON BAY STATION,BUS,BUS,840088,820702
21142306,Maywood Court Kingswood Villas,BUS,BUS,818638,835850
21145737,ADMIRALTY STATION,BUS,BUS,835006,815514
21145751,CHING HONG HOUSE,BUS,BUS,838955,823287
21142309,KWONG FUK PLAYGROUND,BUS,BUS,835776,834258
21142354,WU KAU TANG BUS TERMINUS,BUS,BUS,842947,840699
21145755,TSIM SHA TSUI BBI - MIDDLE ROAD,BUS,BUS,835805,817437
21145748,Hong Kong Science Museum,BUS,BUS,836233,818016
21145754,Lok Yeung Street,BUS,BUS,834054,812273
627835,FU SHAN ESTATE BUS TERMINUS,BUS,BUS,839447,822773
627845,BROADCAST DRIVE BUS TERMINUS,BUS,BUS,836638,822569
21128889,KWAI FONG (KWAI TSUI ESTATE) BUS TERMINUS,BUS,BUS,831306,824150
21145736,Pacific Place,BUS,BUS,835059,815465
21145756,Fuk Wing Street,BUS,BUS,834744,821529
21127909,Tung Chung Crescent,BUS,BUS,811775,816511
21128287,SHEK LEI COMMERCIAL COMPLEX,BUS,BUS,832370,825049
21127903,CHARMING GARDEN,BUS,BUS,834989,819424
21131468,KADOORIE FARM,BUS,BUS,830141,832678
21142260,THE EDUCATION UNIVERSITY OF HK,BUS,BUS,837998,836305
21145738,Marsh Road,BUS,BUS,836643,815593
627226,WAN TAU TONG BUS TERMINUS,BUS,BUS,835207,833658
623247,Harmony Garden,BUS,BUS,843763,814037
21133120,MONG KOK STATION,BUS,BUS,835591,820043
621190,TSUI CHUK GARDEN,BUS,BUS,837371,823035
21124032,SOUTH KWAI CHUNG POLYCLINIC,BUS,BUS,830895,824636
21096629,Wah On House Wah Fu Estate,BUS,BUS,832332,812563
21111077,CENTRAL MARKET,BUS,BUS,834105,816153
621188,TELFORD GARDENS BUS TERMINUS,BUS,BUS,840004,820371
21111067,NGAN O ROAD,BUS,BUS,845516,819485
21114489,HUNG FUK ESTATE HUNG TIN ROAD,BUS,BUS,817943,833145
21114496,SAU SHAN HOUSE CHEUNG SHAN ESTATE,BUS,BUS,831602,826617
21116433,Victoria Skye,BUS,BUS,838880,821096
21111069,YUK MING COURT,BUS,BUS,845511,819526
621204,Jardine House,BUS,BUS,834453,815978
621208,Oscar By The Sea,BUS,BUS,845500,818877
21116435,Sam Shing,BUS,BUS,815682,826943
21124238,NETHERSOLE HOSPITAL,BUS,BUS,836012,835600
621205,Ap Lei Chau (Lee King Street),BUS,BUS,833829,811040
21096604,Canal Road East,BUS,BUS,836780,815623
21111083,LANTAU LINK INTERCHANGE,BUS,BUS,822382,822136
621240,Quarry Bay (Hoi Chak Street),BUS,BUS,839700,816853
21106627,WO CHE ESTATE,BUS,BUS,838255,827596
21119714,Festival Walk,BUS,BUS,836083,821988
21072177,TIU KENG LENG,BUS,BUS,844124,818463
21089062,NELSON STREET MONG KOK,BUS,BUS,835499,819956
621136,Luard Road,BUS,BUS,835689,815400
21067410,Yee Wo Street,BUS,BUS,837143,815661
21064211,Big Wave Bay,BUS,BUS,843358,811767
21064220,CHUNG KI HOUSE TIN CHUNG COURT,BUS,BUS,818043,835828
21071789,FU SHIN ESTATE,BUS,BUS,835985,834986
21072189,Cheung Sha Wan Jockey Club Clinic,BUS,BUS,834388,822406
21077741,TSUEN WAN STATION,BUS,BUS,829948,826080
21089127,Glorious Garden,BUS,BUS,814477,827253
621090,TSING YI ESTATE BUS TERMINUS,BUS,BUS,828721,823889
621123,RUMSEY STREET,BUS,BUS,833868,816344
621150,KWUN TONG BBI - MILLENNIUM CITY,BUS,BUS,840949,819457
621110,Tong Fuk,BUS,BUS,811052,809882
21071936,Victoria Road,BUS,BUS,830295,815002
21064326,Central (Star Ferry),BUS,BUS,834703,816351
21067382,Hong Kong Stadium,BUS,BUS,837453,815033
21067667,ON TAT ESTATE,BUS,BUS,842260,820062
21089098,KWONG FUK ESTATE,BUS,BUS,835911,834128
21089362,KWONG FUK MARKET,BUS,BUS,836044,834378
621082,QUARRY BAY BUS TERMINUS,BUS,BUS,839974,816141
21089071,BLOSSOM GARDEN,BUS,BUS,814842,829918
21089114,KOON WAH LANE,BUS,BUS,838869,823119
21089117,TONG MING COURT,BUS,BUS,844580,819029
621115,MAN KAM TO (SAN UK LING),BUS,BUS,831627,843870
21071934,Victoria Road,BUS,BUS,830296,814988
21072100,KAU LUNG HANG,BUS,BUS,833816,838020
621050,SUN CHUI BUS TERMINUS,BUS,BUS,836648,825401
21059552,TAI PO PUBLIC SWIMMING POOL,BUS,BUS,834969,835031
629147,SHAM SHUI PO (TAI HANG TUNG) BUS TERMINUS,BUS,BUS,835655,821397
21062327,"Ching Pik House, Tin Ching Estate",BUS,BUS,818418,836102
21184206,CHO YIU CHUEN BUS TERMINUS,BUS,BUS,831286,822988
629135,KWAI FONG ESTATE,BUS,BUS,831522,824508
629120,WAN CHAI TRAINING POOL,BUS,BUS,836214,815783
21056539,Lo Wai Tsuen,BUS,BUS,815884,811737
21059662,GREENFIELD GARDEN,BUS,BUS,829173,823601
21061173,HONG CHEUNG HOUSE CHEUNG HONG ESTATE,BUS,BUS,828491,823385
621038,Aberdeen (Chengtu Road),BUS,BUS,833996,812127
629065,HEALTHY VILLAGE,BUS,BUS,839316,816998
629159,Island Place,BUS,BUS,838899,816952
629004,HAPPY VALLEY (LOWER) BUS TERMINUS,BUS,BUS,837084,814626
21184182,Moreton Terrace,BUS,BUS,837466,815659
628972,LOK MA CHAU STATION BUS TERMINUS,BUS,BUS,824915,841765
21184193,SO KWUN WAT ROAD,BUS,BUS,818376,826028
628989,Siu Ho Wan,BUS,BUS,817837,819632
21184190,METRO CITY PHASE II,BUS,BUS,844606,820461
21184196,Oscar By The Sea,BUS,BUS,845522,818871
21184201,SHA TIN WAI B/T,BUS,BUS,838282,826804
21184202,CHI FUK CIRCUIT,BUS,BUS,832069,839274
21184183,MILLENNIUM CITY,BUS,BUS,840835,819501
21184185,FANLING CENTRE,BUS,BUS,832730,839034
21184187,Heng Fa Chuen Playground,BUS,BUS,842968,815028
21184189,Fleming Road,BUS,BUS,835924,815409
621018,KWONG FUK,BUS,BUS,836040,834343
628978,Chai Wan Station,BUS,BUS,842460,814004
621022,Admiralty (Rodney Street),BUS,BUS,835151,815546
21184194,Wah Fu (North),BUS,BUS,832173,812756
21184195,One Victoria,BUS,BUS,839412,819293
621025,LEI PUI STREET BUS TERMINUS,BUS,BUS,832305,824822
21184203,T.K.O. INDUSTRIAL ESTATE BUS TERMINUS,BUS,BUS,845889,816034
21184200,YUEN CHAU KOK BUS TERMINUS,BUS,BUS,838789,826908
21184204,MONG KOK EAST STATION,BUS,BUS,835790,820388
21184178,Pedder Street,BUS,BUS,834268,815892
21172089,Siu Lun,BUS,BUS,815673,827373
21184179,Clementi Secondary School,BUS,BUS,838179,816503
21184181,LAGUNA PARK,BUS,BUS,841405,818777
620971,Garden Road Peak Tram Station,BUS,BUS,834469,815430
628716,SAI KUNG NORTH (SAI KUNG POLICE STATION),BUS,BUS,846113,827204
628925,CHUI YI STREET TAI PO,BUS,BUS,834831,834919
21176152,UNION PLAZA,BUS,BUS,832727,840118
21176153,Ma Wan Pier,BUS,BUS,823900,825166
21176154,Ka Loon Tsuen,BUS,BUS,821441,824177
21176151,FANLING STATION BBI - FANLING TOWN CENTRE,BUS,BUS,832483,839194
628844,Shek Mun Estate,BUS,BUS,839634,827697
620916,TAI PO MEGA MALL,BUS,BUS,835569,834642
21176157,KONG HA WAI,BUS,BUS,825345,832656
620990,Kotewall Road,BUS,BUS,832474,815817
628459,TSUI LAI GARDEN,BUS,BUS,831294,840855
21167511,Tseuk Luk Street,BUS,BUS,838404,821801
21167513,YAN FU HOUSE TIN FU COURT,BUS,BUS,817804,836097
628489,Shek Mun Kap,BUS,BUS,810938,814499
21167515,PO TAI STREET,BUS,BUS,841082,830532
628458,YEN CHOW STREET SHAM SHUI PO,BUS,BUS,834700,821371
628460,PEI HO STREET SHAM SHUI PO,BUS,BUS,834821,821239
21167523,Water World,BUS,BUS,835264,810819
21167528,apm MILLENNIUM CITY 5,BUS,BUS,841265,819286
628300,Outside Discovery Bay North Plaza,BUS,BUS,819723,818764
21167498,FORTRESS HILL STATION,BUS,BUS,837997,816589
21167503,JAT MIN CHUEN STREET,BUS,BUS,837792,826334
628209,TIN YUE HOUSE TIN KING ESTATE,BUS,BUS,814417,829587
628426,Ho King View,BUS,BUS,838915,816572
21167500,Healthy Village,BUS,BUS,839307,817023
628233,GREENWOOD TERRACE,BUS,BUS,842273,814184
628397,Raimondi College,BUS,BUS,833835,815532
628427,Broadwood Road,BUS,BUS,836954,815055
21167507,HIU LAI COURT,BUS,BUS,841730,819960
628155,St. Stephen's Girls' College,BUS,BUS,832829,816113
628282,HACTL,BUS,BUS,810788,817588
628097,Ocean Park,BUS,BUS,835967,812090
628342,MEI CHUNG COURT,BUS,BUS,835951,826770
21167502,Alexandra House,BUS,BUS,834351,815852
628213,FANLING STATION BBI - FANLING STATION,BUS,BUS,832390,839014
21167508,CHOI HUNG BBI - PIK HOI HOUSE,BUS,BUS,839128,821880
21167501,Concordia Lutheran School,BUS,BUS,838095,816208
21167506,Central Government Pier,BUS,BUS,833965,816501
628083,HO MAN TIN BUS TERMINUS,BUS,BUS,836712,819839
628383,THE LANDMARK,BUS,BUS,834350,815826
628401,LUEN BONG APARTMENT,BUS,BUS,831204,815956
21161683,TUEN MUN CENTRAL,BUS,BUS,815533,828056
21161682,SHEK KWAI HOUSE SHEK WAI KOK ESTATE,BUS,BUS,830888,826280
556058,Mass Transit Railway Tsing Yi Station-B Access,TRS,MTA,829109.07,824308.532
531051,Mass Transit Railway Hong Kong Station-A Access,TRS,MTA,834352,816162
549762,Mass Transit Railway Hong Kong Station-B2 Access,TRS,MTA,834426.951,816138.343
538318,Mass Transit Railway Hong Kong Station-F Access,TRS,MTA,834372.328,816265.182
539754,Mass Transit Railway Hong Kong Station-B1 Access,TRS,MTA,834400.193,816135.672
554004,Mass Transit Railway Hong Kong Station-E Access,TRS,MTA,834245.066,816243.829
539009,Mass Transit Railway Hong Kong Station-C Access,TRS,MTA,834234.6512,816031.3326
535336,Mass Transit Railway Hong Kong Station-D Access,TRS,MTA,834255.9381,816225.5511
21070349,Mass Transit Railway Ocean Park Station-C Access,TRS,MTA,836061.522,812248.395
21070330,Mass Transit Railway Ocean Park Station-A Access,TRS,MTA,835960.7421,812174.8343
21070346,Mass Transit Railway Ocean Park Station-B Access,TRS,MTA,836024.175,812150.718
21139987,Mass Transit Railway Hin Keng Station-A Access,TRS,MTA,835654.037,824946.54
529526,Mass Transit Railway Chai Wan Station-C Access,TRS,MTA,842487.828,814015.008
540443,Mass Transit Railway Chai Wan Station-A Access,TRS,MTA,842446.5251,813892.6211
530437,Mass Transit Railway Chai Wan Station-D Access,TRS,MTA,842511.962,814066.098
536482,Mass Transit Railway Chai Wan Station-B Access,TRS,MTA,842443.797,813924.244
553776,Mass Transit Railway Chai Wan Station-E Access,TRS,MTA,842431.535,813899.356
545917,Mass Transit Railway Heng Fa Chuen Station-A1 Access,TRS,MTA,842753.195,815356.489
544283,Mass Transit Railway Heng Fa Chuen Station-A2 Access,TRS,MTA,842795.25,815301.555
543299,Mass Transit Railway Tung Chung Station-B Access,TRS,MTA,811951.1097,816695.1859
544788,Mass Transit Railway Tung Chung Station-D Access,TRS,MTA,812042.9986,816744.1266
537654,Mass Transit Railway Tung Chung Station-C Access,TRS,MTA,812035.565,816771.674
561160,Mass Transit Railway Tung Chung Station-A Access,TRS,MTA,811971.9128,816687.7632
535808,Mass Transit Railway Kwai Fong Station-E Access,TRS,MTA,831222.8731,824219.7901
529768,Mass Transit Railway Kwai Fong Station-B Access,TRS,MTA,831179.7864,824128.1074
530304,Mass Transit Railway Kwai Fong Station-A Access,TRS,MTA,831257.6147,824237.6205
543351,Mass Transit Railway Kwai Fong Station-C Access,TRS,MTA,831165.7175,824138.5298
529544,Mass Transit Railway Kwai Fong Station-D Access,TRS,MTA,831241.7939,824248.0346
21070328,Mass Transit Railway Wong Chuk Hang Station-B Access,TRS,MTA,835234.6354,812109.2432
21070329,Mass Transit Railway Wong Chuk Hang Station-A2 Access,TRS,MTA,835348.493,812158.978
21081877,Mass Transit Railway Wong Chuk Hang Station-A1 Access,TRS,MTA,835322.8995,812153.292
533012,Mass Transit Railway Yau Tong Station-B1 Access,TRS,MTA,842437.1152,817737.8378
21015045,Mass Transit Railway Yau Tong Station-A1 Access,TRS,MTA,842537.062,817592.753
533059,Mass Transit Railway Yau Tong Station-A2 Access,TRS,MTA,842521.353,817582.281
545338,Mass Transit Railway Yau Tong Station-B2 Access,TRS,MTA,842422.364,817727.523
538215,Mass Transit Railway Heng On Station-B Access,TRS,MTA,841318.2,830939.87
538174,Mass Transit Railway Heng On Station-A Access,TRS,MTA,841305.2,830943.87
537704,Mass Transit Railway Heng On Station-C Access,TRS,MTA,841334.6873,831009.0157
543920,Mass Transit Railway Che Kung Temple Station-D Access,TRS,MTA,837240.9748,826160.8451
538177,Mass Transit Railway Che Kung Temple Station-C Access,TRS,MTA,837242.6242,826185.6047
538554,Mass Transit Railway Che Kung Temple Station-A Access,TRS,MTA,837184.7227,826188.3438
563799,Mass Transit Railway Che Kung Temple Station-E Access,TRS,MTA,837267.8811,826184.4674
561144,Mass Transit Railway Che Kung Temple Station-B Access,TRS,MTA,837183.0661,826163.6368
563800,Mass Transit Railway Che Kung Temple Station-F Access,TRS,MTA,837305.746,826182.547
555254,Mass Transit Railway Long Ping Station-B2 Access,TRS,MTA,820480.187,834240.246
537351,Mass Transit Railway Long Ping Station-E Access,TRS,MTA,820786.144,834244.016
543847,Mass Transit Railway Long Ping Station-C Access,TRS,MTA,820623.818,834245.077
537144,Mass Transit Railway Long Ping Station-F Access,TRS,MTA,820787.9896,834269.1552
536969,Mass Transit Railway Long Ping Station-D Access,TRS,MTA,820731.4913,834244.7506
536707,Mass Transit Railway Long Ping Station-A Access,TRS,MTA,820571.123,834263.593
546780,Mass Transit Railway Long Ping Station-B1 Access,TRS,MTA,820600.2,834239.87
546984,Mass Transit Railway Ngau Tau Kok Station-A Access,TRS,MTA,840647.124,819615.1349
530416,Mass Transit Railway Ngau Tau Kok Station-B2 Access,TRS,MTA,840628.269,819662.1954
529903,Mass Transit Railway Ngau Tau Kok Station-B6 Access,TRS,MTA,840554.0635,819554.1683
545844,Mass Transit Railway Ngau Tau Kok Station-B4 Access,TRS,MTA,840565.2137,819652.6189
21129391,Mass Transit Railway Ngau Tau Kok Station-B Access,TRS,MTA,840613.664,819628.487
545023,Mass Transit Railway Ngau Tau Kok Station-B3 Access,TRS,MTA,840583.3418,819672.5438
538954,Mass Transit Railway Ngau Tau Kok Station-B5 Access,TRS,MTA,840582.0798,819564.5167
552358,Mass Transit Railway Ngau Tau Kok Station-B1 Access,TRS,MTA,840657.0426,819641.4986
557272,Mass Transit Railway Ma On Shan Station-A2 Access,TRS,MTA,841910.2,831759.87
538173,Mass Transit Railway Ma On Shan Station-B Access,TRS,MTA,841898.406,831706.948
538172,Mass Transit Railway Ma On Shan Station-A1 Access,TRS,MTA,841865.2,831744.87
537497,Mass Transit Railway Mong Kok East Station-A Access,TRS,MTA,835833,820298
563091,Mass Transit Railway Mong Kok East Station-D Access,TRS,MTA,835833.293,820404.341
529303,Mass Transit Railway Mong Kok East Station-B Access,TRS,MTA,835816.7985,820298.2253
532892,Mass Transit Railway Mong Kok East Station-C Access,TRS,MTA,835821.826,820397.973
530421,Mass Transit Railway Lai King Station-B Access,TRS,MTA,831008.76,823265.144
530344,Mass Transit Railway Lai King Station-A3 Access,TRS,MTA,831053.566,823202.943
543671,Mass Transit Railway Lai King Station-C Access,TRS,MTA,831033.238,823304.754
543202,Mass Transit Railway Lai King Station-A1 Access,TRS,MTA,831081.175,823212.225
544980,Mass Transit Railway Lai King Station-A2 Access,TRS,MTA,831073.8973,823248.8087
547252,Mass Transit Railway Disneyland Resort Station-A Access,TRS,MTA,822720.3264,819585.6002
563934,Mass Transit Railway Tin Shui Wai Station-C Access,TRS,MTA,818527.0305,834305.3366
552881,Mass Transit Railway Tin Shui Wai Station-E3 Access,TRS,MTA,818661.681,834412.268
543846,Mass Transit Railway Tin Shui Wai Station-E1 Access,TRS,MTA,818640.026,834433.922
549016,Mass Transit Railway Tin Shui Wai Station-A Access,TRS,MTA,818429.233,834163.109
552845,Mass Transit Railway Tin Shui Wai Station-E2 Access,TRS,MTA,818649.973,834424.27
537111,Mass Transit Railway Tin Shui Wai Station-B Access,TRS,MTA,818413.807,834181.175
540666,Mass Transit Railway Tin Shui Wai Station-D Access,TRS,MTA,818621.937,834413.898
21117709,MTR Lok Ma Chau Station-A Exit,TRS,MTA,824881.081,841697.175
540686,Mass Transit Railway Kwai Hing Station-D Access,TRS,MTA,831557.0569,824939.001
550071,Mass Transit Railway Kwai Hing Station-B Access,TRS,MTA,831567.596,824845.76
549160,Mass Transit Railway Kwai Hing Station-C Access,TRS,MTA,831553.221,824829.4767
560612,Mass Transit Railway Kwai Hing Station-E Access,TRS,MTA,831572.765,824836.193
530431,Mass Transit Railway Kwai Hing Station-A Access,TRS,MTA,831572.2973,824954.7072
541008,Mass Transit Railway Tai Shui Hang Station-A Access,TRS,MTA,840944.2,829821.87
538106,Mass Transit Railway Tai Shui Hang Station-B Access,TRS,MTA,840953.2,829816.87
542260,Mass Transit Railway Sha Tin Wai Station-A Access,TRS,MTA,838097.2943,826402.6094
538176,Mass Transit Railway Sha Tin Wai Station-C Access,TRS,MTA,838174.789,826462.138
537493,Mass Transit Railway Sha Tin Wai Station-D Access,TRS,MTA,838179.615,826456.775
559035,Mass Transit Railway Sha Tin Wai Station-B Access,TRS,MTA,838101.853,826396.71
538175,Mass Transit Railway Shek Mun Station-B Access,TRS,MTA,839486.6953,827573.3892
538107,Mass Transit Railway Shek Mun Station-D Access,TRS,MTA,839544.7101,827636.7932
537562,Mass Transit Railway Shek Mun Station-C Access,TRS,MTA,839538.0526,827643.7677
530719,Mass Transit Railway Shek Mun Station-A Access,TRS,MTA,839478.7698,827581.3147
536860,Mass Transit Railway Kam Sheung Road Station-A Access,TRS,MTA,824533.324,832894.703
549134,Mass Transit Railway Kam Sheung Road Station-D Access,TRS,MTA,824620.168,832757.97
536875,Mass Transit Railway Kam Sheung Road Station-B Access,TRS,MTA,824552.561,832904.535
536876,Mass Transit Railway Kam Sheung Road Station-C Access,TRS,MTA,824641.479,832771.585
559491,Mass Transit Railway Wu Kai Sha Station-A1 Access,TRS,MTA,843153,832264
540726,Mass Transit Railway Wu Kai Sha Station-A2 Access,TRS,MTA,843155,832226
537846,Mass Transit Railway Wu Kai Sha Station-B Access,TRS,MTA,843165.602,832188.3524
557878,Mass Transit Railway Tiu Keng Leng Station-A1 Access,TRS,MTA,844083,818393
548200,Mass Transit Railway Tiu Keng Leng Station-A2 Access,TRS,MTA,844098,818377
535493,Mass Transit Railway Tiu Keng Leng Station-B Access,TRS,MTA,844042,818351
558469,Mass Transit Railway City One Station-A Access,TRS,MTA,838967.2597,827033.6647
545587,Mass Transit Railway City One Station-C Access,TRS,MTA,839035.6662,827103.605
538216,Mass Transit Railway City One Station-B Access,TRS,MTA,838974.9286,827025.9958
538108,Mass Transit Railway City One Station-D Access,TRS,MTA,839043.642,827097.47
21129393,Mass Transit Railway Kwun Tong Station-C Access,TRS,MTA,841381.147,819265.871
530419,Mass Transit Railway Kwun Tong Station-A2 Access,TRS,MTA,841290,819270
21129395,Mass Transit Railway Kwun Tong Station-D Access,TRS,MTA,841458.901,819190.463
21129394,Mass Transit Railway Kwun Tong Station-B Access,TRS,MTA,841363.727,819235.001
545453,Mass Transit Railway Kwun Tong Station-A1 Access,TRS,MTA,841308.894,819309.698
529956,Mass Transit Railway Kwun Tong Station-C2 Access,TRS,MTA,841420,819256
21129392,Mass Transit Railway Kwun Tong Station-A Access,TRS,MTA,841300.163,819290.966
543055,Mass Transit Railway Kwun Tong Station-D4 Access,TRS,MTA,841462,819165
530417,Mass Transit Railway Kwun Tong Station-D1 Access,TRS,MTA,841486,819201
530434,Mass Transit Railway Kwun Tong Station-C3 Access,TRS,MTA,841335,819307
530435,Mass Transit Railway Kwun Tong Station-B2 Access,TRS,MTA,841345,819171
537985,Mass Transit Railway Kwun Tong Station-D3 Access,TRS,MTA,841434,819187
544730,Mass Transit Railway Kwun Tong Station-C1 Access,TRS,MTA,841420,819274
544766,Mass Transit Railway Kwun Tong Station-B1 Access,TRS,MTA,841351,819178
546094,Mass Transit Railway Kwun Tong Station-B3 Access,TRS,MTA,841334,819201
529791,Mass Transit Railway Kwun Tong Station-D2 Access,TRS,MTA,841468,819213
533555,Mass Transit Railway Po Lam Station-B1 Access,TRS,MTA,844660.9978,820341.7554
534079,Mass Transit Railway Po Lam Station-A1 Access,TRS,MTA,844566.506,820435.522
534080,Mass Transit Railway Po Lam Station-C Access,TRS,MTA,844601.789,820387.431
537916,Mass Transit Railway Po Lam Station-A2 Access,TRS,MTA,844581.9727,820450.7473
552660,Mass Transit Railway Po Lam Station-B3 Access,TRS,MTA,844657.2567,820312.9642
563878,Mass Transit Railway Po Lam Station-B2 Access,TRS,MTA,844651.09,820317.83
531909,Mass Transit Railway Tsuen Wan Station-D Access,TRS,MTA,830128.719,826069.605
529543,Mass Transit Railway Tsuen Wan Station-B1 Access,TRS,MTA,830230,825996
563463,Mass Transit Railway Tsuen Wan Station-A Access,TRS,MTA,830077.422,826096.757
549015,Mass Transit Railway Tsuen Wan Station-C Access,TRS,MTA,830259.4858,826027.7547
531910,Mass Transit Railway Tsuen Wan Station-E Access,TRS,MTA,830234.4617,826018.1286
548957,Mass Transit Railway Tsuen Wan Station-A3 Access,TRS,MTA,830008.2,826101.87
562889,Mass Transit Railway Tsuen Wan Station-B2 Access,TRS,MTA,830260,825982
537893,Mass Transit Railway Tsuen Wan Station-A2 Access,TRS,MTA,830062.2,826077.87
530432,Mass Transit Railway Tsuen Wan Station-A1 Access,TRS,MTA,830093.2,826066.87
557565,Mass Transit Railway Tsuen Wan Station-B3 Access,TRS,MTA,830268.2,826000.87
538592,Mass Transit Railway Tsuen Wan Station-A4 Access,TRS,MTA,830055.2,826105.87
563166,Mass Transit Railway Tuen Mun Station-C3 Access,TRS,MTA,815288,828356
537327,Mass Transit Railway Tuen Mun Station-F1 Access,TRS,MTA,815302.6876,828587.0354
543845,Mass Transit Railway Tuen Mun Station-A Access,TRS,MTA,815245.0021,828359.2417
563302,Mass Transit Railway Tuen Mun Station-E Access,TRS,MTA,815335.9779,828562.4817
536659,Mass Transit Railway Tuen Mun Station-B Access,TRS,MTA,815268.078,828329.414
555239,Mass Transit Railway Tuen Mun Station-F2 Access,TRS,MTA,815326.3606,828581.1927
563303,Mass Transit Railway Tuen Mun Station-D Access,TRS,MTA,815313.9422,828469.9144
548265,Mass Transit Railway Tuen Mun Station-C1 Access,TRS,MTA,815327.273,828340.259
552197,Mass Transit Railway Tuen Mun Station-C2 Access,TRS,MTA,815354,828368
536942,Mass Transit Railway Siu Hong Station-A Access,TRS,MTA,815852.8348,830198.9108
544462,Mass Transit Railway Siu Hong Station-F Access,TRS,MTA,815912.908,830316.801
