GEONAMEID,ENGLISHNAME,CLASS,TYPE,EASTING,NORTHING
21167610,"Near President Theatre, Cannon Street",BUS,MIN,836956,815843
21156187,Diamond Hill Station Public Transport Interchange,BUS,MIN,838883,822384
21156199,Hang Hau (North) Public Transport Interchange,BUS,MIN,845759,819882
21156201,Wai Yi Street,BUS,MIN,835073,834259
21156203,Nam Shing Street GMB Stop,BUS,MIN,835123,834292
21156207,"Wun Yiu Road, San Uk Ka",BUS,MIN,834849,832322
21156211,"Tsing Chuen Wai Road, Tsing Chuen Wai",BUS,MIN,816103,831575
21156220,No. 33 Wo Yi Hop Road,BUS,MIN,832186,825239
21156221,Lei Muk Road near Shek Yam Shopping Centre,BUS,MIN,832329,825852
21156231,"Haiphong Road, Junction With Lock Road",BUS,MIN,835713,817697
21156233,Tseng Tau Tsuen,BUS,MIN,845716,831954
21156234,Wang Toi Shan Playground,BUS,MIN,827892,833561
21156246,Kowloon Tong (Suffolk Road) Public Transport Interchange,BUS,MIN,836258,821931
21156249,Fung Yuen,BUS,MIN,836618,836199
21167592,Fo Tan Cottage Area,BUS,MIN,837431,828975
21167595,Bus lay-by at Lok Shun Path outside Royal Ascot,BUS,MIN,838695,828882
21167597,Sha Tin Station,BUS,MIN,837378,827122
21167615,Tai Po Market (Wai Yan Street) Terminus,BUS,MIN,835071,834377
21167616,Wong Chuk Yeung Village,BUS,MIN,836366,828740
21152437,Lockhart Road,BUS,MIN,836950,815759
21156181,Tin Hau Station Bus Terminus,BUS,MIN,837771,815977
21156195,"Fung Shing Street, outside Hill Top Gardens",BUS,MIN,839807,822542
21156204,"Sam Mun Tsai Road, opposite Springdale Garden",BUS,MIN,840055,835267
21156212,Sheung Shui Station Public Light Bus Terminus,BUS,MIN,831217,840270
21156225,On Yam Estate Bus Terminus,BUS,MIN,832650,825689
21156230,Tin Shui Commercial Complex,BUS,MIN,817944,835084
21156232,University Station Bus Terminus,BUS,MIN,839761,830379
21156241,Layby on Lei Muk Road outside Ning Fung Court,BUS,MIN,832321,825873
21156242,San Fung Avenue,BUS,MIN,831104,840469
21156244,Tan Chuk Hang (Sze Tau Leng Tsuen),BUS,MIN,836586,840887
21156250,Choi Ming Public Transport Interchange,BUS,MIN,843985,818557
21156252,Wu Kau Tang,BUS,MIN,843074,840882
21156262,"First floor, Departure Deck, HZMB Hong Kong Port Passenger Clearance Building",BUS,MIN,812919,819827
21167593,Fo Tan Chun Yeung Estate Public Transport Lay-bys,BUS,MIN,837643,828872
21167604,Wong Chuk Hang Station,BUS,MIN,835342,812159
21187919,Fanling (Tong Kung Leng) Minibus Terminus,BUS,MIN,828471,838343
21156192,"Chak On Road, outside Lai Chak House, Chak On Estate",BUS,MIN,835015,822383
21156200,Tai Po Market Station Minibus Terminus,BUS,MIN,835604,833821
21156205,"Tai Wo Service Road West, outside Wai Tau Tsuen",BUS,MIN,833369,836039
21156206,Kam Shan Road,BUS,MIN,834251,834357
21156209,Bayshore Towers Bus Terminus,BUS,MIN,841875,831798
21156222,Tsuen Wan Chung On Street,BUS,MIN,830043,825545
21156235,"Ma Wo Road, Classical Garden",BUS,MIN,834577,833669
21156239,Bellagio,BUS,MIN,824381,825346
21167601,Tai Po Market (Tsing Yuen Market) Terminus,BUS,MIN,835053,834407
21167619,Yuen Long Stadium,BUS,MIN,820323,833761
21167620,Lei Muk Shue Estate Public Transport Interchange,BUS,MIN,832139,826484
21167621,Tso Kung Street Public Light Bus (Scheduled) Service Terminus,BUS,MIN,829583,825992
21187915,Castle Peak Road - San Tin,BUS,MIN,826086,839888
21167558,Cheung On Bus Terminus,BUS,MIN,828643,824709
21167574,Peking Road outside Mary Building,BUS,MIN,835714,817490
21167585,Fo Tan (Chun Yeung Estate),BUS,MIN,837723,828874
21184242,Po Tat Estate Public Transport Interchange,BUS,MIN,842366,819838
21184265,Tsuen Wan (Chuen Lung Street),BUS,MIN,829947,825619
21167550,Fo Tan Cottage Area,BUS,MIN,837472,828998
21167553,"Lok Fung Path, outside Mountainbille Court",BUS,MIN,838318,829165
21167557,Tsing Yi Ferry Pier Terminus,BUS,MIN,829314,823851
21167561,Tsuen Wan Market Street,BUS,MIN,830100,825833
21167581,Tsing Yi Ferry Pier Terminus,BUS,MIN,829236,823789
21167588,Hung Hom (Hung Luen Road) GMB Terminus,BUS,MIN,837485,818079
21184260,On Yam Estate (On Chit Street),BUS,MIN,832659,825980
21184261,Yau Tong (Yau Lai Estate) Minibus Terminus,BUS,MIN,842370,817813
21184262,Tsuen Wan (Shiu Wo Street),BUS,MIN,830127,825902
21184269,Shan Pui Road Near United Court,BUS,MIN,821408,834756
21184294,Ki Lun Tsuen Minibus Terminus,BUS,MIN,828202,839473
21184298,United Christian Hospital Minibus Terminus,BUS,MIN,841517,820438
21184317,Ngau Pei Sha Street Minibus Terminus,BUS,MIN,839294,826942
21167560,Shan Mei Street Bus Terminus,BUS,MIN,838060,828575
21167562,Prince of Wales Hospital,BUS,MIN,838803,826897
21167579,"Ming Kum Road, opposite Po Tin Estate Shopping Centre",BUS,MIN,814696,830051
21167584,Lee On Lane,BUS,MIN,840886,821408
21184244,Sau Fung Street,BUS,MIN,842237,819841
21184263,Fu Yung Shan (Chuk Lam Sim Yuen),BUS,MIN,830700,826616
21184276,New Kwai Fong Gardens,BUS,MIN,831187,824094
21184323,"Pat Heung Road, (near Tai Lam Bus-Bus Interchange) Minibus Terminus",BUS,MIN,824502,831240
21197104,桂林街近门牌81号,BUS,MIN,834547,821133
21167552,"Tak Hau Street, outside Tak Wo House, Wo Che Estate",BUS,MIN,838123,827572
21167564,Hang Hau Station Public Transport Interchange,BUS,MIN,845270,819653
21167567,Fu Cheong Estate,BUS,MIN,834012,821133
21167568,Tung Lo Wan Hill Road,BUS,MIN,836650,826866
21167569,Tsz Wan Shan (North) (Bus Stop),BUS,MIN,838476,823530
21167575,Bus lay-by at Lok Shun Path outside Royal Ascot,BUS,MIN,838775,829012
21167577,Tung Lo Wan Hill Road,BUS,MIN,836665,826801
21167583,Shun On Road,BUS,MIN,841368,820795
21167587,"Broadcast Drive, outside Jumbo Court",BUS,MIN,836762,822623
21184275,Rambler Crest Tower 3,BUS,MIN,829370,822656
21184301,Caritas Medical Centre Minibus Terminus,BUS,MIN,833839,822443
21184316,San Fat Street MiniBus Terminus,BUS,MIN,831161,840396
21197110,Castle Peak Road near Fat Tseung Street,BUS,MIN,834246,822082
21197111,"Ko Ling Road, opposite to House No. 8",BUS,MIN,841719,818300
21167570,North District Hospital,BUS,MIN,830953,839684
21184240,Pak Shek Kok Public Transport Terminus,BUS,MIN,838825,832495
21184241,Pak Shek Kok Public Transport Terminus,BUS,MIN,838825,832495
21184253,Yau Tong Public Transport Interchange,BUS,MIN,842629,817429
21184255,Lei Yue Mun Estate Public Transport Interchange,BUS,MIN,842712,817314
21184277,Cheung Ching Bus Terminus,BUS,MIN,829036,823271
21184295,Park YOHO Transport Interchange,BUS,MIN,823411,834680
21184312,Yue Man Square Public Transport Interchange,BUS,MIN,841184,819477
21184318,Tsuen Wan West Station Public Transport Interchange,BUS,MIN,829344,825515
21167551,"Lung Pak Street, outside Cypress Court, Worldwide Garden",BUS,MIN,836525,824987
21167559,Chung On Street,BUS,MIN,830162,825750
21167565,Wai Man Road PLB Terminus,BUS,MIN,846323,827074
21167566,Mount Davis Road opposite Greenery Garden,BUS,MIN,831305,815128
21167573,Ping Shek Public Transport Interchange,BUS,MIN,839690,821658
21167582,"Hiram's Highway, outside Marina Cove",BUS,MIN,844069,824515
21167586,Shek Yam Bus Terminus,BUS,MIN,832377,825687
21184250,Shek Wu Tong (Ho Pui) Minibus Terminus,BUS,MIN,825049,830474
21184259,Tsuen Wan (Chuen Lung Street),BUS,MIN,829960,825636
21184264,Shek Lei (Lei Pui Street),BUS,MIN,832286,824832
21184272,Tsing Yi MTR Station Minibus Terminus,BUS,MIN,829032,824529
21184282,Mayfair Gardens Minibus Terminus,BUS,MIN,829064,822763
21184290,Yue Man Square Public Transport Interchange,BUS,MIN,841236,819490
21184303,"Leung King Plaza, Leung King Estate",BUS,MIN,814338,829723
21184309,Pak Kong Au Road,BUS,MIN,845292,827057
21184322,Lok Ma Chau (San Tin) Public Transport Interchange,BUS,MIN,826502,840332
21197107,Sui Wan Road,BUS,MIN,833751,839876
21197109,Sham Mong Road opposite to Ying Wa College,BUS,MIN,833709,821137
21167555,NGAN O ROAD,BUS,MIN,845525,819513
21167571,Tai Kok Tsui (Island Harbourview) Public Transport Interchange,BUS,MIN,834407,819949
21167572,"Lockhart Road, outside The Broadway",BUS,MIN,835604,815464
21184251,Kam Po Road,BUS,MIN,825455,831026
21184278,Hong Kong United Dockyard Minibus Terminus,BUS,MIN,826767,823594
21184286,"Unnamed Access Road, Near Riva",BUS,MIN,823698,833654
21184288,Kam Sheung Road Station Public Transport Interchange,BUS,MIN,824742,832809
21184291,Yue Man Square Public Transport Interchange,BUS,MIN,841236,819490
21184293,Shan Ha Tsuen Minibus Terminus,BUS,MIN,819803,832556
21184299,On Wah Street,BUS,MIN,840360,820276
21184306,Olympic Station Public Transport Interchange,BUS,MIN,834588,819961
21184307,Yi Chun Street,BUS,MIN,846029,826816
21197105,Tin Shui Wai Hospital,BUS,MIN,817612,835518
21167554,HONG KEUNG STREET,BUS,MIN,838375,821744
21167578,Tuen Mun Ferry Pier (Public Light Bus (Scheduled Services) Terminus on Wu Shan Road),BUS,MIN,814974,826144
21184243,Lei Yue Mun Road outside Lam Tin Public Transport Interchange,BUS,MIN,842111,818649
21184256,Yuen Long (Sung Shan San Tsuen) Minibus Terminus,BUS,MIN,822927,831629
21184271,Tsing Yi MTR Station Minibus Terminus,BUS,MIN,829032,824529
21184279,Tai Sang Wai Village Office Minibus Terminus,BUS,MIN,822609,836836
21184287,Kam Tin (Pak Wai Tsuen) Minibus Terminus,BUS,MIN,824384,834350
21184300,Choi Wing Road,BUS,MIN,840502,820915
21184311,Hong Kin Road,BUS,MIN,846220,826405
21184319,Ngau Pei Sha Street Minibus Terminus,BUS,MIN,839294,826944
21184320,Kam Sheung Road Station Public Transport Interchange,BUS,MIN,824716,832773
21197106,Lung Sum Avenue,BUS,MIN,831233,840380
21172186,Lam Tin Station Public Transport Interchange,BUS,MIN,842142,818656
21172200,JAFFE ROAD,BUS,MIN,836845,815786
21176166,TAI WAI NEW VILLAGE ROAD,BUS,MIN,835990,826158
21176170,Cheung Wang Estate Minibus Terminus,BUS,MIN,827954,824249
21176174,Laguna City Minibus Terminus,BUS,MIN,841597,818645
21176175,Lion Rock Road,BUS,MIN,837441,821200
21176227,Near 1 Science Park West Avenue,BUS,MIN,839885,831739
21176235,Tsuen Tak Gardens,BUS,MIN,828983,826292
21184212,Sai Yeung Choi Street South,BUS,MIN,835476,820364
21184217,"UNNAMED ACCESS ROAD, near Lok Ma Chau Station",BUS,MIN,824907,841704
21184237,Belvedere Garden,BUS,MIN,828453,825731
21172202,LIN MA HANG ROAD,BUS,MIN,835008,845965
21176179,Laguna City Minibus Terminus,BUS,MIN,841647,818691
21176183,Hong Kong University of Science and Technology (South Station),BUS,MIN,845217,821623
21176185,Kai Yan Street,BUS,MIN,839339,821113
21176196,Fook Hong Street,BUS,MIN,821002,833971
21176197,Ha Wan Tsuen East Road,BUS,MIN,825723,841718
21176198,Ping Ting Road,BUS,MIN,839470,822317
21176229,Pak Shek Kok (Fo Shing Road) Public Transport Interchange,BUS,MIN,838873,832431
21184226,Kwai Shing (Kwai Hau Street) Minibus Terminus,BUS,MIN,830911,824852
21184238,Hong Man Street,BUS,MIN,842264,814179
21172182,Po Ning Lane,BUS,MIN,845742,819983
21172184,Po Toi O Chuen Road,BUS,MIN,848506,815053
21172185,Tsui Lam Bus Terminus,BUS,MIN,843718,820437
21176171,Tam Kon Shan Road,BUS,MIN,828544,824777
21176177,United Christian Hospital Minibus Terminus,BUS,MIN,841519,820438
21176182,Sheung Yee Road,BUS,MIN,839455,820185
21176186,Island Harbourview,BUS,MIN,834401,819982
21176192,Shun On Road,BUS,MIN,841451,820823
21176203,Sai On Street,BUS,MIN,834025,812231
21176207,Yue Man Square Public Transport Interchange,BUS,MIN,841234,819488
21176214,"Lok Shun Path, outside Royal Ascot",BUS,MIN,838774,829007
21176217,Hin Tai Street,BUS,MIN,836168,824783
21176218,Che Kung Miu Road,BUS,MIN,835740,824974
21176221,Lai Kong Street,BUS,MIN,831491,823355
21176223,Wah Yuen Drive,BUS,MIN,832017,823473
21184210,Ma Wang Road,BUS,MIN,820515,834242
21184225,Hoi Kwai Road Public Transport Interchange Minibus Terminus,BUS,MIN,829453,825458
21184230,Tsuen Wan Centre,BUS,MIN,829162,826646
21172189,SHING FONG STREET,BUS,MIN,831173,824486
21172194,NGONG WAN ROAD,BUS,MIN,831322,820049
21172204,Tin Wan Estate Minibus Terminus,BUS,MIN,833450,812424
21176164,Ap Lei Chau Bridge Road,BUS,MIN,833574,811720
21176178,Domain,BUS,MIN,842613,817451
21176201,Ka Lung Road,BUS,MIN,826390,838863
21176205,Kung Um Road,BUS,MIN,820459,832294
21176224,Yiu On Estate Bus Terminus,BUS,MIN,841728,831119
21176225,Queen Mary Hospital,BUS,MIN,831531,814608
21184224,Kwai Hing Government Offices,BUS,MIN,831591,824879
21184239,North Point Ferry Pier Public Transport Interchange,BUS,MIN,838851,817157
21172187,"Po Hong Road, opposite Tseung Kwan O Village",BUS,MIN,843861,820939
21172191,HAM TIN STREET,BUS,MIN,830106,825444
21172196,HING NING ROAD,BUS,MIN,831205,824243
21172198,HING NING ROAD,BUS,MIN,831213,824263
21172203,Cyberport Bus Terminus,BUS,MIN,831444,813731
21176160,"Ngan Shing Street, outside City One Shatin",BUS,MIN,838994,827518
21176168,Clear Water Bay Second Beach,BUS,MIN,847630,816455
21176169,Shek Pai Street,BUS,MIN,832348,824998
21176173,KWAI SHING CIRCUIT,BUS,MIN,831198,824809
21176180,Lee On Road,BUS,MIN,841238,821485
21176184,Tseung Kwan O Station Public Transport Interchange,BUS,MIN,844874,818847
21176188,Hoi Kwai Road Public Transport Interchange,BUS,MIN,829450,825462
21176189,Riviera Gardens,BUS,MIN,829823,824865
21176194,Shek Kok Road,BUS,MIN,846261,817575
21176206,"Yuk Nga Lane, outside Yan Chai Hospital Lan Chi Pat Memorial Secondary School",BUS,MIN,844260,820592
21184218,Tin Yan Shopping Centre,BUS,MIN,817695,835907
21184231,Tsuen Wan (Hoi Pa Street),BUS,MIN,830117,825764
21184234,Fort Street,BUS,MIN,838238,816736
21184235,Tsuen Wan Station,BUS,MIN,830302,825936
21172181,Tsui Lam Indoor Creation Centre,BUS,MIN,843745,820369
21172183,Clear Water Bay Road,BUS,MIN,848078,817497
21172193,Container Port Road Public Transport Interchange Minibus Terminus,BUS,MIN,831091,823937
21176187,Sham Mong Road,BUS,MIN,834515,820390
21176195,Tseung Kwan O Industrial Estate,BUS,MIN,845884,816045
21176204,Kung Um Road,BUS,MIN,819708,830487
21176209,Kai Cheung Road outside Hong Kong Auxiliary Police Headquarters,BUS,MIN,839418,820719
21172199,Hing Ning Road,BUS,MIN,831184,824212
21176167,"Mau Tai Road, outside Block 2, Verbena Heights",BUS,MIN,844456,820346
21176190,Kai Cheung Road,BUS,MIN,839376,820686
21176191,Shun On Road,BUS,MIN,841576,820758
21176208,Tiu Keng Leng Station Public Transport Interchange,BUS,MIN,844049,818461
21176219,"Sui Wo Road, Ville de Jardin",BUS,MIN,837409,827941
21176220,Pictorial Garden,BUS,MIN,839667,828561
21184214,Lok Wah Minibus Terminus,BUS,MIN,840684,820163
21184215,Yue Man Square Public Transport Interchange,BUS,MIN,841250,819522
21184219,Shenzhen Bay Port,BUS,MIN,812582,840266
21184221,Lok Ma Chau Control Point,BUS,MIN,825774,840949
21184228,Tsuen Wan (Chuen Lung Street),BUS,MIN,830105,825891
21184236,Yau Kom Tau Village,BUS,MIN,828026,825903
21167627,Kwong Tin Estate Bus Terminus,BUS,MIN,842913,818194
21167631,SHING KAI ROAD,BUS,MIN,839129,821459
21167634,QUEEN ELIZABETH HOSPITAL ROAD,BUS,MIN,836130,818870
21167650,Hoi Lai Estate,BUS,MIN,833246,821444
21167659,"Wing Chuk Street, outside Cheung Yuen House, Chuk Yuen North Estate",BUS,MIN,838071,823076
21167702,PING LAN STREET,BUS,MIN,834223,811743
21172130,"Hiu Kwong Street, outside Hiu Shun House, Hiu Lai Court",BUS,MIN,841698,820000
21172131,"Sau Lai Street, outside Hiu Lai Shopping Centre",BUS,MIN,841719,820184
21172132,Sau Mau Ping (Upper) Bus Terminus,BUS,MIN,842360,819553
21172137,Ping Tin Public Transport Interchange,BUS,MIN,842323,818700
21172148,PIK TIN STREET,BUS,MIN,835735,826492
21167629,"Tsui Ping (South) Estate, outside Tsui Chung House",BUS,MIN,842190,819345
21167638,"Lee Garden Road, outside Phoenix Apartments",BUS,MIN,836995,815493
21167644,"NGONG SHUNG ROAD near Hoi Hong Lau, Government Dockyard",BUS,MIN,832485,820401
21167652,"Ngau Chi Wan Street opposite Fung Chak House, Choi Wan Estate",BUS,MIN,840528,821750
21167656,"Fung Shing Street, outside Aria",BUS,MIN,840022,822274
21167676,"Hang Hong Street, outside Tsang Pik Shan Secondary School",BUS,MIN,841612,831396
21167679,Siu Hang Tsuen Minibus Terminus,BUS,MIN,815147,830540
21167682,"Hong Keung Street, outside On Keung Building",BUS,MIN,838300,821705
21167724,Pok Chuen Path,BUS,MIN,838589,825874
21172126,LAI KONG STREET,BUS,MIN,831504,823422
21172145,"Mei Tin Shopping Centre, Mei Tin Estate",BUS,MIN,835631,826334
21167635,Wa Shan Tsuen Access Road,BUS,MIN,831918,841794
21167655,"Fung Shing Street, outside Fung Shing Street Disciplined Services Quarters",BUS,MIN,840103,822150
21167662,Lok Fu MTR Station Minibus Terminus,BUS,MIN,837438,822067
21167667,"King Tung Street, Kingsford Terrace",BUS,MIN,839703,822407
21167680,Siu Hang Tsuen Minibus Terminus,BUS,MIN,815146,830531
21167686,Tsing Yi Estate Minibus Terminus,BUS,MIN,828678,823848
21167687,KWAI FONG STATION,BUS,MIN,831190,824107
21167688,FUNG SHUE WO ROAD,BUS,MIN,829207,823777
21167700,Tuen Mun Town Centre (Tuen Fat Road),BUS,MIN,815734,828156
21167713,"Aldrich Garden, outside Block 10",BUS,MIN,841597,815870
21167714,KWU TUNG ROAD,BUS,MIN,828247,840292
21167723,"Pok Chuen Street, outside Yan Chuen House",BUS,MIN,838498,825862
21167725,LIU POK ROAD,BUS,MIN,828783,843077
21167729,Kwong Tin Estate Bus Terminus,BUS,MIN,842893,818182
21167732,Kowloon Station,BUS,MIN,834824,818454
21172138,LA SALLE ROAD,BUS,MIN,836792,820921
21167625,Shing Mun Reservoir,BUS,MIN,832865,827265
21167626,Pak Wan Street,BUS,MIN,835326,821940
21167642,Ping Kong Road,BUS,MIN,830692,839014
21167648,LAI YING STREET near Hoi Ying Estate,BUS,MIN,833292,821016
21167649,Cheung Sha Wan Plaza Minibus Terminus,BUS,MIN,833360,822001
21167653,"Fung Shing Street, outside Fung Shing Street Disciplined Services Quarters",BUS,MIN,840106,822145
21167654,"Fung Shing Street, outside Block 1, Scenic View",BUS,MIN,840159,822040
21167657,"Fung Shing Street, outside Aria",BUS,MIN,840018,822279
21167673,"Tsui Ping (South) Estate, outside Tsui Chung House",BUS,MIN,842200,819343
21167693,YUE FAI ROAD,BUS,MIN,834102,812189
21167707,"Oi Yin Street, outside Block 8, Aldrich Garden",BUS,MIN,841568,815849
21167708,"Aldrich Garden, outside Block 10",BUS,MIN,841597,815876
21167716,Hang Tau Minibus Terminus,BUS,MIN,828606,839130
21167718,HO SHEUNG HEUNG PAI FUNG ROAD,BUS,MIN,829296,841266
21167720,"Che Kung Miu Road, opposite Hin Keng Shopping Centre",BUS,MIN,835713,824973
21172127,Festival Walk,BUS,MIN,836081,821967
21172149,PIK TIN STREET,BUS,MIN,835738,826486
21172151,ASHLEY ROAD,BUS,MIN,835635,817415
21172173,Hok Tau Wai Minibus Terminus,BUS,MIN,836083,840313
21167633,Chi Cheong Road,BUS,MIN,831504,840144
21167637,Hoi Kwai Road Public Transport Interchange,BUS,MIN,829450,825464
21167684,CHEUNG FAT STREET,BUS,MIN,834128,822134
21167685,Princess Margaret Hospital Block K,BUS,MIN,831917,822482
21167692,Tiu Keng Leng MTR Station Minibus Terminus,BUS,MIN,844051,818451
21167695,CARMEL ROAD,BUS,MIN,839637,809026
21167698,Ma On Shan (Bayshore Towers) Minibus Terminus,BUS,MIN,841851,831819
21167703,PING LAN STREET,BUS,MIN,834221,811749
21172129,"Sau Lai Street, outside Hiu Lai Shopping Centre",BUS,MIN,841714,820190
21172140,San Po Kong (The Latitude) Minibus Terminus,BUS,MIN,838341,821644
21172153,Lin Ma Hang Minibus Terminus,BUS,MIN,836757,845839
21167632,SHING KAI ROAD,BUS,MIN,839130,821451
21167636,Pak Wan Street,BUS,MIN,835318,821941
21167646,D2 Place One,BUS,MIN,833344,821896
21167658,Ping Shek Public Transport Interchange,BUS,MIN,839690,821666
21167661,"Wing Chuk Street, outside Toa Yuen House, Chuk Yuen North Estate",BUS,MIN,838087,823076
21167663,Sha Tin Station (Pai Tau Street),BUS,MIN,837405,827224
21167665,"King Tung Street, Kingsford Terrace",BUS,MIN,839687,822392
21167672,"Lung Cheung Roa,outside Hung Ngok House, Choi Hung Estate",BUS,MIN,839334,821959
21167717,"Lai Ping Road, GMB Terminus near service reservoir",BUS,MIN,838614,830764
21167726,On Ming Street,BUS,MIN,839567,827588
21167734,"Hiram's Highway, outside Lakeside Garden",BUS,MIN,845726,826838
21172133,"Hiu Kwong Street, outside Hiu Kwong Court",BUS,MIN,841825,819899
21172134,Sau Mau Ping (Upper) Bus Terminus,BUS,MIN,842368,819552
21172135,Tivoli Garden Minibus Terminus,BUS,MIN,829114,823929
21172152,Sheung Shui Station Public Light Bus Terminus,BUS,MIN,831207,840279
21167623,Lei Muk Shue Estate Public Transport Interchange,BUS,MIN,832094,826497
21167645,Cheung Sha Wan (Cheung Shun Street) Terminus,BUS,MIN,833250,821934
21167647,Cheung Sha Wan Plaza Minibus Terminus,BUS,MIN,833369,822004
21167666,"Shatin Pass Road, outside Wong Tai Sin Shopping Centre",BUS,MIN,838192,822433
21167670,Hong Kong University of Science and Technology (North Station),BUS,MIN,845044,822167
21167671,Ting Wo Lane,BUS,MIN,845503,820173
21167675,MOSTown,BUS,MIN,841963,831616
21167689,Tseung Kwan O MTR Station Minibus Terminus,BUS,MIN,844883,818867
21167690,Tseung Kwan O MTR Station Minibus Terminus,BUS,MIN,844887,818858
21167691,Tiu Keng Leng MTR Station Minibus Terminus,BUS,MIN,844044,818458
21167697,The Education University of Hong Kong Minibus Terminus,BUS,MIN,837999,836332
21167704,Jardine's Bazaar,BUS,MIN,837169,815604
21167706,First Street,BUS,MIN,832697,816400
21167721,"Yat Tai Street, outside Sha Tin Wai Station",BUS,MIN,838124,826400
21167722,Shui Chuen O Public Transport Interchange,BUS,MIN,838447,826163
21172141,Kowloon Tong (Suffolk Road) Public Transport Interchange,BUS,MIN,836263,821921
21172142,TSUEN NAM ROAD,BUS,MIN,836431,826028
21172143,"Mei Tin Shopping Centre, Mei Tin Estate",BUS,MIN,835628,826332
21172150,SAI YEUNG CHOI STREET SOUTH,BUS,MIN,835470,820532
21167622,Shek Tau Kok Estate,BUS,MIN,830775,826282
21167624,Kwai Shing Circuit Public Light Bus Terminus,BUS,MIN,831186,824815
21167628,"Haiphong Road, opposite Hoiphong Mansion",BUS,MIN,835740,817693
21167641,TSIU KENG ROAD,BUS,MIN,828707,837427
21167651,"Ngau Chi Wan Street opposite Fung Chak House, Choi Wan Estate",BUS,MIN,840532,821742
21167664,Mongkok (Park Avenue) Terminus,BUS,MIN,834882,819589
21167669,Hiram's Highway,BUS,MIN,845404,826597
21167674,MOSTown,BUS,MIN,842062,831669
21167678,Lung Mun Oasis PTI,BUS,MIN,814546,827305
21167683,Wah King Hill Road,BUS,MIN,832190,823635
21167696,The Education University of Hong Kong Minibus Terminus,BUS,MIN,837981,836305
21167699,"西沙路, 新港城外,Sai Sha Road, outside Sunshine City",BUS,MIN,841872,831696
21167701,The Education University of Hong Kong Minibus Terminus,BUS,MIN,837972,836303
21167705,First Street,BUS,MIN,832691,816399
21167709,Cruise Terminal,BUS,MIN,840108,818515
21167710,Cruise Terminal,BUS,MIN,840112,818512
21167715,Hong Kong University of Science and Technology (South Station),BUS,MIN,845128,821567
21167719,"Pok Chuen Street, outside Yan Chuen House",BUS,MIN,838498,825867
21167727,MA TSO LUNG ROAD,BUS,MIN,828187,842562
21167728,"Pok Chuen Street, outside Yan Chuen House",BUS,MIN,838511,825783
21167730,MA TSO LUNG ROAD,BUS,MIN,828263,841262
21167731,"Lai Ping Road, GMB Terminus near service reservoir",BUS,MIN,838612,830760
21172136,Ping Tin Public Transport Interchange,BUS,MIN,842324,818708
21172139,Tung Tau Estate (Tung Lung Road) Minibus Terminus,BUS,MIN,837916,821602
21172146,Mei Chung Court Minibus Terminus,BUS,MIN,835868,826769
21172147,Mei Chung Court Minibus Terminus,BUS,MIN,835862,826774
21172124,"Hong Lee Road, outside St. Catherine's School For Girls, Kwun Tong",BUS,MIN,840719,819998
21172154,HANKOW ROAD,BUS,MIN,835693,817444
21172120,KING FUNG PATH,BUS,MIN,816242,829587
21172167,SUN WUI ROAD,BUS,MIN,837072,815424
21172169,PO SHAN ROAD,BUS,MIN,832606,815715
21172101,Tsuen Wan (Shiu Wo Street),BUS,MIN,830173,825877
21172103,Shek Wai Kok Estate,BUS,MIN,830968,826347
21172111,HONG SHING STREET,BUS,MIN,840098,815680
21172119,FU TAI ESTATE,BUS,MIN,816256,830441
21172163,FANLING STATION ROAD,BUS,MIN,832320,839272
21172113,Festival Walk,BUS,MIN,836117,821981
21172121,KING FUNG PATH,BUS,MIN,816238,829584
21172122,Lok Wah Minibus Terminus,BUS,MIN,840684,820163
21172159,Lok Wah Minibus Terminus,BUS,MIN,840774,820196
21172161,MONG LUNG STREET,BUS,MIN,841699,815564
21172172,KWAN TEI (NORTH),BUS,MIN,834118,841449
21172106,LAI KONG STREET,BUS,MIN,831497,823467
21172116,MONG LUNG STREET,BUS,MIN,841687,815553
21172123,"Choi Hei Road, outside Choi Yuet House, Choi Ha Estate",BUS,MIN,840478,820814
21172158,CHUNG HAU STREET,BUS,MIN,836620,819529
21172171,PING YUEN ROAD,BUS,MIN,834806,843934
21172097,"Carmel Road, Stanley Plaza",BUS,MIN,839628,809048
21172102,Lo Wai,BUS,MIN,830677,827098
21172104,Cheung Shan Estate,BUS,MIN,831480,826566
21172110,Ham Tin Street,BUS,MIN,830141,825507
21172114,Festival Walk,BUS,MIN,836107,821984
21172156,CHUNG HAU STREET,BUS,MIN,836573,819620
21172162,MEI LAI ROAD,BUS,MIN,832534,821977
21172165,Hong Kong Station Minibus Terminus,BUS,MIN,834369,816336
21172166,Baguio Villa (Upper) Minibus Terminus,BUS,MIN,831872,813718
21172170,KOTEWALL ROAD,BUS,MIN,832358,815771
21172099,"Yan Cheung Road, outside The Coronation",BUS,MIN,835114,818904
21172107,MEI LAI ROAD,BUS,MIN,832541,821997
21172109,HING NING ROAD,BUS,MIN,831185,824232
21172117,YU CHAU WEST STREET,BUS,MIN,833520,822251
21172118,FU TAI ESTATE,BUS,MIN,816255,830452
21172164,The Peak Galleria (Bus Terminus under),BUS,MIN,833486,814583
21172100,West Kowloon Government Offices,BUS,MIN,834861,819360
21172112,HONG SHING STREET,BUS,MIN,840095,815696
21172115,HONG PAK PATH,BUS,MIN,839984,815788
21172125,Tsuen Wan (Shiu Wo Street),BUS,MIN,830236,825838
21172155,CHUNG HAU STREET,BUS,MIN,836750,818910
