TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE
MR,15,3715038319,Jumbo,"JUMBO FLOATING RESTAURANT, ABERDEEN TYPHOON SHELTER, SHUM WAN, WONG CHUK HANG, SOUTHERN, HONG KONG",#F#G#H,2023-06-30
MR,15,3715038328,Tai Pak Floating Restaurant,"TAI PAK FLOATING RESTAURANT, SHUM WAN, WONG CHUK HANG, ABERDEEN, SOUTHERN, HONG KONG",#F#G#H,2023-06-30
MR,11,3711800024,Man Lok,"MAN LOK (VESSEL NO. A5583) (PORTION OF UPPER DECK & PORTIONS OF MAIN DECK OF THE VESSEL) BERTHING AT NORTH POINT (EAST) PASSENGER FERRY PIER, NORTH POINT, HONG KONG",#H,2023-04-22
MR,11,3711800033,Man On,"MAN ON (VESSEL NO. A10363) (PORTION OF UPPER DECK & PORTIONS OF MAIN DECK OF THE VESSEL) BERTHING AT NORTH POINT (EAST) PASSENGER FERRY PIER, NORTH POINT, HONG KONG",#H,2023-06-24
MR,11,3711800042,Man Kim,"MAN KIM (VESSEL NO. A2463) (PORTION OF UPPER DECK & PORTIONS OF MAIN DECK OF THE VESSEL) BERTHING AT NORTH POINT (EAST) PASSENGER FERRY PIER,  NORTH POINT, HONG KONG",#H,2022-09-19
MR,11,3711800051,Oriental Pearl,"ORIENTAL PEARL (VESSEL NO. A144155) (PORTION A OF DECK 1, PORTION A OF DECK 2 & PORTION A OF DECK 3 OF THE VESSEL) BERTHING AT NORTH POINT (EAST) PASSENGER FERRY PIER, NORTH POINT, HONG KONG",#G#H,2023-03-16
RL,18,2213018221,CARITAS RESTAURANT,"ROOM 301, 3/F., BLOCK A, CARITAS HOUSE, 2 CAINE ROAD, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213030229,GOLDEN CHINA RESTAURANT LIMITED,"G/F, 9 JUBILEE STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213035783,YUNG KEE,"G/F - 4/F, 32-40 WELLINGTON STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213037071,CAN.TEEN,"ATRIUM & SHOP 44, 1/F., ADMIRALTY CENTRE, TOWER I, 18 HARCOURT ROAD, CENTRAL, HONG KONG",#G#H,2023-06-30
RL,18,2213037309,McDonald's,"B/M., YU TO SANG BUILDING, 37 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213039420,TSUI HANG VILLAGE,"2/F, 16-18 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213039518,BAAN THAI,"G/F. & C/L., 57 WYNDHAM STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213039536,Café Landmark,"SHOPS 107-108 ON THE FIRST FLOOR, LANDMARK ATRIUM, 15 QUEEN’S ROAD CENTRAL, HONG KONG",,2023-06-30
RL,18,2213044772,LEE FA YUEN KOREA GARDEN RESTAURANT,"1/F, 243-247 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213045562,SHIKI,"UNIT A-1, UPPER G/F, FAR EAST FINANCE BUILDING, 16 HARCOURT ROAD, CENTRAL, HONG KONG",#G#H,2023-06-30
RL,18,2213045881,CARAT,"G/F. & C/L., 29 D'AGUILAR STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213045960,McDonald's,"UG/F & LG/F, CHUANG'S TOWER, 30-32 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213062574,海南餐廳,"G/F, 130-131 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213066983,BASMATI,"1/F., SAN TOI BUILDING, 137-139 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213067348,忠記麵家,"SHOP A, G/F, 29-37 WING KUT STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213069894,CHIU CHOW GARDEN,"SHOP 21, B/M., JARDINE HOUSE, 1 CONNAUGHT PLACE, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213069900,"City Hall Maxim’s Palace; City Hall Maxim’s Cafe, Deli and Wine","G/F(PTN), 1/F(PTN), 2/F &2 BALCONIES ON 1-2/F, CITY HALL LOW BLOCK, CENTRAL, HONG KONG",#G,2023-06-30
RL,18,2213072052,KAU KEE RESTAURANT,"G/F, 21 GOUGH STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213074942,DOTCOD,"SHOP B4, B/M & G/F (PTN), PRINCE'S BLDG, 10 CHATER ROAD, CENTRAL, HONG KONG",#F,2023-06-30
RL,18,2213081102,均樂茶餐廳,"BASEMENT, 4 GAGE STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213084077,OLE ' SPANISH RESTAURANT & WINE BAR,"1/F, SHUN HO TOWER, 24-30 ICE HOUSE STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213084262,MARRIOTT HK HOTEL,"LG2(PTN), L4(PTN), L5 & L7(PTN), HK MARROTT HOTEL, PACIFIC PLACE, 88 QUEENSWAY, CENTRAL, HONG KONG",#F#G#H,2023-06-30
RL,18,2213084280,JW MARRIOTT HOTEL HONG KONG,"LEVEL 3, PACIFIC PLACE, 88 QUEENSWAY, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213086426,METROPOL RESTAURANT,"4/F, UNITED CENTRE, 95 QUEENSWAY, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213086471,CHIU CHOW GARDEN,"3/F, INFINITUS PLAZA, 199 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",#G,2023-06-30
RL,18,2213087906,Peking Garden,"SHOP 5, LG1, THE MALL ONE PACIFIC PLACE, 88 QUEENSWAY, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213091219,MERCER REST.,"G/F., 23 HILLIER STREET, CENTRAL, HONG KONG",,2023-06-30
RL,18,2213092674,CONRAD HONG KONG,"PTN. OF LEVEL 3-5, 5M, 6-8 & 59, CONRAD INTERNATIONAL HONG KONG, 88 QUEENSWAY, CENTRAL, HONG KONG",#F#G#H,2023-06-30
RL,18,2213101990,ISLAND SHANGRI-LA HOTEL,"PTNS. OF LEVEL 5 & LEVEL 6, ISLAND SHANGRI-LA HOTEL, 88 QUEENSWAY, CENTRAL, HONG KONG",#D#F#G#H,2022-08-28
RL,18,2213102009,ISLAND SHANGRI-LA HOTEL,"LEVEL 7 (PTN) & LEVEL 8, ISLAND SHANGRI-LA HOTEL, 88 QUEENSWAY, CENTRAL, HONG KONG",#D#E#F#G#H,2022-08-28
RL,18,2213102063,ISLAND SHANGRI-LA HOTEL,"PTN. OF 3,5,6 &39, ISLAND SHANGRI-LA HOTEL, 88 QUEENSWAY, CENTRAL, HONG KONG",#D#E#F#G#H,2022-09-04
RL,18,2213102708,No Record,"PTNS. OF LEVEL 56, ISLAND SHANGRI-LA HOTEL, 88 QUEENSWAY, CENTRAL, HONG KONG",#D#E#F#G#H,2022-10-27
RL,18,2213103118,Caine Delicious,"LOWER B/M(PTN.), UPPER B/M & G/F(PTN.), 27 CAINE ROAD, CENTRAL, HONG KONG",,2022-12-02
RL,18,2213104519,MANDARIN ORIENTAL HOTEL,"5 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",#E#F#G#H,2023-02-11
RL,18,2213106463,TANGO ARGENTINEAN STEAK HOUSE,"1/F., CARFIELD COMMERCIAL BUILDING, 75-77 WYNDHAM STREET, CENTRAL, HONG KONG",,2022-08-16
RL,18,2213106676,TUK TUK THAI,"G/F, 30 GRAHAM STREET, CENTRAL, HONG KONG",,2022-08-31
RL,18,2213115036,RUTH'S CHRIS STEAK HOUSE,"SHOP 2-3, G/F., LIPPO CENTRE, 89 QUEENSWAY, CENTRAL, HONG KONG",,2023-04-17
RL,18,2213115939,生記,"G/F, 18, 20 & 22, HILLIER STREET, CENTRAL, HONG KONG",,2023-06-06
RL,18,2213116817,福祿壽健康素食,"G/F., 8 TIT HONG LANE, CENTRAL, HONG KONG",,2023-07-17
RL,18,2213118132,KA HO RESTAURANT,"UG/F, 328 QUEEN'S ROAD CENTRAL, WESTERN, HONG KONG",,2022-09-29
RL,18,2213122472,佳記,"G/F, 94 JERVOIS STREET, CENTRAL, HONG KONG",,2023-05-16
RL,18,2213123688,FAIRWOOD FAST FOOD,"2/F., MANNING HOUSE, 48 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2023-07-21
RL,18,2213126155,CAFE DE CORAL,"G/F.(PTN.) & 1/F., REGENT CENTRE, 88 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2022-11-29
RL,18,2213126632,JACKPOT RESTAURANT,"G/F., 18-20 WING LOK STREET, CENTRAL, HONG KONG",,2023-01-07
RL,18,2213127006,TERRACE ROOM,"LB/F (PORTION) & 1/F (PORTION), BISHOP LEI INTERNATIONAL HOUSE, 4 ROBINSON ROAD, MID-LEVELS, CENTRAL, HONG KONG",#F#G#H,2023-02-08
RL,18,2213127042,GENKI SUSHI,"SHOP C1, G/F, FAR EAST FINANCE CENTRE, 16 HARCOURT ROAD, CENTRAL, HONG KONG",#G#H,2023-02-06
RL,18,2213128540,彩星,"G/F, 126 CAINE ROAD, CENTRAL, HONG KONG",,2023-05-15
RL,18,2213133412,Golden Restaurant,"1/F, SHUN TAK CENTRE, EAST WING, 200 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, CENTRAL, HONG KONG",,2022-12-19
RL,18,2213133652,TWO MACDONNELL ROAD,"8/F (PORTION), 2 MACDONNELL ROAD, CENTRAL, HONG KONG",,2023-01-08
RL,18,2213134372,東方茶餐廳,"SHOP 1, 2 & 3, G/F, 43 CAINE ROAD, CENTRAL, HONG KONG",,2023-02-11
RL,18,2213134673,川粵樓,"7/F, CODA PLAZA, 51 GARDEN ROAD, CENTRAL, HONG KONG",,2023-03-09
RL,18,2213135454,TOKIO JOE,"LG/F, 58-62 D'AGUILAR STREET, CENTRAL, HONG KONG",#G#H,2023-04-03
RL,18,2213139289,CHIU LUNG FAST FOOD,"G/F, 21-23 CHIU LUNG STREET, CENTRAL, HONG KONG",,2022-09-22
RL,18,2213140326,NEPAL BAR & RESTAURANT,"G/F, 14 STAUNTON STREET, LOWER MID-LEVELS, CENTRAL, HONG KONG",,2022-10-29
RL,18,2213141189,PAMPAS ARGENTINIAN STEAK HOUSE,"G/F, 36 ELGIN STREET, CENTRAL, HONG KONG",,2022-11-19
RL,18,2213143255,McDonald's,"LG/F., 3-3A CASTLE ROAD, CENTRAL, HONG KONG",,2023-02-04
RL,18,2213145978,王府小廚,"G/F, 65 WELLINGTON STREET, CENTRAL, HONG KONG",,2023-05-05
RL,18,2213146573,McDonald's,"SHOP 267, 2/F., SHUN TAK CENTRE, 200 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2023-05-20
RL,18,2213146625,NAM KEE,"SHOP 3-4, G/F., KAI TAK COMMERCIAL BUILDING, 66-72 STANLEY STREET, CENTRAL, HONG KONG",,2023-05-24
RL,18,2213147965,Soul Food,"SHOP 3, G/F., MILLION CITY, 26-30 ELGIN STREET, CENTRAL, HONG KONG",,2023-07-07
RL,18,2213148153,Queen Victoria 8,"G/F. & M/F., 5-8 QUEEN VICTORIA STREET, CENTRAL, HONG KONG",,2023-07-14
RL,18,2213148223,PEAK CAFE BAR,"SHOP A & B, G/F., 9-13 SHELLEY STREET, CENTRAL, HONG KONG",,2023-07-16
RL,18,2213149484,Victoria City Restaurant,"5/F., CITIC TOWER, 1 TIM MEI AVENUE, ADMIRALTY, HONG KONG",#G#H,2022-08-26
RL,18,2213152305,Deluxe Veggie,"3/F., CODA PLAZA, 51 GARDEN ROAD, CENTRAL, HONG KONG",#G#H,2022-11-05
RL,18,2213152554,AL DENTE,"G/F., 16 STAUNTON STREET, CENTRAL, HONG KONG",,2022-11-16
RL,18,2213157285,Queen Victoria 8,"1/F & 2/F, 5-8 QUEEN VICTORIA STREET, CENTRAL, HONG KONG",,2023-03-23
RL,18,2213158543,美心MX,"SHOP 268, 2/F., SHUN TAK CENTRE, 200 CONNAUGHT ROAD CENTRAL, SHEUNG WAN, CENTRAL, HONG KONG",,2023-05-05
RL,18,2213160382,YE SHANGHAI,"UNIT 332, LEVEL 3, PACIFIC PLACE, 88 QUEENSWAY, CENTRAL, HONG KONG",,2023-07-12
RL,18,2213160577,CAFE DE CORAL,"G/F, CHINACHEM TOWER, 34-37 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2023-07-18
RL,18,2213163266,Fresco Restaurant,"G/F, 33 PEEL STREET, CENTRAL, HONG KONG",,2022-09-22
RL,18,2213166210,JOLLIBEE,"SHOP Z4 (PTN.) G/F & SHOP A, B/M, EURO TRADE CENTRE, 13-14 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2022-11-30
RL,18,2213168447,CAFE DE CORAL,"BASEMENT, G/F(PORTION) & 1/F, CHINACHEM TOWER, 34-37 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",,2022-12-14
RL,18,2213170073,Bouchon Bistro Francais,"SHOP D, G/F, 49 ELGIN STREET, CENTRAL, HONG KONG",,2023-01-27
RL,18,2213180074,TREASURE LAKE SEAFOOD RESTAURANT,"G/F.(PORTION), 1/F.-3/F., HALESON BUILDING, 1 JUBILEE STREET, CENTRAL, HONG KONG",,2022-10-22
RL,18,2213180278,De Belgie Restaurant,"LG/F, 62 PEEL STREET, CENTRAL, HONG KONG",,2022-09-24
RL,18,2213185538,DIVINO,"SHOP 1, UG/F., WINSOME HOUSE, 73 WYNDHAM STREET, CENTRAL, HONG KONG",#E#F,2023-02-01
RL,18,2213187446,ASK CAFE,"2/F, COMMERCIAL UNITS 206-207, LOW BLOCK, GRAND MILLENNIUM PLAZA, 181 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2023-04-19
RL,18,2213189770,AGEHAN JAPANESE RESTAURANT,"SHOP 208-210, THE PODIUM OF EXCHANGE SQUARE, 8 CONNAUGHT PLACE, CENTRAL, HONG KONG",#G#H,2023-07-02
RL,18,2213190057,MAJESTY,"WHOLE OF 3RD FLOOR, REGENT CENTRE, 88 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",,2023-07-09
RL,18,2213190969,華記食店,"G/F., 10 STAVELEY STREET, CENTRAL, HONG KONG",,2022-08-07
RL,18,2213192327,Honky tonks tavern,"LG/F, 75-75A HOLLYWOOD ROAD, CENTRAL, HONG KONG",,2022-09-03
RL,18,2213193241,Shanghai Min,"SHOP 301, 3/F, MAN YEE ARCADE, 60-68 DES VOEUX ROAD CENTRAL, HONG KONG",,2022-10-11
RL,18,2213193454,GAIA RISTORANTE,"UNIT 01-05, G/F, 181 QUEEN'S ROAD CENTRAL, HK & THE OUTSIDE SEATING ACC. IN THE OPEN SPACE AT SHOP FRONT, CENTRAL, HONG KONG",#A,2022-10-23
RL,18,2213193940,SAKURA JAPANESE CUISINE,"1/F., WO ON BUILDING, 8-13 WO ON LANE, CENTRAL, HONG KONG",#E#F#G#H,2022-11-08
RL,18,2213197216,WINGMAN,"6/F., 37-43 COCHRANE STREET, CENTRAL, HONG KONG",,2023-02-05
RL,18,2213198121,simplylife FOODPLACE,"SHOP NO.6, LG/F, CITIBANK PLAZA, 3 GARDEN ROAD, CENTRAL, HONG KONG",#G#H,2023-03-06
RL,18,2213198732,THE PEAK LOOKOUT,"G/F., NO. 121 PEAK ROAD AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE AND AT REAR, CENTRAL, HONG KONG",#A#F#G#H,2023-03-21
RL,18,2213202293,TWELVE FLAVORS (CEN),"G/F. & B/M., 21 D'AGUILAR STREET, CENTRAL, HONG KONG",,2023-07-21
RL,18,2213204758,EL GAUCHO BAR AND GRILL,"SHOP 3, G/F, THE CENTRIUM, 60 WYNDHAM STREET, CENTRAL, HONG KONG",,2022-10-08
RL,18,2213210252,GURU,"G/F, 17 ELGIN STREET, CENTRAL, HONG KONG",,2023-03-02
RL,18,2213210702,美心MX,"KIOSK AT THE ENTRANCE TO HIGH BLOCK, CITY HALL, EDINBURGH PLACE, CENTRAL, HONG KONG",,2023-03-16
RL,18,2213211796,DRAGON-I,"SHOP NOS. 1,2,3, UG/F, THE CENTRIUM, 60 WYNDHAM STREET, CENTRAL, HONG KONG",#F#G#H,2023-05-05
RL,18,2213213172,Maison Libanaise,"LG/F. & UG/F., 10 SHELLEY STREET, CENTRAL, HONG KONG",,2023-06-17
RL,18,2213216454,JASHAN CELEBRATING INDIAN CUISINE,"1/F., AMBER LODGE, 23 HOLLYWOOD ROAD, CENTRAL, HONG KONG",,2022-10-13
RL,18,2213216791,FAST FOOD RESTAURANT,"G/F, 102 JERVOIS STREET, CENTRAL, HONG KONG",,2022-10-23
RL,18,2213221627,半山冰室,"SHOP 4, G/F., MIDLAND COURT, 58-62 CAINE ROAD, CENTRAL, HONG KONG",#G#H,2023-02-18
RL,18,2213227193,PEKING GARDEN RESTAURANT,"SHOP  B1 ON THE 1ST BASEMENT FLOOR, SHOP B1 ON THE 2ND BASEMENT FLOOR, ALEXANDRA HOUSE, 16-20 CHATER ROAD, CENTRAL, HONG KONG",,2022-08-29
RL,18,2213227634,SER WONG FUN RESTAURANT,"G/F & C/L, 30 COCHRANE STREET, CENTRAL, HONG KONG",,2022-09-14
RL,18,2213228664,NAN TEI,"G/F., WAH YEE MANSION, 55 STAUNTON STREET, CENTRAL, HONG KONG",,2022-10-12
RL,18,2213228691,Bep,"G/F, TUNG CHAI BUILDING, 88-90 WELLINGTON STREET, CENTRAL, HONG KONG",,2022-10-13
RL,18,2213229108,Sole Mio,"UG/F., THE ELGIN, 51 ELGIN STREET, CENTRAL, HONG KONG",,2022-10-19
RL,18,2213232506,TPK CAFE,"SHOP 1 ON G/F & 1/F, PEARL ORIENTAL HOUSE, 60 STANLEY STREET, CENTRAL, HONG KONG",,2023-01-30
RL,18,2213233998,SHE,"PORTION A OF SHOP 3025-3026 & 3031-3066, LEVEL 3, IFC MALL, 8 FINANCE STREET, CENTRAL, HONG KONG AND THE OUTSIDE SEATING ACCOMMODATION, HONG KONG",,2023-04-03
RL,18,2213235116,AMY'S KITCHEN,"G/F, 352 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2023-05-05
RL,18,2213235462,CAFE DE CORAL,"SHOP 108 AND ARCADE SEATING AREA, LEVEL 1, INFINITUS PLAZA, NO. 199 DES VOEUX ROAD CENTRAL, HONG KONG",,2023-05-19
RL,18,2213235523,The Italian Club,"G/F & M/F (PORTION), 32 ELGIN STREET, CENTRAL, HONG KONG",,2023-05-22
RL,18,2214018042,祥香,"G/F & C/L, 107 BELCHER'S STREET, KENNEDY TOWN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018079,平福,"G/F & COCKLOFT, 121 BELCHER'S STREET, KENNEDY TOWN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018130,興利,"G/F, 181 BELCHER'S STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018167,明發,"G/F, 49 BONHAM ROAD, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018200,心美菜館茶餐廳,"G/F, 37 CADOGAN STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018398,聯華,"G/F & COCKLOFT, 28 CENTRE STREET, SAI YING PUN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214018404,源記,"G/F, 32 CENTRE STREET, SAI YING PUN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214019674,Ocean Palace,"16, G/F & 4-16, M/F, HILL ROAD, WESTERN, HONG KONG",,2023-06-30
RL,18,2214033979,叁去壹,"G/F & M/F, 11 POKFULAM ROAD, WESTERN, HONG KONG",,2023-06-30
RL,18,2214036312,新寶馬,"G/F, 63 HIGH STREET, HONG KONG",,2023-06-30
RL,18,2214036464,Sammy's Kitchen Ltd.,"G/F, 204-206 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214036525,兄弟記,"G/F, SHOP A, 210-218 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214045356,英記燒臘飯店,"G/F, 554 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214046030,PROFIT,"G/F, 326 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214046076,McDonald's,"PORTION OF M/F, 484-496 QUEEN'S ROAD WEST, SAI YING PUN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214068816,怡富,"G/F, 67 THIRD STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214069332,高昇茶餐廳,"G/F, 7 HOLLAND STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214071737,天虹,"G/F, 51 LYTTELTON ROAD, WESTERN, HONG KONG",,2023-06-30
RL,18,2214075368,新德勝小廚,"G/F, SHOP NOS 2 3 16 & 17, WAYSON COMMERCIAL BUILDING, 28 CONNAUGHT ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214076857,Kam Hing Congee and Noodle Shop,"G/F, 406-408 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-06-30
RL,18,2214077878,陳泗記,"G/F, 29 WESTERN STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214080504,新波記,"G/F, 25 TAI PING SHAN STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214082227,TOO THAI CUISINE,"G/F, 20 WHITTY STREET, WESTERN, HONG KONG",,2023-06-30
RL,18,2214086274,NORTH GARDEN RESTAURANT,"1/F & G/F (PORTION), HONG WAY GARDEN, 7 ON TAI STREET, SHEUNG WAN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214094190,東南,"SHOP D, G/F, 148 THIRD STREET, SAI YING PUN, WESTERN, HONG KONG",,2023-06-30
RL,18,2214102088,Friendly Corner,"G/F, 306 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2022-09-02
RL,18,2214102635,藍山食坊,"G/F, 420 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2022-10-21
RL,18,2214104039,Kong Kee Food,"SHOP B, G/F, 6 WATER STREET, WESTERN, HONG KONG",,2023-01-28
RL,18,2214104048,McDonald's,"SHOP C (PORTION) & D ON G/F & PORTION OF 1/F., MAN KWONG COURT, 12F-12G SMITHFIELD, KENNEDY TOWN, HONG KONG",,2023-01-28
RL,18,2214104358,腸粉皇,"SHOP NO.1, G/F, 1-7 CENTRE STREET, SAI YING PUN, WESTERN, HONG KONG",,2023-03-01
RL,18,2214104473,海南,"FLAT F, G/F, 28 SANDS STREET, KENNEDY TOWN, WESTERN, HONG KONG",#F#G#H,2023-03-12
RL,18,2214105528,SC CUISINE,"G/F (PORTION), 1/F-3/F, 287-291 DES VOEUX ROAD CENTRAL, SHEUNG WAN, WESTERN, HONG KONG",#G#H,2023-06-30
RL,18,2214107108,海亮,"G/F, 356 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2022-10-08
RL,18,2214108101,Catering by Vivian,"G/F, 126 SECOND STREET, SAI YING PUN, WESTERN, HONG KONG",,2022-12-10
RL,18,2214109706,Café De Coral,"SHOP 8 & 9, G/F, HONG KONG PLAZA, 186-191 CONNAUGHT ROAD WEST, SAI YING PUN, WESTERN, HONG KONG",,2023-03-30
RL,18,2214113444,Mugen Dai II Limited,"SHOP A1, G/F., HOI SING BLDG, 143 SECOND STREET, WESTERN, HONG KONG",,2022-12-23
RL,18,2214114003,大喜茶檔,"G/F., 7 WA LANE, WESTERN, HONG KONG",,2023-02-16
RL,18,2214114793,華叔,"G/F., 129 SECOND STREET, WESTERN, HONG KONG",,2023-03-29
RL,18,2214114881,群記茶檔,"G/F., 233 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2023-04-07
RL,18,2214115325,科記,"G/F., SHOP G & F, KEE ON BUILDING, 198 HOLLYWOOD ROAD, WESTERN, HONG KONG",,2023-04-28
RL,18,2214117455,摩登快餐,"SHOP NO 1, G/F., 168 CONNAUGHT ROAD WEST, WESTERN, HONG KONG",,2022-08-19
RL,18,2214119558,新高麗苑韓國餐廳,"1/F., 113-119 BELCHER'S STREET, KENNEDY TOWN, WESTERN, HONG KONG",,2022-12-01
RL,18,2214119743,Victoria Harbour Restaurant,"G/F, HONGWAY GARDEN, 7 ON TAI STREET, WESTERN, HONG KONG",,2022-12-04
RL,18,2214122275,金祥排骨麵,"G/F, 316C DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2023-05-04
RL,18,2214125399,K & T CAFE,"BASEMENT (FRONT), 35-37 POKFULAM ROAD, WESTERN, HONG KONG",,2022-10-23
RL,18,2214126453,潮順記,"SHOP 1&2, G/F, HANG YU BUILDING, 45-55 CADOGAN STREET, WESTERN, HONG KONG",,2022-12-18
RL,18,2214127951,McDonald's,"G/F, 265 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-04-16
RL,18,2214129328,卓玲茶餐廳,"G/F, TUNG LEE MANSION, 1K WATER STREET, WESTERN, HONG KONG",,2023-07-01
RL,18,2214134555,SAI YING PUN HO CHOI SEAFOOD RESTAURANT,"1/F, YAT CHAU INTERNATIONAL PLAZA, 118 CONNAUGHT ROAD WEST, WESTERN, HONG KONG",,2023-03-04
RL,18,2214135938,STAR SEAFOOD RESTAURANT,"G/F (PORTION) & MAJOR PORTION OF 1/F, PHASE III, KWAN YICK BUILDING, 271-285 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2023-04-22
RL,18,2214138627,Jin Lu Restaurant,"2/F, ARION COMMERCIAL  CENTRE, 2-12 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2022-08-20
RL,18,2214138885,Day Day Yummy Chinese BBQ,"SHOP 3 & 10, G/F, 378 QUEEN'S ROAD CENTRAL, WESTERN, HONG KONG",,2022-09-08
RL,18,2214138894,Fairwood Fastfood,"SHOP NO.203, 2/F, WELLAND PLAZA,WELLAND BUILDING, 368 QUEEN'S ROAD CENTRAL, WESTERN, HONG KONG",,2022-09-08
RL,18,2214140484,Ka Kee,"G/F, MAU WAH MANSION, 24A BELCHER'S STREET, WESTERN, HONG KONG",,2022-11-03
RL,18,2214145230,德記潮州菜館,"G/F (PORTION), YICK FUNG GARDEN, 20-21 PRAYA ROAD, KENNEDY TOWN, WESTERN, HONG KONG",,2023-04-20
RL,18,2214147315,Ko Pang Restaurant,"G/F, WING FU LAU, 2 CLARENCE TERRACE, WESTERN, HONG KONG",,2023-06-14
RL,18,2214149409,蛇王海,"G/F, 119 FIRST STREET, WESTERN, HONG KONG",,2022-08-23
RL,18,2214151132,The Grand Stage,"1/F PORTION, 2/F & BALCONY, WESTERN MARKET, 323 DES VOEUX ROAD CENTRAL, WESTERN, HONG KONG",,2022-10-15
RL,18,2214153794,Sheung Hing Chiu Chow Restaurant,"G/F & M/F, SHOP 5 & 6, SUN SHING MANSION, 27-39 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2022-12-13
RL,18,2214154645,美味苑,"G/F, SHOP 7 & 8, 296-302 DES VOEUX ROAD WEST, WESTERN, HONG KONG",,2022-12-17
RL,18,2214155356,McDonald's,"SHOP NO.A-C ON G/F & LG/F, GOOD VIEW COURT, 51-53 BONHAM ROAD, WESTERN, HONG KONG",,2023-01-13
RL,18,2214158841,KONFUSION Restaurant and Bar,"SHOP B, G/F, LAI YAN LAU, 42-56 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2023-05-16
RL,18,2214161948,新一,"G/F, 416 QUEEN'S ROAD WEST, WESTERN, HONG KONG",,2022-08-18
RL,18,2214164327,Centre Street Kitchen,"PART OF 1/F, 152 CONNAUGHT ROAD WEST, WESTERN, HONG KONG",#F#G#H,2022-10-21
