TYPE,DIST,LICNO,SS,ADR,INFO,EXPDATE
RL,52,2252808430,YEN,"SHOP 1, 1/F, THE VANTAGE, 63 MA TAU WAI ROAD, TO KWA WAN, KOWLOON",,2023-05-05
RL,52,2252808449,Sushi Tatsu,"SHOP 9, G/F, SITE 3, WHAMPOA GARDEN, HUNG HOM, KOWLOON",#E#F#G#H,2023-05-10
RL,52,2252808458,Stars Dim Sum Specialists,"SHOP C, G/F, NOS. 2-8 FUK LO TSUN ROAD, KOWLOON CITY, KOWLOON",,2023-05-17
RL,52,2252808467,SURAGAN KOREAN RESTAURANT,"GROUND FLOOR, NO. 60 NAM KOK ROAD, KOWLOON CITY, KOWLOON",,2023-05-17
RL,52,2252808476,黃埔港食家,"1/F, TAI WAN SHAN SWIMMING POOL, 7 WAN HOI STREET, HUNG HOM, KOWLOON",,2023-05-30
RL,52,2252808485,AMOR,"SHOP NOS. 2A AND 2B ON THE GROUND FLOOR, SITE 3 (PEBBLES WORLD), WHAMPOA GARDEN, HUNG HOM, KOWLOON",#F,2023-06-07
RL,52,2252808494,CHAPLIN,"GROUND FLOOR, NO. 22 LION ROCK ROAD, KOWLOON",,2023-06-08
RL,52,2252808500,CHIU YU HIN,"SHOP NOS. LG11A-B, LOWER GROUND FLOOR, KOWLOON CITY PLAZA, 128 CARPENTER ROAD, KOWLOON CITY, KOWLOON",,2023-06-09
RL,52,2252808519,KAFU,"SHOP NO. 29, G/F., SITE 3, WHAMPOA GARDEN, HUNG HOM, KOWLOON",,2023-06-23
RL,52,2252808528,HASHIBAMI,"SHOP NO. 30, G/F, THE VANTAGE, 63 MA TAU WAI ROAD, KOWLOON",#G#H,2023-06-28
RL,52,2252808537,貓廬,"SHOP 101, 1/F, ERESIDENCE, 8 HOK YUEN STREET, HUNGHOM, KOWLOON",#G#H,2023-07-25
RL,52,2252808546,MASTER 13,"SHOP G, 1/F, OASIS PLACE, NO. 10 MUK NING STREET, KAI TAK, KOWLOON",,2023-07-27
RL,52,3852813255,No Record,"PORTION OF G/F AND 1/F, HIGH PLACE, 33 CARPENTER ROAD, KOWLOON CITY, KOWLOON",,2022-08-10
RL,52,3852813264,Hung Kitchen,"G/F, KIN ON MANSION, NO.34D TAM KUNG ROAD, TO KWA WAN, KOWLOON",,2022-08-10
RL,52,3852813273,No Record,"SHOP 10, 1/F, K.SUMMIT, 9 MUK TAI STREET, KAI TAK, KOWLOON",,2022-08-14
RL,52,3852813282,No Record,"SHOP NO. 6-9, G/F, THE VANTAGE, 63 MA TAU WAI ROAD, KOWLOON",,2022-08-16
RL,52,3852813291,No Record,"SHOP NO.11, 1/F, K.SUMMIT, NO. 9 MUK TAI STREET, KAI TAK, KOWLOON",,2022-08-31
RL,52,3852813307,616 BEEF HOT POT,"SHOP NO.103, 1/F, ARTISAN GARDEN, 68 KOWLOON CITY ROAD, TO KWA WAN, KOWLOON",,2022-09-03
RL,52,3852813316,HO B CART NOODLE,"G/F, 31 PAK TAI STREET, TO KWA WAN, KOWLOON",,2022-09-21
RL,52,3852813325,真品燒臘家,"SHOP C, G/F, FULL YUET COURT, 79-87 HA HEUNG ROAD, TO KWA WAN, KOWLOON",,2022-10-10
RL,52,3852813334,SAME ROAST GOOSE,"SHOP C, G/F, FULL HANG COURT, NO.104-114 MA TAU WAI ROAD, HUNG HOM, KOWLOON",,2022-10-13
RL,52,3852813343,Stone One,"SHOP NO. 6, G/F., AVA 55, NO. 55 KAI TAK ROAD, KOWLOON CITY, KOWLOON",,2022-10-18
RL,52,3852813352,No Record,"SHOP 1, G/F., & SHOP 3 ON 1/F., ONE ELEGANCE, NO. 189 MA TAU WAI ROAD,  NO. 1 MA HANG CHUNG ROAD, TO KWA WAN, KOWLOON",,2022-10-20
RL,52,3852813361,BURGER’S FRIEND FOREVER,"SHOP NO.5, G/F., K. SUMMIT, 9 MUK TAI STREET, KAI TAK, KOWLOON",,2022-10-21
RL,52,3852813370,No Record,"PORTION A OF 1/F, THE ZUTTEN, NO. 50 MA TAU KOK ROAD, TO KWA WAN, KOWLOON",,2022-10-24
RL,52,3852813389,美心MX,"PORTION B, G/F, 42-46 MA TAU CHUNG ROAD, TOKWAWAN, KOWLOON CITY, KOWLOON",,2022-10-25
RL,52,3852813398,Cafe de Coral,"SHOP NO. G01, G/F, U PLACE, 66-82 KOWLOON CITY ROAD, MA TAU KOK, KOWLOON",,2022-11-11
RL,52,3852813404,一本冰室,"G/F, 185-187 WU HU STREET, HUNGHOM, KOWLOON",,2022-11-11
RL,52,3852813413,No Record,"G/F, 275 TO KWA WAN ROAD, TO KWA WAN, KOWLOON",,2022-11-11
RL,52,3852813422,Teawood Taiwanese Cafe & Restaurant,"SHOP 113, 1/F, WHAMPOA GOURMET PLACE, SITE 8, WHAMPOA GARDEN, HUNG HOM, KOWLOON",,2022-12-07
RL,52,3852813431,Tendon Tenya,"SHOP 13, G/F, SITE 3, WHAMPOA GARDEN, HUNG HOM , KOWLOON",,2022-12-07
RL,52,3852813440,漫花燈火 OMG,"SHOP 201, 2/F, U PLACE, 68 KOWLOON CITY ROAD, TO KWA WAN, KOWLOON",,2022-12-08
RL,52,3852813459,TAK HING YUEN SEAFOOD RESTAURANT,"SHOP 130A, 1/F, GRAND WATERFRONT PLAZA, 38 SAN MA TAU STREET, MA TAU KOK, KOWLOON",,2022-12-13
RL,52,3852813468,Ko Shan Restaurant,"SHOP 5, G/F, FAERIE COURT, NOS. 72, 72A, 72B, 72C, 72D, 74, 76,78, 82, 84, 86 & 88 KO SHAN ROAD & 9 KIANG HSI STREET, KOWLOON",,2022-12-19
RL,52,3852813477,ChorLand Cookfood Stall,"SHOP C & D, G/F., PO KWONG BUILDING, 2C MA HANG CHUNG ROAD, TO KWA WAN, KOWLOON",,2023-01-05
RL,52,3852813486,嘉樂冰廳,"SHOPS NO. G02 & G03, G/F, U PLACE, 66-82 KOWLOON CITY ROAD, MA TAU KOK, KOWLOON",,2023-01-10
RL,52,3852813495,Curry House Coco Ichibanya,"SHOP 116, 1/F, WHAMPOA GOURMET PLACE, SITE 8, WHAMPOA GARDEN, HUNG HOM, KOWLOON",,2023-01-14
RL,52,3852813501,Moonshine Cuisine / Start Now Chongqing Hotpot,"2/F, SITE 6, WHAMPOA GARDEN, NO. 10 SHUNG KING STREET, HUNG HOM, KOWLOON",,2023-01-14
RL,52,3852813510,岱民土瓜灣店,"SHOP NO. 38, G/F, HONOUR BUILDING, NOS. 78, 78A-B, 78D-H, 78L-N,78P-R, 78U-Y, 80, 80A-C, 80E-H, 80J-K, 80N, 80P-Q,80S-W TO KWA WAN ROAD, NOS. 64-68, 72-78 SHEUNG HEUNG ROAD, NOS. 2-30, 30A-D, 34-36, 40-58 CHEUNG NING STREET, KOWLOON",,2023-01-17
RL,52,3852813529,SEN SEN SUSHI,"UNIT WHA-1, SHOP NOS. B1-B8 AND B27-B32, BASEMENT 1, SITE 2, WHAMPOA GARDEN, HUNG HOM, KOWLOON",#F#G#H,2023-01-28
RL,94,2294000014,Harbour Plaza Resort City,"G/F(PORTION) & B1/F(PORTION), PHASE II, HARBOUR PLAZA RESORT CITY HONG KONG, TSWTL  NO.4, AREA 23, 18 TIN YAN ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",#F#G#H,2023-01-15
RL,94,2294000032,Fung Yuen Restaurant,"G/F, DD 115, LOT 60A, 271 HUNG TIN TSUEN, SHAN PUI, YUEN LONG, NEW TERRITORIES",,2023-01-19
RL,94,2294000078,安娜餐廳,"SHOP NO. A, B & C, G/F, LEE FAT HOUSE, HONG LOK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000096,金記燒臘飯店,"SHOP NO. 1, G/F, CHING YING BUILDING, YLTL 296, FOOK TAK STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000102,McDonald's,"SHOP NO. 5 ON G/F & WHOLE OF 1/F & 2/F, YUEN LONG TRADE CENTRE, 99-109 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000139,Yan Kee Restaurant,"12A KAM SHEUNG ROAD, SHEK KONG SHEUNG TSUEN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000148,McDonald's,"SHOP G1B, G/F, TIN SHUI SHOPPING CENTRE, TIN SHUI (I & II) ESTATE, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000175,華興茶餐廳,"NO. 9, 11 & 12, G/F, LOT 91B, TONG FONG TSUEN, TONG FONG HOUSE, PING SHAN, YUEN LONG, NEW TERRITORIES",,2023-07-20
RL,94,2294000227,大歡喜,"BLOCK F, G/F, FUNG YUE MANSION, 74 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000236,成旺酒家,"177, SHEK WU TONG TSUEN, PAT HEUNG, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000245,金寶,"BLOCK G, G/F, KAM LUN BUILDING, 9-15 TAI CHEUNG STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000324,大榮華,"1/F, KOON WONG MANSION, 2-6 ON NING ROAD, YUEN LONG, NEW TERRITORIES",,2023-05-10
RL,94,2294000333,KIN FAI,"SHOP NO. 2, G/F, TAK HING BUILDING, DD 124, LOT 4178, HUNG SHUI KIU, YUEN LONG, NEW TERRITORIES",,2023-04-24
RL,94,2294000430,勝記,"SHOP NO. 16 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, G/F, FU LOY GARDEN, 7 MA WANG ROAD, YUEN LONG, NEW TERRITORIES",#A,2023-04-23
RL,94,2294000537,東方點心,"SHOP B, G/F, LAI CHUN BUILDING, YLTL 74, ON NING ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000591,鴻利住家小炒,"BLOCK K, G/F, WING FAT BUILDING, 24 MA MIU ROAD, YUEN LONG, NEW TERRITORIES",,2022-11-20
RL,94,2294000616,寶島餐廳,"SHOP NO. E, G/F, YUK SING BUILDING, LOT 270, 15-25 YU KING SQUARE, YUEN LONG, NEW TERRITORIES",,2023-06-09
RL,94,2294000625,Tak Fook Seafood Restaurant,"1/F, MAJOR PORTION, ASTER COURT, 8 HUNG TAI ROAD, HUNG SHUI KIU, YUEN LONG, NEW TERRITORIES",,2023-04-12
RL,94,2294000661,金記燒腊,"SHOP E, G/F, KIN ON BUILDING, 77-81 YUEN LONG ON LOK ROAD, YUEN LONG, NEW TERRITORIES",,2023-07-01
RL,94,2294000713,眾興燒臘飯店,"G/F & C/F, 44 FOOK TAK STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000740,聯發燒鵝,"SHOP NO. 4, G/F, FOO CHOY HOUSE, NO. 47 FAU TSOI STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000801,新東記,"SHOP A, G/F, MAN CHEONG BUILDING, 239-247 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES",,2023-04-24
RL,94,2294000865,好到底,"G/F., C/L AND 1/F., 67 FAU CHOI STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000874,錦上餐聚,"LOT 106, NG KA TSUEN, KAM SHEUNG ROAD, KAM TIN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000883,澳門街水蟹粥雞湯米,"SHOP NO. 18, G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT & AT SIDE, BLOCK II, HO SHUN KING BUILDING, LOT 332, FUNG YAU SOUTH STREET, YUEN LONG, NEW TERRITORIES",#A,2023-06-30
RL,94,2294000908,華記,"G/F, 40A MAIN ROAD, KAM TIN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000917,好運來餐廳,"SHOP NO. 7, G/F, CAMPBELL BUILDING, 9 KIK YEUNG ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294000944,發記腸粉粥品,"SHOP NO. 1, G/F, WAN HING BUILDING, YLTL 253, J/O YAU SAN STREET & HOP YICK ROAD, YUEN LONG, NEW TERRITORIES",,2023-07-01
RL,94,2294001026,堅記,"84 HA TSUEN SIK KONG WAI, PING SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001053,天鴻燒鵝飯店,"SHOP D, G/F, YAN YEE BUILDING, KIN YIP STREET, YUEN LONG, NEW TERRITORIES",,2023-03-15
RL,94,2294001099,旦王花─泰越鍾情,"G/F, DD 106, LOT 1649 S.A & R.P., 148 KAM SHEUNG ROAD, PAT HEUNG, YUEN LONG, NEW TERRITORIES",,2023-05-21
RL,94,2294001105,牡丹金閣,"M/F, TRANSPORT PLAZA, 2-6 FUNG CHEUNG ROAD, YUEN LONG, NEW TERRITORIES",,2022-09-25
RL,94,2294001150,華樂茶餐廳,"SHOP NO. 14, G/F, YICK FAT BUILDING, YLTL 321, FUNG YAU NORTH STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001169,Fairwood Fast Food (Management) Ltd.,"G/F (PORTION) & 1/F, WINLAND BUILDING, YLTL 453, J/O KUK TING STREET & SHUI CHE KWUN STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001178,McDonald's,"SHOP 1 & 11 ON G/F., PORTION OF 1/F, HING FAT HOUSE, 9-13 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001196,SHREENGKHALA CURRY HOUSE HK,"G/F, 144 YUEN LONG ON NING ROAD, YUEN LONG, NEW TERRITORIES",,2023-04-26
RL,94,2294001257,Cafe de Coral,"SHOP NO. 307 & 308, THIRD FLOOR, 77 TIN SHUI ROAD, TIN CHAK SHOPPING CENTRE, TIN CHAK ESTATE, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2022-10-30
RL,94,2294001284,兆利,"4 SHEK KONG STREET, SHEUNG TSUEN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001293,金翠茶餐廳,"SHOP NO. 8, G/F & C/L (PORTION), KAM PO BUILDING, KIK YEUNG ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001309,逢吉茶樓,"2 FUNG KUT HEUNG, SAN TIN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001336,皇都餐廳,"SHOP NO. 1, G/F, TREASURE COURT AND THE OUTSIDE SEATING AREA AT SHOP FRONT, DD 124, LOT 4212-4213, HUNG SHUI KIU, YUEN LONG, NEW TERRITORIES",#A,2023-06-30
RL,94,2294001345,榮興麵家,"G/F, NO. 31 YUEN LONG PAU CHEUNG SQUARE, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001363,Fairwood Fast Food (management) Ltd.,"SHOP NO.A168 & A193, PORTION B OF THE COMMERCIAL DEVELOPMENT OF LOCWOOD COURT, KINGSWOOD VILLAS, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2023-05-08
RL,94,2294001390,Fairwood Fast Food,"G/F (PORTION) & 1/F, YUEN LONG COMMERCIAL CENTRE, 18-24 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2023-07-26
RL,94,2294001406,彩逸皇宮鼎豐火鍋台式料理,"SHOP NO. 219A, 2/F., +WOO PHASE 2, 12-18 TIN YAN ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2023-05-18
RL,94,2294001479,加洲海鮮酒家,"G/F - 2/F, PO FUNG LAU, LOT 267, ON NING ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001488,吉祥,"NO. 3, HA TSUEN SHI, HTHL38, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001497,屏山盆菜,"G/F, DD 121, LOT 2C, 36 TONG FONG TSUEN, PING HA ROAD, PING SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001503,玻璃屋,"SHOP NO. 15, G/F, PO SHING BUILDING, 88 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001655,糖黐豆,"G/F., SHOP NO. 15, KAM FAI BUILDING, 1-31 KAM FAI PATH, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001716,至友美點,"SHOP 12 & 13, G/F, PO SHING BUILDING, 88 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2023-01-09
RL,94,2294001734,HEI YUE HEEN,"G/F(MINOR PORTION), 1/F, BLOCK B, TOWN CENTRE, DD 104, LOT 4665, FAIRVIEW PARK, TAI SANG WAI, YUEN LONG, NEW TERRITORIES",#G#H,2023-06-30
RL,94,2294001770,Best to Best Vegetable Diet Restaurant,"SHOP NO. 1, G/F, HING LUNG BUILDING, YLTL 289, 14 HUNG MIN COURT, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001804,嶺南美食,"FLAT 4, G/F, PHASE I, HING FOOK BUILDING, MA MIU ROAD, YUEN LONG, NEW TERRITORIES",,2022-11-19
RL,94,2294001831,喜洋洋點心專門店,"OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT OF SHOP F, G/F, 96-104 KIN YIP STREET, YUEN LONG, NEW TERRITORIES",#A,2023-08-12
RL,94,2294001840,蘭香閣餐廳,"SHOP NO. 11-13, G/F, ASTER COURT, HUNG SHUI KUI, YUEN LONG, NEW TERRITORIES",,2023-07-16
RL,94,2294001901,鴻興海鮮燒鵝食家,"G/F, NO.6, TONG FONG VILLAGE, PING SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294001956,金記燒腊餐廳,"SHOP NO. 1, G/F, KAM WING MANSION, 66 SHUI CHE KWUN STREET, YUEN LONG, NEW TERRITORIES",,2023-08-16
RL,94,2294001965,新永順雞煲王,"SHOP A, G/F, 18 MA TIN ROAD, YUEN LONG, NEW TERRITORIES",#G#H,2023-07-16
RL,94,2294002010,LEE MOON PALACE,"G/F (PORTION) & 1/F (MAJOR PORTION), KAM LUNG MANSION, FUNG KAM STREET, YUEN LONG, NEW TERRITORIES",#E#F#G,2023-06-30
RL,94,2294002029,何明記,"SHOP NO. 2, G/F, KWONG WAH CENTRE, 44 FAU TSOI STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002038,羅屋村飯店,"G/F, NO. 54, LO UK TSUEN, WANG TOI SHAN, PAT HEUNG, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002047,得意屋,"SHOP NO. 1, G/F AND OUTSIDE SEATING ACCOMMODATION AT SHOPFRONT, ON NING BUILDING, YLTL 239, MA TIN ROAD, YUEN LONG, NEW TERRITORIES",#A,2023-07-20
RL,94,2294002056,嘉麗園粉麵,"SHOP B, G/F, LEE KING BUILDING, 3-19 HONG KING STREET, YUEN LONG, NEW TERRITORIES",,2022-12-30
RL,94,2294002144,松記燒鵝飯店,"G/F, SHOP NOS. 19-20 AND OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, WAI FAT BUILDING, YLTL 434, FUNG CHEUNG ROAD, YUEN LONG, NEW TERRITORIES",#A,2023-07-25
RL,94,2294002153,Tao Heung Tea House,"SHOP NO.32 & 76A, G/F, YEE FUNG GARDEN, 38 MA TIN ROAD, YUEN LONG, NEW TERRITORIES",,2023-01-18
RL,94,2294002162,喜喜小廚,"SHOP NO. 3, G/F, SPRINGDALE VILLAS SHOPPING MALL, SPRINGDALE VILLAS, 80 MA TIN ROAD, YUEN LONG, NEW TERRITORIES",,2022-08-30
RL,94,2294002214,何明記,"SHOP NO.1, G/F, KWONG WAH CENTRE, 46 FAU TSOI STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002223,東苑海鮮酒家,"8/F, YUEN LONG LANDMARK, 123 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002232,張潮豐,"G/F, 60 MAIN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-04-19
RL,94,2294002250,錦田餐廳菜館,"G/F, NO. 40 (REAR PORTION) AND 41-43 KAM TIN MAIN ROAD, YUEN LONG, NEW TERRITORIES",,2022-08-04
RL,94,2294002320,HAPPY SEAFOOD RESTAURANT,"G/F, DD 129, LAU FAU SHAN ROUNDABOUT, 12 SHAN TUNG STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002357,吉祥冰室,"SHOP NO. 15, G/F, KUEN YICK BUILDING, 18 CHUN YIN SQUARE, YUEN LONG, NEW TERRITORIES",,2022-10-18
RL,94,2294002436,The Banquet,"G/F, DD 104, LOT 2562 BRP, 390 CASTLE PEAK ROAD, TAM MI, YUEN LONG, NEW TERRITORIES",,2022-09-20
RL,94,2294002481,富成,"G/F., SHOP NO. 17 (MAJOR PORTION), PROSPER CENTRE, 29 SAU FU STREET, YUEN LONG, NEW TERRITORIES",,2022-12-26
RL,94,2294002490,肆悅,"SHOP NO.4, LUEN FAT HOUSE, KIN YIP STREET, YUEN LONG, NEW TERRITORIES",#F#G,2022-10-04
RL,94,2294002588,牡丹金閣,"SHOP NOS. 4, 5 (MAJOR PORTION), 13, 19, 25, 31 & 41, 43, 48, 53, 55, 56 & 42, 44, 49, 54, G/F, HO SHUN TAI BUILDING, 10 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",,2022-09-29
RL,94,2294002603,Pizza Hut Hong Kong Management Limited,"SHOP 201, 2/F, YUEN LONG LANDMARK, YLTL 342, 123 YUEN LONG MAIN ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002630,台灣麵,"SHOP NO. 1-3, G/F, NAN TIN MANSION, 31-41 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",,2022-12-07
RL,94,2294002649,K. F. C.,"G/F SHOP  7 & 1/F, WING LIGHT BUILDING, 68-76 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002700,森城海鮮酒家,"G/F, 2-4 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002764,大使餐館,"SHOP NO. 129, PALM SPRINGS COMMERCIAL CENTRE, WO SHANG WAI, YUEN LONG, NEW TERRITORIES",,2022-12-03
RL,94,2294002773,SAM GOR KITCHEN,"SHOP NO. 7, G/F, ON FAI BUILDING, YLTL 237, 30-40 YUEN LONG ON HING STREET, YUEN LONG, NEW TERRITORIES",,2022-08-23
RL,94,2294002807,將太日本料理,"27 KIN TAK STREET, YUEN LONG, NEW TERRITORIES",#G#H,2022-10-22
RL,94,2294002825,新明苑海鮮酒家,"G/F & 1/F, DD 104, LOT 3250B, 24A (PORTION), FAIRVIEW PARK BOULEVARD, YUEN LONG, NEW TERRITORIES",,2023-01-02
RL,94,2294002834,越旺越式牛肉粉專門店,"FLAT A, G/F, WAH YAN HOUSE, 23 HONG KING  STREET, YUEN LONG, NEW TERRITORIES",,2023-04-22
RL,94,2294002904,愛民,"G/F, 47 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002922,McDonald's,"SHOP NO. S206, SECOND FLOOR, T TOWN SOUTH, TIN CHUNG COURT, 30 TIN WAH ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2022-09-07
RL,94,2294002959,小桃園,"G/F, 28 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294002977,新田茶餐廳,"FLAT 1 &  2, G/F, DD 102, LOT 215, SAN TIN MAIN ROAD, SAN TIN, YUEN LONG, NEW TERRITORIES",,2022-10-12
RL,94,2294002986,石湖塘餐廳,"DD 106, LOT 364A, SHEK WU TONG, PAT HEUNG, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003022,泰興食館,"G/F, 1 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-02-23
RL,94,2294003129,Wedding Banquet Specialist,"G/F (PORTION), PING WUI CENTRE, YLTL 398, PING WUI  STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003192,鳳德小廚,"SHOP NO. 5, G/F, HANG FAI BUILDING, YLTL 476, 2 SAI TAI STREET, YUEN LONG, NEW TERRITORIES",,2022-12-22
RL,94,2294003217,野川拉麵之深燒食堂,"SHOP B  (MAJOR PORTION) & SHOP C (MAJOR PORTION), G/F, AND THE OUTSIDE SEATING ACCOMODATION AT SHOP FRONT, WING FUNG BUILDING, 40-48 YAU SAN STREET, YUEN LONG, NEW TERRITORIES",#A,2022-10-30
RL,94,2294003244,龍如,"20 MAIN ROAD, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003271,游龍,"G/F, 45 MAIN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003314,新陶園,"37 LAU FAU SHAN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003323,新興發茶餐廳,"BLOCK C & D, G/F, DD 102, LOT 215, MAIN ROAD, SAN TIN, YUEN LONG, NEW TERRITORIES",,2022-12-05
RL,94,2294003341,成記,"3 KAU TSIN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003439,Summer August,"G/F, SHOP D & P, SHUN FAT HOUSE, YLTL 283, KAU YUK ROAD, YUEN LONG, NEW TERRITORIES",#G#H,2023-06-30
RL,94,2294003448,川舫,"SHOP A68- A70, G/F, PHASE I, KINGSWOOD RICHLY PLAZA, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2022-11-06
RL,94,2294003475,球記,"7 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003493,國記,"G/F, 29 PAU CHEUNG STREET, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003642,唯壹茶餐廳,"SHOP NO.38A & B, G/F, HON YIP GARDEN, DD 109, HSE LOT 15, WING LUNG WAI, KAM TIN, YUEN LONG, NEW TERRITORIES",,2023-02-28
RL,94,2294003651,邦記,"39 CHING TAI STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003660,彩鳳,"58 MAIN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003679,明記,"40 MAIN STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003697,台味冰點,"SHOP C23-C24, 1/F, PHASE I, KINGSWOOD RICHLY PLAZA, JOYLANE ARCADE, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",,2023-03-07
RL,94,2294003721,Wealth Banquet,"G/F, 110 KAM TIN MAIN ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003749,金壘餐廳,"DD 114, SHEUNG CHUEN, SEK KONG, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003767,Lai Kwan Seafood Restaurant,"G/F, 10 SHAN TUNG STREET, LAU FAU SHAN, YUEN LONG, NEW TERRITORIES",,2023-02-16
RL,94,2294003776,新發,"G/F, 271 WING NING LANE, WANG TOI SHAN, PAT HEUNG, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003785,食口福,"G/F, FOOK ON HOUSE, 67 ON NING ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003794,有益甜品,"SHOP 10, G/F, CAMPBELL BUILDING, 9 KIK YEUNG ROAD, YUEN LONG, NEW TERRITORIES",,2023-06-30
RL,94,2294003855,Sawadee Thai Restaurant,"G/F & 1/F, 1 YUEN LONG TUNG SHING LEI ROAD, YUEN LONG, NEW TERRITORIES",,2023-02-19
